,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,Red_N_L,Precentral_L,Frontal_Inf_Orb_2_R
SN_pc_R,1.0,0.13297369736884881,0.41213901214721577,0.43879518452703564,0.14378823415365452,0.46108332184695283,0.0004852247439474202,0.05203975682429032,0.34536974691487904,0.1222152776267944,0.30808198657885205,0.4723995026999103,-0.037099426597967035,0.27093156288767045,0.5894085726145466,0.4836925594395728,0.33070003094952527,0.4390946304847616,0.11880538601398469,0.15116584957935406
Thal_MDl_L,0.13297369736884881,1.0,0.20889856912613916,0.5432745937826685,0.16121431142799747,0.34519551794603,0.31393113678351303,0.29419147097732967,0.6094054517174594,0.5106646424660379,0.8219556815253186,0.2472008351272584,0.1253391918291753,0.2459263823830689,0.2572139724637822,0.39434496849457645,-0.002000509890294302,0.4304355290370216,0.006184486523826757,0.28552161277017996
OFCpost_R,0.41213901214721577,0.20889856912613916,1.0,0.5006194300908852,0.12280886753213982,0.24431693466673338,0.11257768581348544,-0.009113451959853629,0.38388112990130213,0.2433568300438185,0.241716490756922,0.4072310718880276,0.2097861248767317,0.26655210747449665,0.5890952752107773,0.6071539876669788,0.3784067080316159,0.19758749994971478,0.20233098210086933,0.4443824131747557
Temporal_Sup_R,0.43879518452703564,0.5432745937826685,0.5006194300908852,1.0,0.45300797414595806,0.09942488010402317,0.5337246635668246,0.18207381312250803,0.6744229114593164,0.2548438050945733,0.5348127626641276,0.09629658887479688,0.5981405933579574,0.5394639886811267,0.3039514653975494,0.8456869107630415,0.24832702201544748,0.5060490018040769,0.6119180891575415,0.5539039966538551
OFClat_L,0.14378823415365452,0.16121431142799747,0.12280886753213982,0.45300797414595806,1.0,-0.2765778477354844,0.10574580948525027,-0.17324353822448343,0.1752045210311698,-0.012152334530712974,0.2498956211916323,-0.04632538208103981,0.4732334800352023,0.1095316560429011,0.16661033342384746,0.4450291353691425,0.30542582232516746,0.0037903387327272125,0.4583637504076426,0.4053652328527369
Heschl_R,0.46108332184695283,0.34519551794603,0.24431693466673338,0.09942488010402317,-0.2765778477354844,1.0,-0.23257142724590932,0.29354493028031686,0.3311695340801833,0.2889771517304548,0.4002021504461377,0.6908453599739535,-0.5089717970130943,0.24569778916925772,0.5982369504558158,0.13021749993812964,-0.0068274394838927915,0.5067312550467292,-0.4366607160272365,0.1642118854636606
Cuneus_L,0.0004852247439474202,0.31393113678351303,0.11257768581348544,0.5337246635668246,0.10574580948525027,-0.23257142724590932,1.0,0.22896038677913036,0.4083713485407753,0.1411553429111209,0.2469059283114741,-0.37364658776544585,0.6564334984635922,0.317098246714941,-0.30525080748636785,0.3472501728062888,0.009764257164993972,0.2205420934215752,0.6577059492000333,-0.12148048815535421
Occipital_Inf_R,0.05203975682429032,0.29419147097732967,-0.009113451959853629,0.18207381312250803,-0.17324353822448343,0.29354493028031686,0.22896038677913036,1.0,0.5956670738187819,0.28110482032678274,0.279557389076936,0.05679502595061114,0.044144208763101496,0.4593005528616525,0.08703363322427791,0.04633731476513274,-0.2820639459117788,0.41684723628103265,-0.03166060332338653,0.05261684275575229
Temporal_Inf_R,0.34536974691487904,0.6094054517174594,0.38388112990130213,0.6744229114593164,0.1752045210311698,0.3311695340801833,0.4083713485407753,0.5956670738187819,1.0,0.40151952540601504,0.5787047577337233,0.29376236137602,0.41291729765154317,0.6088756592259846,0.40215857096726115,0.5749280492644873,0.05252323957462012,0.5805914890907229,0.3122167424713689,0.3986669195951074
Vermis_8,0.1222152776267944,0.5106646424660379,0.2433568300438185,0.2548438050945733,-0.012152334530712974,0.2889771517304548,0.1411553429111209,0.28110482032678274,0.40151952540601504,1.0,0.3590471036097543,0.2053568624294279,0.014294457776901193,0.19490496308691035,0.15520096396163247,0.1986162963858738,-0.2773552988244556,0.2737356636698671,-0.11964909575418337,0.32740963230700426
Thal_AV_L,0.30808198657885205,0.8219556815253186,0.241716490756922,0.5348127626641276,0.2498956211916323,0.4002021504461377,0.2469059283114741,0.279557389076936,0.5787047577337233,0.3590471036097543,1.0,0.4286592753219062,0.08585698073396082,0.1496224787117477,0.41310153037518954,0.45999363264963383,0.15458917527874974,0.4853811546121468,0.091858851499198,0.22855498919525946
Thal_LGN_R,0.4723995026999103,0.2472008351272584,0.4072310718880276,0.09629658887479688,-0.04632538208103981,0.6908453599739535,-0.37364658776544585,0.05679502595061114,0.29376236137602,0.2053568624294279,0.4286592753219062,1.0,-0.34662297643970447,0.07410894834776954,0.657814095788048,0.30469166229199346,0.3261773527908752,0.42150490456429457,-0.3117977533762731,0.29520874401408437
Paracentral_Lobule_R,-0.037099426597967035,0.1253391918291753,0.2097861248767317,0.5981405933579574,0.4732334800352023,-0.5089717970130943,0.6564334984635922,0.044144208763101496,0.41291729765154317,0.014294457776901193,0.08585698073396082,-0.34662297643970447,1.0,0.42192562095593383,-0.2347307731287594,0.5882444816711486,0.23715062993181912,0.1419859519633362,0.8966039874889733,0.270452453963367
Vermis_9,0.27093156288767045,0.2459263823830689,0.26655210747449665,0.5394639886811267,0.1095316560429011,0.24569778916925772,0.317098246714941,0.4593005528616525,0.6088756592259846,0.19490496308691035,0.1496224787117477,0.07410894834776954,0.42192562095593383,1.0,0.067741830849375,0.5366419312430643,0.022408897480131813,0.5744383669086115,0.3029746272196319,0.4015018969908838
Amygdala_R,0.5894085726145466,0.2572139724637822,0.5890952752107773,0.3039514653975494,0.16661033342384746,0.5982369504558158,-0.30525080748636785,0.08703363322427791,0.40215857096726115,0.15520096396163247,0.41310153037518954,0.657814095788048,-0.2347307731287594,0.067741830849375,1.0,0.32632761524431175,0.33097870340892116,0.23796748914120508,-0.18620863342219118,0.37067098828293193
Temporal_Sup_L,0.4836925594395728,0.39434496849457645,0.6071539876669788,0.8456869107630415,0.4450291353691425,0.13021749993812964,0.3472501728062888,0.04633731476513274,0.5749280492644873,0.1986162963858738,0.45999363264963383,0.30469166229199346,0.5882444816711486,0.5366419312430643,0.32632761524431175,1.0,0.40504022469300344,0.4745594260096532,0.5810915573904754,0.5615773303724598
Thal_Re_L,0.33070003094952527,-0.002000509890294302,0.3784067080316159,0.24832702201544748,0.30542582232516746,-0.0068274394838927915,0.009764257164993972,-0.2820639459117788,0.05252323957462012,-0.2773552988244556,0.15458917527874974,0.3261773527908752,0.23715062993181912,0.022408897480131813,0.33097870340892116,0.40504022469300344,1.0,-0.09458003163705561,0.3242872052572795,-0.02009463581734216
Red_N_L,0.4390946304847616,0.4304355290370216,0.19758749994971478,0.5060490018040769,0.0037903387327272125,0.5067312550467292,0.2205420934215752,0.41684723628103265,0.5805914890907229,0.2737356636698671,0.4853811546121468,0.42150490456429457,0.1419859519633362,0.5744383669086115,0.23796748914120508,0.4745594260096532,-0.09458003163705561,1.0,0.1299983742213054,0.4220925132360048
Precentral_L,0.11880538601398469,0.006184486523826757,0.20233098210086933,0.6119180891575415,0.4583637504076426,-0.4366607160272365,0.6577059492000333,-0.03166060332338653,0.3122167424713689,-0.11964909575418337,0.091858851499198,-0.3117977533762731,0.8966039874889733,0.3029746272196319,-0.18620863342219118,0.5810915573904754,0.3242872052572795,0.1299983742213054,1.0,0.16533235524924603
Frontal_Inf_Orb_2_R,0.15116584957935406,0.28552161277017996,0.4443824131747557,0.5539039966538551,0.4053652328527369,0.1642118854636606,-0.12148048815535421,0.05261684275575229,0.3986669195951074,0.32740963230700426,0.22855498919525946,0.29520874401408437,0.270452453963367,0.4015018969908838,0.37067098828293193,0.5615773303724598,-0.02009463581734216,0.4220925132360048,0.16533235524924603,1.0
