,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L
SN_pc_R,1.0,0.13297369736884881,0.41213901214721577,0.43879518452703564,0.14378823415365452,0.46108332184695283,0.0004852247439474202,0.05203975682429032,0.34536974691487904,0.7862759789943172,0.1222152776267944,0.30808198657885205,0.4723995026999103,-0.037099426597967035,0.27093156288767045,0.5894085726145466,0.4836925594395728,0.5296732014648604,0.33070003094952527,0.11880538601398469,0.558658255291354,0.15116584957935406,0.5414530547055307,0.0753645201852097,0.4224564050323072,0.43082880682356994,0.34956574909756527,-0.11025971131675076,0.09501083882736691,0.24189271099128698,0.2358927540964062,0.4529085188751221,0.0021209477256942484,0.3838939126717215,0.15045542634875608,0.305031290130692,-0.024540636005533967,0.24072477854965654,0.188125052074994,0.4270040874217986,0.4469386685278633,0.4563802550747152,0.39683113730466524,0.4338268157995371,0.553898740811275,0.07193352427910217,0.5262653837816461,0.5095196977038656,-0.10303985770769117,0.40920502051334723
Thal_MDl_L,0.13297369736884881,1.0,0.20889856912613916,0.5432745937826685,0.16121431142799747,0.34519551794603,0.31393113678351303,0.29419147097732967,0.6094054517174594,-0.04171531981081887,0.5106646424660379,0.8219556815253186,0.2472008351272584,0.1253391918291753,0.2459263823830689,0.2572139724637822,0.39434496849457645,0.3614754468258206,-0.002000509890294302,0.006184486523826757,0.20346057437557744,0.28552161277017996,0.291800289016184,0.05638340410275952,0.31426729831346595,0.5921207426902703,0.47640804565193307,0.2261394541106144,0.38102540983097793,0.5584209359109494,0.3766382269036906,0.3483809991179342,0.49666421399043026,0.5990010345981943,0.18291395547858777,0.41881337196665236,0.36275155833220785,0.26127326440865084,0.3685495739795691,0.38278842003595,0.34522768817976235,0.6103994254229309,0.2821236476922937,0.6810464716844868,0.3994675901016773,0.14575131559958834,0.3025707994041304,0.3297961840105277,0.1352240147487941,0.5149897260959246
OFCpost_R,0.41213901214721577,0.20889856912613916,1.0,0.5006194300908852,0.12280886753213982,0.24431693466673338,0.11257768581348544,-0.009113451959853629,0.38388112990130213,0.3469760167786498,0.2433568300438185,0.241716490756922,0.4072310718880276,0.2097861248767317,0.26655210747449665,0.5890952752107773,0.6071539876669788,0.28849777517961506,0.3784067080316159,0.20233098210086933,0.42835666859091204,0.4443824131747557,0.6205518237257016,0.21284370850596124,0.3684155474211643,0.5739082555716938,0.6055264313329314,0.2660268126383132,0.4400302529455413,0.26893003879911587,0.14740461517033898,0.1005370458622527,0.20845270101983546,0.6565408744706207,0.3225811578187524,0.21627879767518748,0.09941055267112771,0.08775680338360274,0.6085439328898022,0.5560840699880938,0.35926456878027657,0.35530318181000115,0.42700609157906855,0.3681004460054008,0.40206204305819704,0.172914135122152,0.4934172731735762,0.44472300256223163,0.0911027886346192,0.4563196359083723
Temporal_Sup_R,0.43879518452703564,0.5432745937826685,0.5006194300908852,1.0,0.45300797414595806,0.09942488010402317,0.5337246635668246,0.18207381312250803,0.6744229114593164,0.3117115691842637,0.2548438050945733,0.5348127626641276,0.09629658887479688,0.5981405933579574,0.5394639886811267,0.3039514653975494,0.8456869107630415,0.5115208480725886,0.24832702201544748,0.6119180891575415,0.3935692270505497,0.5539039966538551,0.6974440819990889,0.5562237583414922,0.5305394685559236,0.6684119841056244,0.541497447409269,0.3674748349302067,0.7628723020020415,0.7394913313176045,0.5396403196465044,0.4277818612262296,0.5384423036546169,0.624049575402606,0.7350599950097211,0.31717336707400334,0.32870702025144766,0.25709956655583915,0.34843399818343906,0.8670864367199853,0.741231506578926,0.6647666602877774,0.5528966497766021,0.7254237916085462,0.6883504195390365,0.4736793063128685,0.5580772525272201,0.5651756323741168,0.5105414759771517,0.8302896592868169
OFClat_L,0.14378823415365452,0.16121431142799747,0.12280886753213982,0.45300797414595806,1.0,-0.2765778477354844,0.10574580948525027,-0.17324353822448343,0.1752045210311698,0.11683733678897952,-0.012152334530712974,0.2498956211916323,-0.04632538208103981,0.4732334800352023,0.1095316560429011,0.16661033342384746,0.4450291353691425,0.4258483663461604,0.30542582232516746,0.4583637504076426,0.3625782091218293,0.4053652328527369,0.5841107700282202,0.3662849434784205,0.25784569053764983,0.2955921652564725,0.07711743142693188,-0.055735089853493805,0.39142960247599246,0.3052111715858216,0.22276035150893528,0.1590832504584096,0.0467058087270773,0.338372606106465,0.49696955259477804,0.14013511068752293,0.023323562550295843,0.33465819372737154,0.3328505907917066,0.5130187027814107,0.6756964823102863,0.5177904608702408,0.48875075412242475,0.315345202692279,0.2581412050072939,-0.022234936244106218,0.5996480124348141,0.49898486289016486,0.3684331520129479,0.5207373328105017
Heschl_R,0.46108332184695283,0.34519551794603,0.24431693466673338,0.09942488010402317,-0.2765778477354844,1.0,-0.23257142724590932,0.29354493028031686,0.3311695340801833,0.46001103697815193,0.2889771517304548,0.4002021504461377,0.6908453599739535,-0.5089717970130943,0.24569778916925772,0.5982369504558158,0.13021749993812964,0.358286922175729,-0.0068274394838927915,-0.4366607160272365,0.3886808598211796,0.1642118854636606,0.2341028773886046,-0.2920044360715921,0.21263344418153676,0.480252851794457,0.24969335761747347,-0.09273007607498059,-0.26819279467816365,3.850582444837051e-06,-0.11767905983747946,0.3801342515340475,-0.019649777107989912,0.22158554815143475,-0.38605246634330626,0.3303898787841211,0.04768499732632044,0.12044167200089412,0.21667838220313643,0.03313791452169819,-0.026116017461668792,0.314520044333021,-0.020590235783048864,0.27843350471194706,0.4924691232196193,-0.1768563826800878,0.17085661384177891,0.35241231546317586,-0.5168230946544113,0.24336084671975552
Cuneus_L,0.0004852247439474202,0.31393113678351303,0.11257768581348544,0.5337246635668246,0.10574580948525027,-0.23257142724590932,1.0,0.22896038677913036,0.4083713485407753,-0.28567980315316055,0.1411553429111209,0.2469059283114741,-0.37364658776544585,0.6564334984635922,0.317098246714941,-0.30525080748636785,0.3472501728062888,-0.022329391492010398,0.009764257164993972,0.6577059492000333,-0.21441737619558765,-0.12148048815535421,0.08021288874078718,0.6062358125363747,0.20490402355739948,0.016091776576554657,0.19465515673485673,0.5764283351450412,0.7548669363658465,0.4887373189807038,0.6959443552737082,0.07253666064237901,0.649655781026547,0.19051818637253135,0.6824181873158545,0.03528902061503921,0.3764078588650802,-0.018749510094148894,-0.2432969941300587,0.5016664063223197,0.35126594075823037,0.16904227853686288,0.10259575995016688,0.4853404829868017,0.13219306988634594,0.7525243182750455,0.03827955095576568,-0.0506514567392306,0.5826219032274464,0.357523239144459
Occipital_Inf_R,0.05203975682429032,0.29419147097732967,-0.009113451959853629,0.18207381312250803,-0.17324353822448343,0.29354493028031686,0.22896038677913036,1.0,0.5956670738187819,0.04425902398015691,0.28110482032678274,0.279557389076936,0.05679502595061114,0.044144208763101496,0.4593005528616525,0.08703363322427791,0.04633731476513274,-0.10300705251626886,-0.2820639459117788,-0.03166060332338653,-0.1933434736100632,0.05261684275575229,-0.18332616389830633,-0.04951945246826498,0.3930805686751714,0.23754465774680505,0.28223523472751155,0.05140742205349133,0.035544633266530734,-0.0017313643322987376,0.41783605281388125,-0.08948296994454275,0.34364043316729764,0.10753589628192652,0.03137587966372716,0.19026397930577874,0.6816487825831388,-0.12081560232032929,-0.04084931546785586,0.037174647470469536,-0.2214757838619521,0.12669843264270064,-0.04322112634893945,0.2959509266874074,0.1452939801333152,0.19655723857492308,-0.19895599048305834,-0.12507112409280824,-0.20032374508603987,0.17717384904104663
Temporal_Inf_R,0.34536974691487904,0.6094054517174594,0.38388112990130213,0.6744229114593164,0.1752045210311698,0.3311695340801833,0.4083713485407753,0.5956670738187819,1.0,0.2205006983668603,0.40151952540601504,0.5787047577337233,0.29376236137602,0.41291729765154317,0.6088756592259846,0.40215857096726115,0.5749280492644873,0.15920517043723695,0.05252323957462012,0.3122167424713689,0.2830871657622394,0.3986669195951074,0.3211421493465843,0.2108995222458013,0.7780002597438135,0.6278136247530486,0.6995717099229328,0.097074814307035,0.518419972014368,0.280787947346277,0.6431951391998386,0.08285688499105168,0.4271339320493737,0.4945744973759613,0.4380005225645499,0.3908662081216868,0.7523234873248754,-0.06365129501548629,0.29571848638802056,0.6007440560035651,0.30064436723088606,0.5048607963333701,0.4700072725709542,0.7565630718241213,0.37367415788496805,0.23673834844642608,0.37153264565819666,0.2935782729315135,-0.0441832755688682,0.7010856524274236
SN_pr_R,0.7862759789943172,-0.04171531981081887,0.3469760167786498,0.3117115691842637,0.11683733678897952,0.46001103697815193,-0.28567980315316055,0.04425902398015691,0.2205006983668603,1.0,0.028327697872782436,0.13068207403834267,0.5511584700757131,-0.17199009143039096,0.31712078150501166,0.6137490583129497,0.35341697072879635,0.46828964217942687,0.2635684585078343,-0.049245965253882064,0.49624319972434805,0.36191956565777905,0.4868294202608056,-0.06502641352892434,0.3054731230088115,0.46177801575638583,0.26261332553248046,-0.17621618815952111,-0.08002139437590874,0.08966879992227643,-0.1183756296155127,0.34900700926346995,-0.11743782865837306,0.20144002143297096,-0.060576504971709216,0.3233548870649205,-0.07828412453396319,0.16194053764953267,0.28058766313076794,0.24210248705954635,0.28549363807883155,0.3327689180745581,0.3552134386337728,0.1934153020804499,0.5703337625957305,-0.03780439928541097,0.40489687662273627,0.4978084505299159,-0.1869232655404338,0.3416314223220799
