,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,Red_N_L,Precentral_L,Frontal_Inf_Orb_2_R
SN_pc_R,1.0,0.4725259634545101,0.42508533622805916,0.4718116407488168,-0.6258898288090582,0.18435355946399773,0.7092048255602019,0.7273339937640745,0.3341863103014806,0.3533633756103805,0.19383854789716828,0.8066611736746536,-0.14515840992476928,0.05232204378639789,-0.2534769544673437,0.5129218568238865,-0.046252696397784655,0.7801643403046947,0.5923856045724666,0.3868968688415909
Thal_MDl_L,0.4725259634545101,1.0,0.26722638513497377,0.40567999126907023,-0.412910928102045,0.0513767067990678,0.4201620945088116,0.2690183961940378,0.3076066037087504,0.08915150230389192,0.3561710270821777,0.589117809777159,-0.18376183147347003,0.15867694768216886,0.06088677110030149,0.3726232020012867,0.16442501953170766,0.572309394617043,0.23292990349362475,0.21866354772992114
OFCpost_R,0.42508533622805916,0.26722638513497377,1.0,0.5362744249880677,-0.059825540577759476,0.1497158057214757,0.3805527150749827,0.48871519833021326,0.654977012195105,0.5413474784185631,0.3476477934971562,0.40924154354690645,0.1604169992448019,0.3844995987752548,-0.058275189427851294,0.5089508680669832,0.06814724421696026,0.5043070743133106,0.27204351524106646,0.40993911994761933
Temporal_Sup_R,0.4718116407488168,0.40567999126907023,0.5362744249880677,1.0,-0.031928930249087134,0.5296918356165706,0.42427274393590947,0.5797018938065753,0.7042763214184334,0.44569692898649116,0.25304117782817087,0.6009233644941845,-0.2096287994095854,0.5022722587347472,0.2320628424281799,0.731668564987831,0.3141681165083471,0.5212871302141294,0.43898327609200755,0.6998174985259171
OFClat_L,-0.6258898288090582,-0.412910928102045,-0.059825540577759476,-0.031928930249087134,1.0,0.29431742013057904,-0.4720978875785007,-0.31661820230432675,0.0564213257414038,-0.016846894773895282,-0.244961627564749,-0.6001100515247287,0.13134809365960132,0.19794747087426656,0.38432748400223904,-0.02295832877327291,-0.010759740487652061,-0.7351871602590803,-0.26972621573424527,0.06335690445490655
Heschl_R,0.18435355946399773,0.0513767067990678,0.1497158057214757,0.5296918356165706,0.29431742013057904,1.0,0.28994922746849827,0.21120991156017285,0.08728930528221134,0.03186525711046464,-0.10219368876445804,0.22259591400752055,-0.10721719721640996,0.19536109700563373,0.21892709431079185,0.5974015230013697,-0.11882809131223979,-0.029704157536691405,0.545491684558503,0.5529890198715136
Cuneus_L,0.7092048255602019,0.4201620945088116,0.3805527150749827,0.42427274393590947,-0.4720978875785007,0.28994922746849827,1.0,0.4684389484184988,0.1471000979624841,0.0703523648077186,0.4309851480463554,0.7836939317327943,-0.16257252753936177,-0.10299241935842225,-0.23476360635766327,0.7393876005985703,-0.03272387281715649,0.6642411989009323,0.8139115822093665,0.1964788229672799
Occipital_Inf_R,0.7273339937640745,0.2690183961940378,0.48871519833021326,0.5797018938065753,-0.31661820230432675,0.21120991156017285,0.4684389484184988,1.0,0.6513824603048363,0.5613685541713631,-0.017879992047816085,0.660198834035862,-0.004687597495157821,0.18355397853752353,-0.13109500521137005,0.44270716172459423,-0.018253630781801273,0.6591028204041628,0.4116133162703444,0.500016032016518
Temporal_Inf_R,0.3341863103014806,0.3076066037087504,0.654977012195105,0.7042763214184334,0.0564213257414038,0.08728930528221134,0.1471000979624841,0.6513824603048363,1.0,0.621300846580336,0.12522519623619469,0.38867465931642436,-0.005269861357583878,0.5226067092255415,0.26404138764484625,0.3869973935114927,0.3174590392898631,0.4816042919014995,0.019244619648021013,0.46889167647607183
Vermis_8,0.3533633756103805,0.08915150230389192,0.5413474784185631,0.44569692898649116,-0.016846894773895282,0.03186525711046464,0.0703523648077186,0.5613685541713631,0.621300846580336,1.0,0.045268262870281774,0.3034713606828009,0.004073494930824516,0.695102229545959,-0.028766517958518045,0.17552307168065093,0.04472139781347719,0.41093536740984404,0.019643592451596595,0.46059602705724517
