,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
SN_pc_R,1.0,0.052110504591036846,0.04540841267620955,0.07862805049559918,0.01998536286241621,0.14614895670668532,-0.041380970345426024,0.09051386715048627,0.04643110620542644,0.0006552549022952832,0.04421364378523906,0.13684664433799126,0.29873970815998974,-0.012168032736084545,0.12642316536522685,0.08252889482994615,0.06395984881798299,0.04729675700976377,0.22728369606193496,-0.025089285089906727,-0.11537274548438876,-0.0925879436402886,0.04566821079660482,-0.035458093861634433,0.09922285708822055,0.05530516744303351,0.058416913948350774,-0.06976363455785062,-0.023148378510536603,-0.13240805074313186
Thal_MDl_L,0.052110504591036846,1.0,-0.3694684210940368,0.013792491352531333,0.5436978408807142,0.1843979146631423,0.3676983295861745,0.5677961693517118,0.20871995826309026,0.33015507286085494,0.3680277144500941,-0.2891301845519667,0.31282242039124475,-0.0396703691372469,0.5786263367794664,-0.32321050230824533,0.33730098352124155,-0.06678300155003376,0.016723269522842674,-0.20872710724354748,0.46653783490072315,-0.3821882001007267,0.5323987305877116,-0.29229848910339823,0.3624686500048291,-0.21882683014161713,0.17485858865966503,-0.17434821022947625,-0.08833305246977255,0.026639100509881955
OFCpost_R,0.04540841267620955,-0.3694684210940368,1.0,0.6114559427300696,-0.2433024851282668,0.36293971867159697,-0.1463841327861521,-0.5035593907367278,0.0872543672267804,0.3853233644811956,-0.4651366701806167,0.647107950395896,0.2152677185189517,0.4995152741631225,-0.5526252343059684,0.5985030844614391,0.1559855586178014,0.5788672766803908,0.06017368830206619,0.5219638514802891,-0.4565858833801035,0.7622989092755826,0.01307056493923928,0.5384779375009091,-0.37254585536455376,0.7499903274573628,0.3447011499436656,0.4247543146683929,0.4937647653404242,0.4200831129965064
Temporal_Sup_R,0.07862805049559918,0.013792491352531333,0.6114559427300696,1.0,0.029748886967160056,0.6950037738481502,0.21454203625661,-0.009916039750634256,0.6793304258443345,0.4683251876735683,-0.03238615276392382,0.4013628954405632,0.44860684929417255,0.6044633197476261,-0.10392178664772037,0.4434923736444101,0.21939075551191078,0.4179125323370887,0.0885249432991568,0.4256501997202623,-0.041906672106663635,0.6054121702992192,0.20438820689721623,0.38346308667862816,0.03990301803534319,0.6557681706300571,0.5513898713487836,0.3818638951073039,0.5636504460811776,0.6557153802450596
OFClat_L,0.01998536286241621,0.5436978408807142,-0.2433024851282668,0.029748886967160056,1.0,0.025644161747778973,0.13236072895225406,0.6462262107039122,0.2932913798643235,0.22277998785546713,0.38663651435729124,-0.5013229259298783,0.17560261970168786,-0.0615099549110843,0.701792685972416,-0.542714878903957,0.41440969877987266,0.12366527928841801,0.11228626846881169,-0.4194610098235597,0.5378962434101802,-0.49469814309781546,0.7116717133865299,-0.4895574621386812,0.4576345426595901,-0.4233599819516942,0.16580914406310404,-0.41306918500990797,-0.3216338393855682,-0.07872067352379748
Heschl_R,0.14614895670668532,0.1843979146631423,0.36293971867159697,0.6950037738481502,0.025644161747778973,1.0,0.4222312046568342,0.027496187788770526,0.40807875659041165,0.33215971661731153,-0.03513957230331324,0.40674654607337907,0.36262323230841814,0.6225201531643647,-0.020350513973277355,0.4272499772195679,0.2664303521330693,0.025559775594848743,0.1647398979959993,0.5355898721557305,0.06342346507623663,0.35988762326086293,0.09176214800979869,0.4972863117562479,-0.015256176297274512,0.5357846138434464,0.5815953103680873,0.5051166135687325,0.643465521554491,0.6202386753026891
Cuneus_L,-0.041380970345426024,0.3676983295861745,-0.1463841327861521,0.21454203625661,0.13236072895225406,0.4222312046568342,1.0,0.3682891896558849,0.27989933996616795,-0.046194184120336344,0.5431111999504619,-0.14410831638494626,0.13137583722746407,0.24101165175282846,0.30386690857075627,-0.09168563481779435,0.09551987008928972,-0.2822722596250013,0.006659242977352439,0.1266364973203888,0.3890474141118475,-0.06056220366689916,0.0886390160702976,0.1989805379806359,0.2710284819764149,-0.044038033359276876,0.124676543829957,0.4660496690323162,0.48671127280403925,0.3193625845430327
Occipital_Inf_R,0.09051386715048627,0.5677961693517118,-0.5035593907367278,-0.009916039750634256,0.6462262107039122,0.027496187788770526,0.3682891896558849,1.0,0.3932305424357988,0.024630851826099958,0.635273046906199,-0.6670141474465625,0.2561989946453652,-0.22263102961385836,0.9143571380912369,-0.658625536654364,0.17574437925850483,-0.18839361611100905,0.030104217415362493,-0.527248511743557,0.6168923895135124,-0.6835754683853918,0.4046275125838136,-0.5609907676924222,0.6233092765097435,-0.5768807116273571,0.02015167299511924,-0.36548058187633753,-0.2876098825381843,-0.20093538638514435
Temporal_Inf_R,0.04643110620542644,0.20871995826309026,0.0872543672267804,0.6793304258443345,0.2932913798643235,0.40807875659041165,0.27989933996616795,0.3932305424357988,1.0,0.25259570293042916,0.40878848199333806,-0.035551523536618244,0.4094984352224872,0.32397171610701536,0.33488668216552947,-0.0002463094320099651,0.1707476247857702,0.11133332797072938,0.1033096379236771,0.03975156601966973,0.317244030888642,0.1610537947924327,0.2791982508018796,-0.026921930713428084,0.49878786836650985,0.17874213753895943,0.42419491307881396,0.07221676810166441,0.24663894470705716,0.3991125241758367
SN_pr_L,0.0006552549022952832,0.33015507286085494,0.3853233644811956,0.4683251876735683,0.22277998785546713,0.33215971661731153,-0.046194184120336344,0.024630851826099958,0.25259570293042916,1.0,-0.14975927076078388,0.17875523969826823,0.26829685045948587,0.19365268931188426,0.02279454732192267,0.2667181903013676,0.5608145855485893,0.5378929585903908,0.10900602961949178,0.20206596679556368,0.13511276848128057,0.3004684793107757,0.5481032553433359,0.1313907027749847,-0.02740702467842917,0.454309468137593,0.496162413399013,-0.008792573009992814,0.15021733208352267,0.26162455534172724
