,SN_pr_R,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_R,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
Vermis_8,0.27787344904607414,0.06323947769980512,0.5295331814292502,0.5218517563833492,0.41820911979949454,0.48972233291665745,0.09534259521270425,0.18343100964570933,0.5853385478947944,0.4246751841546603,1.0,0.09942721310266331,0.2627085450649889,-0.0460752934993259,0.5366376587770497,0.0899126084376514,0.504300675279506,0.5351327089636047,0.36260507216041454,0.0919203032612314,0.34384710906501825,0.43112564063742825,0.40701273357620527,0.03943949872516058,0.7455835250510512,0.5658926861609268,0.5407195699269202,-0.03325168029342123,0.19501017755956515,-0.1130788194200769,0.6775523516145802,0.1903434336418746,-0.03985845650330236,0.5337795074156357,0.18400568554849156
Thal_AV_R,-0.21230661222763458,0.60329723829822,0.4236576064397324,0.31514750173814815,0.11659302402774961,0.30833194155835136,0.41303934529436,0.12415543023875177,-0.03932841109317027,0.43693551473004805,0.09942721310266331,1.0,0.35439020129262544,0.43975862501077984,0.13581894604124126,0.09038258630359454,0.3574911662964837,0.1207935091547107,0.3489872230711747,0.6948406843123376,0.13868105251352766,0.02429811882118926,0.4335083869471016,0.7022414417191344,0.06450146971247916,0.13735773329886924,0.04288428968436718,0.24866922936960598,0.47879420687844293,0.6259316409463123,0.1273948392281755,0.4001219673490404,0.27436845386782416,-0.08097419786985546,0.6525578435617805
Thal_MGN_L,-0.07198482054363647,0.6634891267743549,0.4531660124894796,0.47892790669785523,0.1741787403457194,0.2144910541307812,0.41756786729919904,0.07948933971029526,0.22318129325765018,0.4808672198194592,0.2627085450649889,0.35439020129262544,1.0,0.5793905105021938,0.13757942353581418,0.0546319431807837,0.47726012257762707,0.3077352360566047,0.559322755710772,0.5209738678767413,0.18014467336946438,0.32393484660094657,0.32921438464567343,0.5581073001580463,0.24044298812809406,0.42907849359223166,0.02890915956096828,0.20912724818791278,0.5793997090553766,0.49204131365794307,0.4874400436858594,0.3945220804628027,0.2545556052445986,0.1339154846680829,0.5063595081466267
Paracentral_Lobule_R,-0.26147759749155175,0.6534693588765227,0.29847822130915697,0.23313643167575634,0.03855308650920193,-0.02943932478268813,0.3565043477246983,-0.04269207399434509,-0.17935129706799077,0.35970156829085537,-0.0460752934993259,0.43975862501077984,0.5793905105021938,1.0,0.016196703835308926,0.03629235574642667,0.19460669370327116,-0.02295597194395449,0.2966271787271631,0.6192882634796798,0.10625109625056522,0.1123141061200348,0.10545960166400382,0.5250031932019305,0.004733431744124439,0.08634982686346318,-0.14841296183025016,0.18365184492420863,0.5209717563911861,0.6922658658246443,0.25109128343783893,0.18349580312586447,0.17049561715873707,-0.13873562496843972,0.7092745930903547
Vermis_9,0.6554033111651038,-0.15078701672999112,0.6011386781023594,0.720606361998514,0.6868620764786241,0.67573783226974,0.18798335731054946,0.09137722203800706,0.5412345017871887,0.03612689517123357,0.5366376587770497,0.13581894604124126,0.13757942353581418,0.016196703835308926,1.0,0.5692367361955708,0.653807157526445,0.7302464291826501,0.506699973090602,0.08028477896744964,0.22450332665798012,0.650505667739293,0.6147854779928474,0.11359313686446451,0.2960319021093025,0.7329583635630077,0.5377309888762666,0.07909902200590715,0.5448744956414856,-0.10426154556335525,0.5934558767543795,0.33619752584712576,0.07247293055645714,0.6562305509271253,0.2271410810074158
Amygdala_R,0.5654912632564466,-0.2296419926674887,0.48870188194945496,0.5084836864001372,0.5989912925276875,0.4549266615958099,0.09764206885824528,-0.15727806655899262,0.15530542438356476,-0.14532277712509428,0.0899126084376514,0.09038258630359454,0.0546319431807837,0.03629235574642667,0.5692367361955708,1.0,0.3975961881492013,0.5645335192939942,0.38392423954894195,0.016441495592025672,-0.10493241568921828,0.47632296303064187,0.3099738652759627,-0.030051926540188307,-0.06980545404609056,0.5277341476902032,0.18773881371100393,0.028154799061604504,0.4142282922333351,-0.13465924527265263,0.13216213652689496,0.0819963645784178,0.04622732311756811,0.5515555990019103,0.09686804902571702
Temporal_Sup_L,0.33065831650863486,0.21256600957723454,0.7663595389123009,0.7485846365121742,0.6450346826407588,0.6300398139654453,0.18046707535340267,-0.1051482718057827,0.4231491284564929,0.3713406640013089,0.504300675279506,0.3574911662964837,0.47726012257762707,0.19460669370327116,0.653807157526445,0.3975961881492013,1.0,0.7415198630338122,0.7137790872464588,0.3937367539117408,0.33286330363368055,0.5691267838845736,0.7770605105732882,0.5163689847650428,0.39863630388991333,0.70026531593501,0.501868713422605,0.01653146709241744,0.6910880429982131,0.18847771516449613,0.5338625770553109,0.5628208376560307,-0.07004736331582483,0.6196538761435282,0.379543770819868
ACC_sup_L,0.5897530495207889,-0.021119034791185015,0.7229429941311034,0.7062370135093496,0.776507202898916,0.7652356469244903,0.08344052836682188,-0.03940459072549498,0.4833314329680669,0.15314555072195243,0.5351327089636047,0.1207935091547107,0.3077352360566047,-0.02295597194395449,0.7302464291826501,0.5645335192939942,0.7415198630338122,1.0,0.6641224410148402,0.07455100000156405,0.17965621354834674,0.6615951959092548,0.6011464970186045,0.1384570562166865,0.2909799031699981,0.8114185268474374,0.47947811202174384,0.07236967779724783,0.45283742029605145,-0.05959789768444753,0.47222206690593466,0.3237397985313266,0.020037002723237926,0.6982653025797666,0.10543853982657127
Thal_MDm_L,0.3526213203730334,0.33380004905603583,0.7382919239236307,0.618084757090068,0.566033884714852,0.5475614608501116,0.24680748445996603,-0.055268169881958325,0.3085786112024507,0.3518640207284234,0.36260507216041454,0.3489872230711747,0.559322755710772,0.2966271787271631,0.506699973090602,0.38392423954894195,0.7137790872464588,0.6641224410148402,1.0,0.295963849045571,0.12260521463476733,0.4877590137698009,0.5882176096712944,0.3973544377410141,0.29516797497238234,0.6400007983519896,0.42609119197825,0.10283512747624526,0.6294887057468138,0.28886850281068166,0.4561705053115753,0.4389568628479052,0.07713765040316772,0.5106816635734285,0.40672812819516696
Precentral_L,-0.38060340075324933,0.7108393162479022,0.3495497010912816,0.16833130824511605,0.0028117076742380045,0.06567919286826618,0.2947072268183552,0.0550667373418977,-0.08761787254776356,0.41024812159332935,0.0919203032612314,0.6948406843123376,0.5209738678767413,0.6192882634796798,0.08028477896744964,0.016441495592025672,0.3937367539117408,0.07455100000156405,0.295963849045571,1.0,0.07888778841269775,-0.08411731185353628,0.3854245239482379,0.8801727847251617,0.09085154661031017,0.004672905809712503,-0.1551463448980091,0.1134020506372216,0.4403423058939703,0.5427533368428409,0.17417247934371435,0.33853727868963357,0.12317621711487986,-0.12431163263477388,0.7840012521565566
LC_R,-0.04445451998550368,0.12244151433202105,0.1259164937754685,0.3431856319543051,0.10345365973468569,0.3063296116768147,0.07831082574705499,-0.035050335984202576,0.2161937058409075,0.4287460824621163,0.34384710906501825,0.13868105251352766,0.18014467336946438,0.10625109625056522,0.22450332665798012,-0.10493241568921828,0.33286330363368055,0.17965621354834674,0.12260521463476733,0.07888778841269775,1.0,0.25609805180251927,0.21952460228537565,0.18714413102052638,0.4843800370179478,0.2294962869409511,0.3650881979339705,0.04805500985822268,0.30751242733149237,0.23839429234263007,0.2906570101803037,0.1850841734375782,-0.029611257546293113,0.013788724691396474,0.12718998835234296
Frontal_Inf_Orb_2_R,0.6596633799437662,-0.06782473206839316,0.6229138847221595,0.7934183719096293,0.7031728165945881,0.5669018669459492,0.4455891364689176,0.2545045125527205,0.7022892749762425,0.09261763982010442,0.43112564063742825,0.02429811882118926,0.32393484660094657,0.1123141061200348,0.650505667739293,0.47632296303064187,0.5691267838845736,0.6615951959092548,0.4877590137698009,-0.08411731185353628,0.25609805180251927,1.0,0.5815462058559374,0.053582932291786636,0.20181737040191478,0.8227443504897002,0.6553482288044373,0.2756718159927849,0.5864900551852653,0.030167264335368055,0.460883961698308,0.335494157149786,0.3252272457466387,0.5014058686925492,0.09708010155454955
Insula_L,0.36111983428780814,0.14654218963710955,0.6680111633538276,0.6405922015684964,0.5755528369938728,0.4529314598483462,0.2793490480437416,0.11777715313299057,0.5116727742983623,0.26090651689567645,0.40701273357620527,0.4335083869471016,0.32921438464567343,0.10545960166400382,0.6147854779928474,0.3099738652759627,0.7770605105732882,0.6011464970186045,0.5882176096712944,0.3854245239482379,0.21952460228537565,0.5815462058559374,1.0,0.5234789252623453,0.1896235144477861,0.5439859498026801,0.5127329414216124,0.07680263159805685,0.5782616449036126,0.17381903233304577,0.3178646081412245,0.5071942419449624,0.06097884025996548,0.46569413039000285,0.4097776901433513
Postcentral_L,-0.3046699737856868,0.7122146414187942,0.37896360836925247,0.27053959109328574,0.04953634949205206,0.17819133829113865,0.4813132207744035,0.18618867799194488,0.06569394160801516,0.47607399732750366,0.03943949872516058,0.7022414417191344,0.5581073001580463,0.5250031932019305,0.11359313686446451,-0.030051926540188307,0.5163689847650428,0.1384570562166865,0.3973544377410141,0.8801727847251617,0.18714413102052638,0.053582932291786636,0.5234789252623453,1.0,0.09947117248750614,0.12124028373744597,0.03904028097475935,0.25315522528701384,0.5986376497103938,0.6460455922289763,0.19769296594658697,0.4694511287196849,0.300363133437686,-0.1609986218700223,0.656276845093386
Vermis_7,0.03142194978483447,0.15226051044843206,0.31173270122413455,0.39180931537440394,0.10160153728672582,0.38478661745199855,0.08217978135755769,0.10968199188882755,0.40725032531264266,0.5606796058477357,0.7455835250510512,0.06450146971247916,0.24044298812809406,0.004733431744124439,0.2960319021093025,-0.06980545404609056,0.39863630388991333,0.2909799031699981,0.29516797497238234,0.09085154661031017,0.4843800370179478,0.20181737040191478,0.1896235144477861,0.09947117248750614,1.0,0.3155232667039988,0.48415024065122764,-0.09721555704034546,0.25207455104972815,0.07265722699276683,0.6489130719406522,0.14901597167438652,-0.0650675267635929,0.32329992684410824,0.20005344014225968
Hippocampus_R,0.6552139578003036,0.03721616918354871,0.7386847667542069,0.8410818946964722,0.7693991876176179,0.7979570948523671,0.3897857129905302,0.1550370208621757,0.6070927655383168,0.14707437541094195,0.5658926861609268,0.13735773329886924,0.42907849359223166,0.08634982686346318,0.7329583635630077,0.5277341476902032,0.70026531593501,0.8114185268474374,0.6400007983519896,0.004672905809712503,0.2294962869409511,0.8227443504897002,0.5439859498026801,0.12124028373744597,0.3155232667039988,1.0,0.5833830743791941,0.2885531431339819,0.6128915480070426,0.051211493446013216,0.6155268007782067,0.360511581462122,0.2784624362481798,0.6615588669493189,0.13982228842186759
Cerebellum_10_R,0.5044273678902889,-0.11664381497330531,0.4566012814271178,0.6268135071808943,0.46385511866207796,0.57031698343193,0.37117800263014117,0.4093911351955433,0.7764936249982581,0.3188831184750439,0.5407195699269202,0.04288428968436718,0.02890915956096828,-0.14841296183025016,0.5377309888762666,0.18773881371100393,0.501868713422605,0.47947811202174384,0.42609119197825,-0.1551463448980091,0.3650881979339705,0.6553482288044373,0.5127329414216124,0.03904028097475935,0.48415024065122764,0.5833830743791941,1.0,0.1872743442899416,0.4509298514454985,0.007687397465642958,0.4323306629878583,0.2549870903449252,0.2669705691491827,0.3942035667333262,0.03935334179906787
Parietal_Sup_L,0.17174189033664636,0.2599754873993448,0.15821413787840202,0.20811203061140168,0.11038109996526829,0.3014220154676789,0.6450224936738608,0.5470599987836123,0.23849417326908154,0.007077580126919566,-0.03325168029342123,0.24866922936960598,0.20912724818791278,0.18365184492420863,0.07909902200590715,0.028154799061604504,0.01653146709241744,0.07236967779724783,0.10283512747624526,0.1134020506372216,0.04805500985822268,0.2756718159927849,0.07680263159805685,0.25315522528701384,-0.09721555704034546,0.2885531431339819,0.1872743442899416,1.0,0.26670522270151437,0.2975643027478801,0.043155966019187704,0.08406701694266895,0.6896222547615353,-0.16971601671809186,0.13960059117355808
Precuneus_L,0.22495890308525718,0.3643595066397462,0.5848720511705544,0.7969239079083101,0.43597133458553516,0.5158163996323472,0.6055141402705354,0.16864329302196598,0.42562698747565314,0.4018941633788456,0.19501017755956515,0.47879420687844293,0.5793997090553766,0.5209717563911861,0.5448744956414856,0.4142282922333351,0.6910880429982131,0.45283742029605145,0.6294887057468138,0.4403423058939703,0.30751242733149237,0.5864900551852653,0.5782616449036126,0.5986376497103938,0.25207455104972815,0.6128915480070426,0.4509298514454985,0.26670522270151437,1.0,0.5523602663886754,0.5359381860946845,0.5007120525625273,0.36673456271681,0.28914079504978346,0.5954027598369876
SupraMarginal_R,-0.3649350549964068,0.7077700566333552,0.2539107879001437,0.25018488784750037,-0.04354374774488548,0.13429487148444585,0.4778826699517486,0.09209646440892397,-0.1134157722524403,0.4781329272496602,-0.1130788194200769,0.6259316409463123,0.49204131365794307,0.6922658658246443,-0.10426154556335525,-0.13465924527265263,0.18847771516449613,-0.05959789768444753,0.28886850281068166,0.5427533368428409,0.23839429234263007,0.030167264335368055,0.17381903233304577,0.6460455922289763,0.07265722699276683,0.051211493446013216,0.007687397465642958,0.2975643027478801,0.5523602663886754,1.0,0.16417762870175842,0.2903048783811124,0.36668933924514235,-0.3082759670017525,0.590806932767115
Vermis_6,0.22797875018366456,0.20973107450283704,0.5189837292632032,0.6135365774267953,0.32541498865887997,0.4909211354814083,0.2706772180550452,0.1361194995454902,0.4956729836573325,0.44492297116236734,0.6775523516145802,0.1273948392281755,0.4874400436858594,0.25109128343783893,0.5934558767543795,0.13216213652689496,0.5338625770553109,0.47222206690593466,0.4561705053115753,0.17417247934371435,0.2906570101803037,0.460883961698308,0.3178646081412245,0.19769296594658697,0.6489130719406522,0.6155268007782067,0.4323306629878583,0.043155966019187704,0.5359381860946845,0.16417762870175842,1.0,0.326370443671402,0.11203391176721966,0.43529731548045386,0.31265257371928623
Thal_PuL_L,0.11521877958293396,0.29932618590822535,0.40402970528587784,0.41366973918989614,0.2545256048818806,0.3458225895648175,0.2734908544851835,0.09278709354484388,0.27162281601032456,0.2767175858390413,0.1903434336418746,0.4001219673490404,0.3945220804628027,0.18349580312586447,0.33619752584712576,0.0819963645784178,0.5628208376560307,0.3237397985313266,0.4389568628479052,0.33853727868963357,0.1850841734375782,0.335494157149786,0.5071942419449624,0.4694511287196849,0.14901597167438652,0.360511581462122,0.2549870903449252,0.08406701694266895,0.5007120525625273,0.2903048783811124,0.326370443671402,1.0,0.1352985109310786,0.18986055117327724,0.24550197565006782
Occipital_Sup_R,0.13061929715672613,0.30949851369211495,0.1313016246115595,0.28306530809140673,0.016174856974223255,0.29612329240926477,0.8788820827712934,0.8185013383974505,0.4167532137263272,0.10528244263389228,-0.03985845650330236,0.27436845386782416,0.2545556052445986,0.17049561715873707,0.07247293055645714,0.04622732311756811,-0.07004736331582483,0.020037002723237926,0.07713765040316772,0.12317621711487986,-0.029611257546293113,0.3252272457466387,0.06097884025996548,0.300363133437686,-0.0650675267635929,0.2784624362481798,0.2669705691491827,0.6896222547615353,0.36673456271681,0.36668933924514235,0.11203391176721966,0.1352985109310786,1.0,-0.2972942453552441,0.09812984287060228
ParaHippocampal_L,0.618117892625266,-0.26515382971753954,0.5983779388529242,0.5905923426560309,0.6386197666401777,0.5176314441241628,-0.1573884843757452,-0.25503612973395856,0.36283129158405225,-0.01628137781527215,0.5337795074156357,-0.08097419786985546,0.1339154846680829,-0.13873562496843972,0.6562305509271253,0.5515555990019103,0.6196538761435282,0.6982653025797666,0.5106816635734285,-0.12431163263477388,0.013788724691396474,0.5014058686925492,0.46569413039000285,-0.1609986218700223,0.32329992684410824,0.6615588669493189,0.3942035667333262,-0.16971601671809186,0.28914079504978346,-0.3082759670017525,0.43529731548045386,0.18986055117327724,-0.2972942453552441,1.0,0.07535690611685758
Supp_Motor_Area_L,-0.19127097893070316,0.618881578364235,0.44517507233860093,0.39139936606187503,0.10453613534666747,0.1376953455086014,0.3528625040518851,0.04540683923083677,0.030843532771205412,0.4023114923436078,0.18400568554849156,0.6525578435617805,0.5063595081466267,0.7092745930903547,0.2271410810074158,0.09686804902571702,0.379543770819868,0.10543853982657127,0.40672812819516696,0.7840012521565566,0.12718998835234296,0.09708010155454955,0.4097776901433513,0.656276845093386,0.20005344014225968,0.13982228842186759,0.03935334179906787,0.13960059117355808,0.5954027598369876,0.590806932767115,0.31265257371928623,0.24550197565006782,0.09812984287060228,0.07535690611685758,1.0
