,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Frontal_Sup_2_L
SN_pc_L,1.0,0.18135763335096014,0.09259113741904668,0.2805591970390596,0.007203555442526527,-0.05189661389696645,-0.03807028400624069,-0.08242673298788951,0.0119084707011926,0.3806100258339763,-0.1946706137813561,-0.2397027084130973,0.1455190247036597,0.10452288691501219,-0.020148254824337124,-0.03908846258957297,0.004026436783548475,-0.21010669651076677,0.01411200259083469,0.21797810381926397,-0.021241498129357064,0.14262468325010816,-0.04461868624313889,0.23589387208859242,-0.2628238018427702,0.011673893055695606,0.27688574335308097,0.0551302695812723,0.11922028301364355,0.02162362522852089,0.09297590131872724,0.009117376912424981,-0.16076190818209352,-0.21399592262346262,0.1504506264828392,0.2424147014870229,-0.043847021904179106,0.07686018125696882,-0.01000978206639346,0.12685626248240936
Thal_MDm_R,0.18135763335096014,1.0,0.549652543166183,0.45777034953536844,-0.27770711536585907,-0.4267929906926329,0.08861566083059562,0.19044197227688775,0.4209488839774803,0.15780961347997188,0.3953800559412075,-0.059231905526729876,0.3784211165366304,0.4853630946838373,0.4834346831445198,0.06536915565690733,-0.18479298256480395,0.35460641273462784,-0.16659121937340957,0.39073697493881054,-0.4863232165975805,0.6407545338291408,0.36346123111909034,0.1941762498271249,0.20147162744146116,0.3365876565942099,0.39159563813385084,0.04506905177613047,0.4158116268707362,-0.2921963916554033,0.29576397435289054,-0.09032344894862342,-0.22796394697849184,0.16262641306247078,0.4398739986475235,0.5319675682496441,0.25859879020063914,0.20181831199556227,-0.3527095156230854,0.05765118452045604
OFCpost_R,0.09259113741904668,0.549652543166183,1.0,0.21453897565699598,-0.4812945627766251,-0.35253414162637936,-0.0030172766721496373,0.126879272914481,0.030174615153497935,0.18509021090350142,0.2307472337435441,-0.22850099766536575,0.4080569189665197,0.5602315058498963,0.30583572067558135,-0.20424549061632857,-0.23287926775890827,0.44316148269813976,-0.19030105785393828,0.543505103497261,-0.4234734658271144,0.690476524466992,0.2888348095429497,0.45991158664831794,0.06870623229225331,0.07850415260838521,0.31044828318313555,0.35028184880655816,0.4676622782063918,-0.2574425153110746,-0.1999687870164378,-0.163203899019834,-0.11803664871964897,0.39282418714748596,0.44454865293675794,0.5798441232968928,-0.13556526226616064,0.31126688017255383,-0.48026767405576476,0.10257004341391851
Temporal_Sup_R,0.2805591970390596,0.45777034953536844,0.21453897565699598,1.0,-0.12347479911753508,-0.44962968289846506,0.14867951169676197,0.11974679708189735,0.6571786795931908,0.5045788773015585,0.028409744098703532,0.10147120705914234,0.06446505598137765,0.14473426969954517,0.18510998392442982,0.5027075738702341,0.009012344598638013,0.25541402396227963,-0.17062463591893626,-0.059355633112130476,-0.35408487826457935,0.1935133568068449,0.3406133063225766,0.0018874979490524826,-0.04519011711086221,0.5602432795486963,0.17916033288186003,0.12367804440013554,0.3820215671322182,-0.11379995564090792,0.1973550196696099,0.25415325045173603,0.09333940335863802,0.2726849498709639,-0.008897549525629215,0.4972020046407276,0.6301063806142773,0.02812665540612205,-0.3066999518142514,-0.2851906896483134
OFClat_L,0.007203555442526527,-0.27770711536585907,-0.4812945627766251,-0.12347479911753508,1.0,0.1914700660963567,-0.2794619070807257,-0.35817060916123006,-0.18321485818138725,-0.02074578578762341,-0.3954831715247999,0.012904844453795838,-0.022353702494619113,-0.6341509117456609,-0.4490583181369177,0.09140353783877436,0.5655871329247951,0.04828114264228352,0.18492337578814527,-0.44118538200975427,-0.08525287411633904,-0.49106893988550704,0.02858110811522259,-0.286116166532463,-0.4246570675782095,0.20303218852464025,0.07926598207522836,-0.3605136641245663,-0.5651271029843791,-0.04023493700016391,0.08323457571067451,0.4106264412478125,-0.3024841730484004,0.021611919650090183,-0.41900551744556636,-0.16908086881008666,-0.24050329374907037,0.2521727247355429,0.4832119759393722,0.13237632094643562
Heschl_R,-0.05189661389696645,-0.4267929906926329,-0.35253414162637936,-0.44962968289846506,0.1914700660963567,1.0,0.025620024602461888,-0.10123972404731522,-0.6519539751118786,-0.2377701575827624,-0.2542608271919835,-0.21594932202273967,-0.13026513737406334,-0.022708443521479483,-0.3165749799360471,-0.4388885588545231,0.1722872578047952,-0.3272183744709695,0.03497500679236761,-0.005103646743339409,0.4832841586335391,-0.3088613406433068,-0.191721535804842,0.029619034079097713,-0.07991974209072188,-0.40849306562916693,-0.19779978357493436,0.06441267045721248,-0.06414406480668676,0.6537785750738355,0.022672515021546897,-0.33935973222572796,0.2527902552595619,-0.17793559555948926,0.08906759720099568,-0.37512248770958423,-0.32037017381598465,0.04647781057493041,0.5756656533856069,0.3182205766511951
Cuneus_L,-0.03807028400624069,0.08861566083059562,-0.0030172766721496373,0.14867951169676197,-0.2794619070807257,0.025620024602461888,1.0,0.48974873401624014,0.3415558623704643,-0.37914139133287644,0.3239016466801322,0.2700292648221895,-0.2854108450531203,0.5104466514567271,0.39729468172292465,0.12086363769746238,-0.30000828668690016,-0.2385074702426749,-0.0523484681203725,0.18337320449089986,0.3790073292889355,0.1533696120504824,-0.08628342189463145,0.19889677316216495,0.3013570745696559,-0.11898805107126911,-0.43506960450538085,0.5724929707225567,0.5971211722077845,0.28170576131975067,0.2617838111580931,-0.15085494656675916,0.8080968299093053,-0.27982648373769803,0.21468600103329644,-0.184350246789717,0.5273672643950983,-0.2122231556053786,-0.2900676945449267,-0.2784666140686381
Occipital_Inf_R,-0.08242673298788951,0.19044197227688775,0.126879272914481,0.11974679708189735,-0.35817060916123006,-0.10123972404731522,0.48974873401624014,1.0,0.3669235333834949,-0.10845777518778417,0.5651447108964838,0.12115196043326351,-0.17166696236179116,0.4208461705054727,0.6093871830749874,0.1361316667322394,-0.3403716532695184,-0.22508432084532656,-0.04238791829546029,0.2803411328571223,0.3821164113977348,0.36355290723441086,-0.004652449314671622,0.05536114984030847,0.6404921661038333,-0.1944591016009193,-0.3219914799343315,0.2313280297035745,0.40788854182717527,0.10273272671771234,0.18763761292539655,-0.34351068734586526,0.48463408958897347,-0.10060827641410677,0.3999847902698638,-0.06795383491823463,0.5695703007715299,-0.09633514235128544,-0.3110418616343429,0.040466586640426724
Temporal_Inf_R,0.0119084707011926,0.4209488839774803,0.030174615153497935,0.6571786795931908,-0.18321485818138725,-0.6519539751118786,0.3415558623704643,0.3669235333834949,1.0,0.14420848966274258,0.42718634240457865,0.28899269104882486,-0.08336880168215027,0.11576723821011167,0.5048557170318636,0.6132009297131753,-0.18513370828338457,0.06027517537629243,-0.10100093756196019,0.0157918805523689,-0.16754138660656895,0.26900193645910325,0.18046283847161515,-0.0672166285740196,0.36185005653920127,0.4420138054814508,-0.0889963587881127,-0.04489628263556125,0.23586766203103085,-0.39420664742669026,0.3641943351553185,0.13853975199069585,0.12853986401721126,-0.03330257115726426,0.06919901370972316,0.1881674730905985,0.828950227765719,-0.18342652071111307,-0.46719272073955603,-0.35637295618229126
Red_N_R,0.3806100258339763,0.15780961347997188,0.18509021090350142,0.5045788773015585,-0.02074578578762341,-0.2377701575827624,-0.37914139133287644,-0.10845777518778417,0.14420848966274258,1.0,-0.20082507893792384,-0.005539283667857777,0.32232067518398244,-0.16397660136837702,-0.10480787437809454,0.20463703852307819,0.21986978889967088,0.17843405623579367,0.10907075929711059,-0.122475751005591,-0.2648264909350677,0.03289533343157317,0.26708558608847577,-0.05376113384066137,-0.2075815339085918,0.2895016069133649,0.2955551991253041,-0.13985851844076885,0.0041426456145070715,-0.17440596775357906,0.030405705439997804,0.27057459511176024,-0.28445705791584486,0.42611914090981834,-0.1273287597825066,0.4180738532970405,0.07430071856427814,0.06685320811116052,-0.10876330731896727,-0.058162635074168155
