,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_L,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Thal_PuI_R,Lingual_L,Red_N_L,Thal_VA_R,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_AV_R,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_IL_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus2_R,Thal_MGN_L
SN_pc_L,1.0,0.18135763335096014,0.09259113741904668,0.2805591970390596,0.007203555442526527,-0.05189661389696645,-0.03807028400624069,-0.08242673298788951,0.0119084707011926,0.3806100258339763,-0.1946706137813561,-0.2397027084130973,0.1455190247036597,0.10452288691501219,-0.020148254824337124,-0.03908846258957297,0.004026436783548475,-0.21010669651076677,0.01411200259083469,0.21797810381926397,-0.021241498129357064,0.14262468325010816,-0.04461868624313889,0.23589387208859242,-0.2628238018427702,0.011673893055695606,0.27688574335308097,0.0551302695812723,0.11922028301364355,0.02162362522852089,0.09297590131872724,0.009117376912424981,-0.16076190818209352,-0.21399592262346262,0.1504506264828392,0.2424147014870229,-0.043847021904179106,0.07686018125696882,-0.01000978206639346,0.12685626248240936,-0.22811607149700847,0.12441725877912198,0.23583026340205343,0.1617467215434037,0.27406334072903216,-0.22877141575233287,0.28486691303476297,-0.018837834310337226,-0.04245993883701899,0.04221600603339939,0.11362394871879233,0.0701987782403114,0.6381804152274044,0.030333691581248923,-0.01290672456599582,0.03126213944789121,-0.016157224869778934,0.13138338182233794,0.0663009649511061,-0.06643688045334041,-0.3336886141521676,0.5703488000012163,-0.13427521079373117,0.14833827024100119,0.20402100296362208,0.21261873256145852,-0.3786623540866915,0.25167080043664053,-0.41394252845811585,-0.015184886557621494,0.11947060237850492,-0.17042584372317957,0.32053502120383665,-0.2873167619073551,0.3041834380003911,0.5766939474344766,0.05304594058098332,0.13790741231142623,0.1421191720128001,-0.17840565873663392
Thal_MDm_R,0.18135763335096014,1.0,0.549652543166183,0.45777034953536844,-0.27770711536585907,-0.4267929906926329,0.08861566083059562,0.19044197227688775,0.4209488839774803,0.15780961347997188,0.3953800559412075,-0.059231905526729876,0.3784211165366304,0.4853630946838373,0.4834346831445198,0.06536915565690733,-0.18479298256480395,0.35460641273462784,-0.16659121937340957,0.39073697493881054,-0.4863232165975805,0.6407545338291408,0.36346123111909034,0.1941762498271249,0.20147162744146116,0.3365876565942099,0.39159563813385084,0.04506905177613047,0.4158116268707362,-0.2921963916554033,0.29576397435289054,-0.09032344894862342,-0.22796394697849184,0.16262641306247078,0.4398739986475235,0.5319675682496441,0.25859879020063914,0.20181831199556227,-0.3527095156230854,0.05765118452045604,-0.17797779057001442,-0.29289269475744784,0.5600578200481571,0.09120161483816124,0.4211283786081924,-0.2184021279160761,0.6439848040438779,-0.21273423209123732,-0.209198043726064,0.37509446289557746,0.23877872597564626,0.40575949589289056,0.21856259393608357,0.36711512916459915,0.40409915257848206,-0.12456135602538111,0.3902880404921731,0.7210465112785701,0.19261181247989306,0.6895258807905352,0.13930455321033314,0.09510482124003099,0.5004349811697324,-0.2972136418189803,0.29717441478226964,0.5178661577740848,0.12003571247999105,0.2086468897818487,0.15009841944471425,0.39305360107557724,0.4953248410142459,0.1692480792406894,0.3366342998494902,-0.2614799224163468,0.49959237560078995,0.35981301186899844,0.2809816622066129,0.4288181802205485,0.37122283033428566,0.0007578782603472936
OFCpost_R,0.09259113741904668,0.549652543166183,1.0,0.21453897565699598,-0.4812945627766251,-0.35253414162637936,-0.0030172766721496373,0.126879272914481,0.030174615153497935,0.18509021090350142,0.2307472337435441,-0.22850099766536575,0.4080569189665197,0.5602315058498963,0.30583572067558135,-0.20424549061632857,-0.23287926775890827,0.44316148269813976,-0.19030105785393828,0.543505103497261,-0.4234734658271144,0.690476524466992,0.2888348095429497,0.45991158664831794,0.06870623229225331,0.07850415260838521,0.31044828318313555,0.35028184880655816,0.4676622782063918,-0.2574425153110746,-0.1999687870164378,-0.163203899019834,-0.11803664871964897,0.39282418714748596,0.44454865293675794,0.5798441232968928,-0.13556526226616064,0.31126688017255383,-0.48026767405576476,0.10257004341391851,-0.26248394090271815,-0.4941778270153689,0.38241137644824597,-0.15209568316053076,0.15588154104188331,-0.08683234651088177,0.2825462641206906,-0.13579722556741322,0.011098705813362562,0.22949743455350574,0.2572033653232533,0.5377670341031469,0.3951359003433918,0.5235551681051669,-0.035905387838496824,-0.16608566162395355,0.03359563436815905,0.4364476455509193,0.1499766264494248,0.3767971456724567,-0.2256254217092379,0.19651536207657563,0.22316676500338078,-0.2555726230617332,0.5014068845156309,0.3273340774622268,-0.01780082759269249,-0.13567860727066028,0.2675474630214677,0.45293368773261045,0.5094814478997521,0.4914456097466202,0.19532693877244015,-0.2672852139680492,0.31388433783133973,0.3242957307581371,0.27435152123234324,0.4823258408695792,0.12172437336083156,0.037551969041775046
Temporal_Sup_R,0.2805591970390596,0.45777034953536844,0.21453897565699598,1.0,-0.12347479911753508,-0.44962968289846506,0.14867951169676197,0.11974679708189735,0.6571786795931908,0.5045788773015585,0.028409744098703532,0.10147120705914234,0.06446505598137765,0.14473426969954517,0.18510998392442982,0.5027075738702341,0.009012344598638013,0.25541402396227963,-0.17062463591893626,-0.059355633112130476,-0.35408487826457935,0.1935133568068449,0.3406133063225766,0.0018874979490524826,-0.04519011711086221,0.5602432795486963,0.17916033288186003,0.12367804440013554,0.3820215671322182,-0.11379995564090792,0.1973550196696099,0.25415325045173603,0.09333940335863802,0.2726849498709639,-0.008897549525629215,0.4972020046407276,0.6301063806142773,0.02812665540612205,-0.3066999518142514,-0.2851906896483134,-0.35536369693868686,0.1947569276362873,0.3390365778388319,0.2463149505960292,0.7218330414447962,-0.07687192102871733,0.533019763538117,-0.011735598226442533,-0.12254308545532448,0.16170972819804572,0.06516102359733841,-0.12756669939453913,0.1843889144715435,0.5193523411759651,0.37479645477549184,0.34949899331848067,0.21379456817008993,0.38024955341782457,0.13029461885298282,0.34774032532570004,-0.04174636527082204,0.32902655606734305,0.5690983567178279,0.09678235349719988,0.40755486367128363,0.3378939313943614,-0.23281846359484457,0.4338629854142084,0.2436181531240394,0.09544705230138757,0.014593536938369397,0.15471928286197467,0.1844821508810155,-0.3183303315457082,0.365279193182497,0.24879547630488663,0.6686251823140288,0.10998996574458558,0.17720958201359382,0.0784203934787794
OFClat_L,0.007203555442526527,-0.27770711536585907,-0.4812945627766251,-0.12347479911753508,1.0,0.1914700660963567,-0.2794619070807257,-0.35817060916123006,-0.18321485818138725,-0.02074578578762341,-0.3954831715247999,0.012904844453795838,-0.022353702494619113,-0.6341509117456609,-0.4490583181369177,0.09140353783877436,0.5655871329247951,0.04828114264228352,0.18492337578814527,-0.44118538200975427,-0.08525287411633904,-0.49106893988550704,0.02858110811522259,-0.286116166532463,-0.4246570675782095,0.20303218852464025,0.07926598207522836,-0.3605136641245663,-0.5651271029843791,-0.04023493700016391,0.08323457571067451,0.4106264412478125,-0.3024841730484004,0.021611919650090183,-0.41900551744556636,-0.16908086881008666,-0.24050329374907037,0.2521727247355429,0.4832119759393722,0.13237632094643562,0.17695872029966112,0.31608740720689366,-0.008784463342391708,0.33127069141126314,-0.07161030237736006,-0.2858009163656922,0.12070912936779081,0.3859654487807049,-0.24190595036484872,-0.49050814854046254,0.19310379352099993,-0.241235437082607,0.11310008832989066,-0.2538634407477206,-0.2693902411512085,0.25539029031217325,-0.37362851339803016,-0.10918739182679424,-0.3945756235111097,0.02727229609143147,-0.16870269866567014,0.08354301618728624,-0.15359772488889753,0.35166887388250856,-0.3080979541557846,-0.2961624455194251,-0.11165650843946626,0.0649689293850882,0.06444453913301697,0.08825845304536131,-0.3592547122265043,-0.4052883855599799,0.281287659834065,0.15339099485243782,0.02198019948107595,-0.3355928048310775,-0.1200749064284916,-0.4692029772048873,-0.3547893410634585,0.06215771139767467
Heschl_R,-0.05189661389696645,-0.4267929906926329,-0.35253414162637936,-0.44962968289846506,0.1914700660963567,1.0,0.025620024602461888,-0.10123972404731522,-0.6519539751118786,-0.2377701575827624,-0.2542608271919835,-0.21594932202273967,-0.13026513737406334,-0.022708443521479483,-0.3165749799360471,-0.4388885588545231,0.1722872578047952,-0.3272183744709695,0.03497500679236761,-0.005103646743339409,0.4832841586335391,-0.3088613406433068,-0.191721535804842,0.029619034079097713,-0.07991974209072188,-0.40849306562916693,-0.19779978357493436,0.06441267045721248,-0.06414406480668676,0.6537785750738355,0.022672515021546897,-0.33935973222572796,0.2527902552595619,-0.17793559555948926,0.08906759720099568,-0.37512248770958423,-0.32037017381598465,0.04647781057493041,0.5756656533856069,0.3182205766511951,0.2089147651362324,0.023941862254706677,-0.41128371406631786,-0.2250180439671812,-0.45891818877768864,0.13525323374929746,-0.4950466273205997,-0.06758463905266357,0.5724466547444412,-0.36865181297961985,-0.17077216363708392,-0.03304653189694878,-0.16481345625607152,-0.6292263829532797,-0.027738982285170192,-0.24304776988061602,-0.26458393823764303,-0.5793194515429265,0.28818474762629276,-0.47033077675169666,0.09752195898627934,-0.12343022565485158,-0.4653823635179222,0.03684658860757455,-0.45022449981258006,-0.25864006583327304,0.1018192411833998,-0.49504391883835996,-0.3139997510453138,-0.23156821506713482,-0.13359942483801412,-0.18231708733417856,-0.23252138967376484,0.2686536550073691,-0.1760970659754626,-0.06127930667334447,-0.6869313078202212,0.09155612181952827,-0.36422060988527855,0.06111928605600343
Cuneus_L,-0.03807028400624069,0.08861566083059562,-0.0030172766721496373,0.14867951169676197,-0.2794619070807257,0.025620024602461888,1.0,0.48974873401624014,0.3415558623704643,-0.37914139133287644,0.3239016466801322,0.2700292648221895,-0.2854108450531203,0.5104466514567271,0.39729468172292465,0.12086363769746238,-0.30000828668690016,-0.2385074702426749,-0.0523484681203725,0.18337320449089986,0.3790073292889355,0.1533696120504824,-0.08628342189463145,0.19889677316216495,0.3013570745696559,-0.11898805107126911,-0.43506960450538085,0.5724929707225567,0.5971211722077845,0.28170576131975067,0.2617838111580931,-0.15085494656675916,0.8080968299093053,-0.27982648373769803,0.21468600103329644,-0.184350246789717,0.5273672643950983,-0.2122231556053786,-0.2900676945449267,-0.2784666140686381,0.049092706957766886,-0.2497377124177405,-0.10321394959727725,-0.07988043638377608,0.19439829689744828,0.8515566468483762,-0.26200116165835535,-0.3082779912256593,0.45735930170712785,0.30761390608426864,-0.4490174140828528,-0.06298337779808492,-0.34327645761219056,0.06609127046017432,0.45559633261016963,-0.3474225779607744,0.2819043850894901,0.007285560330222827,0.5023750811520804,-0.2069259574992688,0.499894679588963,-0.5051947355205976,0.09108530097766676,-0.42794298127544184,-0.20524311453999966,-0.1866127632485213,0.4281717056086392,0.1586027501400446,-0.17860075608254186,-0.6398722450095778,0.09438893415169923,0.09413768525749293,-0.5208538389035113,0.273720163642771,-0.11018931914991902,0.14174350339121503,0.04961682301756993,0.34363832335295963,0.1218131611313094,-0.06194724058795438
Occipital_Inf_R,-0.08242673298788951,0.19044197227688775,0.126879272914481,0.11974679708189735,-0.35817060916123006,-0.10123972404731522,0.48974873401624014,1.0,0.3669235333834949,-0.10845777518778417,0.5651447108964838,0.12115196043326351,-0.17166696236179116,0.4208461705054727,0.6093871830749874,0.1361316667322394,-0.3403716532695184,-0.22508432084532656,-0.04238791829546029,0.2803411328571223,0.3821164113977348,0.36355290723441086,-0.004652449314671622,0.05536114984030847,0.6404921661038333,-0.1944591016009193,-0.3219914799343315,0.2313280297035745,0.40788854182717527,0.10273272671771234,0.18763761292539655,-0.34351068734586526,0.48463408958897347,-0.10060827641410677,0.3999847902698638,-0.06795383491823463,0.5695703007715299,-0.09633514235128544,-0.3110418616343429,0.040466586640426724,0.01420394164112224,-0.12348871142057935,-0.05465318339306853,-0.18759665963030708,0.21361639418629247,0.5486890264037007,-0.16286041563568326,-0.45453075988016756,0.1997474727113598,0.6477085997316914,-0.3574413419224858,0.3454527960816322,-0.3039312170571737,0.24341576020511846,0.4340765391763525,-0.44083464961287966,0.611051508436694,0.04562668626986331,0.4080004259092585,-0.10857886386864052,0.5174159299220027,-0.262478137572775,0.1016279253673171,-0.3751562404721525,-0.021681906524960083,0.1053151872830229,0.45833144272751725,-0.038797474399244,-0.21255584929445043,-0.3958742124874113,0.44227521746801934,0.3250841007163189,-0.3463712295125308,0.15016162442668118,-0.05826779855793973,0.21357579135554702,-0.03278433720698865,0.2740116083368901,0.3390121698254031,0.058491254675274246
Temporal_Inf_R,0.0119084707011926,0.4209488839774803,0.030174615153497935,0.6571786795931908,-0.18321485818138725,-0.6519539751118786,0.3415558623704643,0.3669235333834949,1.0,0.14420848966274258,0.42718634240457865,0.28899269104882486,-0.08336880168215027,0.11576723821011167,0.5048557170318636,0.6132009297131753,-0.18513370828338457,0.06027517537629243,-0.10100093756196019,0.0157918805523689,-0.16754138660656895,0.26900193645910325,0.18046283847161515,-0.0672166285740196,0.36185005653920127,0.4420138054814508,-0.0889963587881127,-0.04489628263556125,0.23586766203103085,-0.39420664742669026,0.3641943351553185,0.13853975199069585,0.12853986401721126,-0.03330257115726426,0.06919901370972316,0.1881674730905985,0.828950227765719,-0.18342652071111307,-0.46719272073955603,-0.35637295618229126,-0.15707145417723029,0.18150853170912293,0.21804118340914216,0.22470273595559426,0.6685415363976316,0.15959514907368286,0.33415785328566155,-0.15774426158705565,-0.39888418867209213,0.5628547561477006,-0.11001387531885358,-0.047347628900408174,-0.15716391139486982,0.36056751416655985,0.45510251832628723,0.11717203593239836,0.6029785590948087,0.41104062000537955,-0.03012061316521717,0.3263057758652469,0.41116856725457473,-0.08440662544974377,0.5094190863263838,-0.14390292784941,0.22153278864436327,0.18024242328243908,0.17311301559806053,0.5046397266987447,0.08333221904582795,-0.16587475807962057,0.12627138287240108,0.057649434433341744,-0.02415584224868547,-0.08245810343906936,0.16233524389482085,0.11583840261940345,0.593124117239326,0.039962581630985636,0.5204006704716834,0.01221862659678684
Red_N_R,0.3806100258339763,0.15780961347997188,0.18509021090350142,0.5045788773015585,-0.02074578578762341,-0.2377701575827624,-0.37914139133287644,-0.10845777518778417,0.14420848966274258,1.0,-0.20082507893792384,-0.005539283667857777,0.32232067518398244,-0.16397660136837702,-0.10480787437809454,0.20463703852307819,0.21986978889967088,0.17843405623579367,0.10907075929711059,-0.122475751005591,-0.2648264909350677,0.03289533343157317,0.26708558608847577,-0.05376113384066137,-0.2075815339085918,0.2895016069133649,0.2955551991253041,-0.13985851844076885,0.0041426456145070715,-0.17440596775357906,0.030405705439997804,0.27057459511176024,-0.28445705791584486,0.42611914090981834,-0.1273287597825066,0.4180738532970405,0.07430071856427814,0.06685320811116052,-0.10876330731896727,-0.058162635074168155,-0.20361441748697523,0.4039199048999123,0.3711534394891452,0.20350015956543047,0.3877003622980713,-0.40837334155787447,0.48195688143194937,0.23661321251717718,-0.23591397839496742,-0.06431599819890157,0.32016784854864916,-0.0464629507234527,0.5392680286383874,0.3317042250392042,-0.05848963939019835,0.44033014067719806,0.011206402800530646,0.26643176674071484,-0.14640522644741458,0.22059991463834874,-0.2846149317232742,0.7991171303344259,0.11969471757080574,0.3487320218679292,0.45866707530153916,0.3804957503225654,-0.3429681573660153,0.23552802496632524,0.13458060432314314,0.3054155100361836,-0.06562502409984894,0.09576405495881145,0.4086582359412786,-0.24860447966013938,0.40903642657935696,0.28274704969650305,0.3386623661548702,-0.1319780572529364,-0.03823291676280837,0.04219463290344544
