,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R,Hippocampus_L,Thal_MDm_R,Thal_PuI_L,Cuneus_R,ACC_sub_L
SN_pr_L,1.0,-0.229757757054403,0.3524756700243714,0.37220021080932064,0.13896786000148215,0.03867767685978561,-0.07804050195989887,0.005741052322312,0.46968467514835865,0.38832112814928993,0.3224197369323337,0.1445832232629641,0.3514141981238018,-0.2738878011766738,0.17838378620358167,0.2730532904279514,0.12702460229199572,0.08027480312761467,0.4190456526955966,-0.14829375012201798,0.25546205312712295,0.4577171807920432,0.3543177447855198,-0.2260079146307048,0.11981748653288461,0.6391066421083067,0.5374611469066911,0.19211622653328023,-0.17668985085385328,-0.2800183705844339,0.3967518343229732,0.2726957411561137,-0.3198790452698007,0.5478983002467606,-0.17586039157401628,0.08399963202226035,0.06115096161809908,0.4832805090777342,0.6043790887205848,0.11798164344592192,0.14128956159232464,0.371841592190748,0.2269837981773007,-0.15889781604324205,0.5350919261573973,-0.30198330514514854,0.5726202025277347,0.4293613154698177,-0.28113725809599033,0.6477200733028778,0.3202534028599448,0.2386017372236174,0.8806146062115103,0.23432879091847372,0.643833981328826,0.22923808317409491,0.3778024915938219,0.7136723224310538,-0.14881227422035256,0.17968073923525876,0.07585585484953877,0.6683069891359116,0.2593166062301294,0.6300848666485991,0.5773034945699709,0.2552998370790282,0.3750688975966656,0.10387487901690337,0.6450334241369403,0.35969524224499216,0.2749095947741809,0.08437642081711053,0.2798788830056717,0.12611395897491973,0.22833007777506742,0.26508418126055,0.45612786638458935,-0.2928031742467528,0.1071742429440718,0.4304173242022857,0.4966160451391059,0.24866971940639704,0.5209491433559532,-0.17104811882761622,-0.10002985126171618
Thal_MDl_R,-0.229757757054403,1.0,0.17087282247539376,0.4887585167639014,-0.2935663851285321,0.3372065469372505,0.35085904297527165,0.47728265650609975,0.2748157156751494,0.35345272911073455,0.21653424483827483,0.6851547500757769,0.5680012812519009,0.3157622026684154,0.44072604868654475,0.06214051128550001,0.4147026115468937,0.38288376597638246,0.5593729710621834,0.1822992624641876,0.002456442079428215,-0.030417744649024053,0.3424296485697682,0.270367370497276,0.21786287543189936,0.2580869523742711,0.09376072528722494,0.13972640316395973,0.3510887958099459,0.558394870821585,0.19854371029690798,0.2576155549726626,0.640954311234464,0.12506989743122024,0.26694909919944987,-0.06934920205436723,0.2778943852825879,0.4515212963848708,-0.11436024833559397,0.2927140489431241,0.3550437898442473,0.4437098003940841,0.2118430308755259,0.6221094440598088,0.12413295022381064,0.5300172402024894,-0.20366403790506715,0.26179039616907324,0.3240324255087601,0.27022908013853103,0.5780644234454654,0.3050783175863993,-0.22497971924838744,-0.30116713978535764,0.22681969014366843,0.06628011452274163,0.22776086515993796,0.0795664909239841,0.4438592633316546,0.30324312868421593,0.47640156843969045,-0.28810579330815833,0.2976079504644564,-0.3639844642344808,-0.33085307503284206,0.47162089934489476,0.32703884993874116,0.5186703608559967,-0.20096830328460671,-0.27767383230704595,0.35643850966213764,-0.17678855597676285,-0.19737384684408782,0.4577758518758973,0.5939500461994052,0.34102783146902255,0.24178265684626968,0.2478320791674083,0.24010480570716897,0.5734573918303713,0.37443839678578533,0.6235001210592759,0.21508295599740687,0.432366347221241,0.13321818964230886
OFCpost_R,0.3524756700243714,0.17087282247539376,1.0,0.6138191246586144,0.35945105301066904,0.5305893094019556,0.11301258181629455,0.07380163193520536,0.40365602810723644,0.5686079080582725,0.23475439405244133,0.3319903379155473,0.37633364801950286,0.02034883815930294,0.1816267814573259,0.7947063230227368,0.45865627879274445,0.3564042909102694,0.29735445326961796,0.06131282163651945,0.33073051708448337,0.34118992660286396,0.5771118328734737,-0.009740996627422841,0.11521067646087883,0.6737779897799631,0.23810456896795842,0.03725433890220184,0.08567160317637963,0.22680781794019209,0.22373768843405034,0.4880834985016967,0.03209048761539468,0.6728581094758002,0.27138298878050815,0.38395966177259777,0.14554794211340402,0.40606517681525306,0.4404567629702882,0.40795981653324553,0.3522886352694923,0.41611422221148786,0.43861195718527185,0.03667204861686024,0.5736975620774052,0.021809255640128335,0.40170145602247137,0.4462919907268727,-0.013980138288015897,0.4237764544987826,0.24059752573323415,0.4325864131549892,0.37722101920490825,0.13010583236622278,0.4817143902876019,0.5975264933255525,0.37770871144678947,0.2009178000302837,0.2890842406091976,0.12374927414789832,0.2859134543521737,0.3161923972031532,0.26473468389847676,0.22355166196316298,0.5779694466557912,0.5004876452824252,0.4746927135853707,0.3795706007577622,0.4415620793771272,0.33277377078655135,0.4086164750154492,0.4580423274119111,0.3715456217515112,0.39869635173399537,0.3470660076051057,0.33519498581422763,0.7317360935018675,0.10503303780166978,0.21515251242792194,0.22928498612644568,0.5971993632635397,0.4500554297898228,0.13821843111359192,0.17316872718357113,0.2018576922144436
Temporal_Sup_R,0.37220021080932064,0.4887585167639014,0.6138191246586144,1.0,0.10321244967992702,0.6408962238500457,0.3970606157855121,0.20733194859125523,0.5096119802772566,0.5698559708472715,0.21818470715490418,0.6521515036738645,0.6500806924563707,0.0935304786727588,0.3599787567042638,0.5329201400769883,0.7156554746626187,0.5900764164550752,0.6530005587028804,0.27151315070269477,0.3646437612626636,0.23337174474584177,0.8417731448428877,0.25944819690500004,0.20487303352032984,0.7462435326124442,0.42938657698231797,0.07927498186432762,0.31481885878807,0.4785609129796747,0.21792150294484575,0.5421308381090625,0.28062823808921944,0.5548637822078595,0.35498232300182214,0.2364044213600409,0.15735804484403726,0.6878733251746302,0.37576470224700825,0.5671594381744673,0.5720398740153934,0.7014080810469624,0.34020178252528815,0.26999238697132427,0.803234530938709,0.1348658594817593,0.4058932036762746,0.5902077063544694,0.15184042215494264,0.6754894933910219,0.5384331747700933,0.6318330627141309,0.40842077009017774,0.15730102362039652,0.6285823209146875,0.30641998135081105,0.40715522215786615,0.41134914844812454,0.507573228612552,0.20384181401576437,0.4422469626942157,0.1731864201662541,0.41837588248158847,0.17418763800371884,0.37793466430261774,0.7833555555983807,0.5605368598764741,0.6485649927933117,0.40551910455586915,0.28404952075073947,0.64747332797884,0.2019858447390822,0.2952770219038436,0.5078502657564482,0.7086412818367911,0.6282459818198722,0.7111905171606309,0.24681560397958588,0.13680007567867344,0.5116273480186343,0.7289673026123183,0.695020358005571,0.3432745707724381,0.31342893954469214,0.24934829920315874
OFClat_L,0.13896786000148215,-0.2935663851285321,0.35945105301066904,0.10321244967992702,1.0,0.3615256368058389,0.11844454703442965,-0.4870698431413819,-0.09646376579347704,0.16741463205990254,-0.12754814383918256,-0.02556351913311473,-0.31393561338252035,0.055477706337709355,-0.36885776121767805,0.458567914724016,0.13410917608278597,0.1474408474378113,-0.2283749373673745,0.17893722418836838,0.3956680198187795,0.07784886281347216,0.14550716119741366,0.1415951377277922,-0.19627747714928512,0.15954924294083295,-0.13908918780046947,-0.06981163086745426,0.17646561084509824,0.16849923443803574,-0.26804843454061905,0.15821913669440418,-0.023661027568471073,0.22869164647798337,0.35050347766588325,0.4718403782982724,-0.3089994935018372,-0.027168656564883247,0.2816217034852818,0.2678639688843445,0.15195799648007322,0.02681877075794568,0.11488663609060015,-0.5426319413015901,0.19588144726205473,-0.035059927595246294,0.28694202626321713,0.09424643101744348,0.01682492538452263,0.024759025090863744,-0.3496656034449833,0.15566422025870033,0.21458174638526867,0.09522787409811245,-0.018850574550303357,0.31033805895906724,-0.15171430681715392,-0.15305389295460267,0.2597331383118326,-0.4004689094629498,-0.20105876548162843,0.12217021657434804,-0.06760836185758125,0.36552795440398006,0.4024477733645676,0.18368869089383125,0.020592885835005632,0.14116073492229678,0.2303926216341738,0.4824205092068295,0.08420664106787386,0.5190900950169228,0.407966177462188,0.01582922561306851,0.008513163103777636,0.10840854885314806,0.1532250779718641,0.2548376415127665,-0.2337577447108666,-0.42154019365970785,0.12419925084089325,-0.12546492122167688,-0.37261264257236076,0.11488132442762458,0.06797157460109418
Heschl_R,0.03867767685978561,0.3372065469372505,0.5305893094019556,0.6408962238500457,0.3615256368058389,1.0,0.3582394779098401,-0.08410935941032761,0.07815011820298463,0.40033916041730844,-0.08014225395642409,0.4548531155091052,0.18078120586390606,0.2379149956207905,0.07053788370863116,0.6495805053221458,0.5293453308063035,0.5644854640436798,0.18123131898843234,0.37703594376554705,0.47957769432352737,0.012375643067194146,0.5741863498504253,0.32487131836701383,0.1498508460664657,0.461687851221964,0.05735053091945823,-0.2241245604250252,0.35678748431413826,0.6076152044943361,-0.03187091013071581,0.5108889478017258,0.2526385007938878,0.4649210163294838,0.5184712052964576,0.5703677324796422,-0.03748841377487362,0.375115413274919,0.2815691012190635,0.5541988650291094,0.4576508027179565,0.47075226609332216,0.29984712391705953,0.08233077878135896,0.6181648981729351,0.1713993922223547,0.38944973810466343,0.4588027937818525,0.1692159298646077,0.360390364571739,0.11131465134737874,0.5214032915068607,0.0938990112451678,0.07897467286276694,0.26747069411177893,0.24784589102245141,0.16108289808226886,-0.005065033912596657,0.6011807943374814,-0.05878316514627682,0.2942086311553816,-0.034670349485190405,0.2164628534728559,0.016348430599696113,0.18095200933702704,0.6392695550274469,0.41271029680655924,0.523796662778511,0.27557694527760485,0.4190879476957425,0.42887351353039205,0.4541515956473483,0.5169390390822226,0.2879927856558989,0.5504022947152358,0.4843500455553136,0.5036780397707055,0.33523585862463273,0.04561231946340125,0.0649089042933178,0.49551134779329364,0.3409651957419457,-0.232751372216989,0.2710449581272011,0.4244438439202456
Cuneus_L,-0.07804050195989887,0.35085904297527165,0.11301258181629455,0.3970606157855121,0.11844454703442965,0.3582394779098401,1.0,-0.2652804198658573,-0.1982599422286204,0.1641113898330405,-0.21561006944701677,0.39579111912733544,0.2112887887036927,0.3292822509824365,-0.040756170812643044,0.14329707500246017,0.3671491420669271,0.19913024115987624,0.3701604780369013,0.284516810823187,0.15001500111143962,-0.12521698331336079,0.25251874535447566,0.5964536124781095,-0.1702798365560318,0.17476626291381991,-0.10089544865021197,-0.17965160272142508,0.9295896691792269,0.6555829881165306,-0.2611763205616194,-0.1586782616166563,0.6907937543697749,-0.07125062586028362,0.4128644832483908,0.12092512578295157,-0.4694865637556894,0.3795862052089786,-0.01644179395198341,0.4742012648046368,0.2720695098525551,0.3161788971559589,-0.20844146272186587,0.22328915806395588,0.24609876971586486,0.6048770857581826,-0.05212232501656183,0.21515952878171543,0.758391903663266,0.1695775125431529,0.263500566016143,0.27362104658850694,-0.005330471761673182,0.2763128412823393,0.06989744160594126,0.06151490313639027,-0.20854999632068835,0.08000628000479539,0.5762442630785197,-0.3751513406282711,-0.01681961040392755,-0.041344795988400705,0.49435178189927464,0.014530676618222788,0.14723049344796532,0.3136470156648072,-0.013028386276882437,0.1715638970059319,-0.017119964510096716,0.13209172149637585,0.28978016517290367,0.20707974551486236,0.11207317084476001,0.1558072848380078,0.41794928155223104,0.11682598954787723,0.1084657583333892,0.738319152336123,-0.44711640643387235,0.08248700939833861,0.24271310630399096,0.4176669768205684,0.12374404686276638,0.7363616669826426,0.20974398188546037
Occipital_Inf_R,0.005741052322312,0.47728265650609975,0.07380163193520536,0.20733194859125523,-0.4870698431413819,-0.08410935941032761,-0.2652804198658573,1.0,0.6128235617329737,0.22129906996088677,0.46137301549097764,0.12340076883735861,0.5572476582284858,-0.17865430477761368,0.6916957441411068,-0.15577478383873525,0.2200419671804221,0.1701131587628291,0.31964076752697285,-0.1991288675400473,-0.40019774110003803,0.19803798378161044,0.129017096367003,-0.3032158520716545,0.6134125766369505,0.14065975030218575,0.2339357622119505,0.5063703697628733,-0.34357379048698905,-0.04424596193747859,0.6785954535083121,0.283411369316083,0.1480739921037302,0.2067805766672264,-0.20688891232818724,-0.23887214700140613,0.8494361881884629,0.18905673690017066,-0.1548877622911465,-0.01720941194345571,0.10470265175183746,0.05532501502173194,0.5673371835678834,0.6265221877033904,0.08970983925937892,-0.0690695483455765,-0.19528581971616546,0.1331499941038505,-0.19389293390237167,0.09586293407823228,0.5069354672759226,0.13938342365193135,-0.10267280572557837,-0.21179566933053726,0.2624651860156411,-0.18539279010993787,0.7017074353135293,0.15415503302153138,-0.048023933457897454,0.8347776879943413,0.6926351617157085,0.07149354173604382,0.029535337163294585,-0.2662312654016498,-0.31077686315167685,0.14380047878539456,0.5934578318432415,0.21512347814230068,-0.056505261518740274,-0.4230439951053478,0.14012974618423735,-0.33097076335991626,-0.5079075134648688,0.5373378670327691,0.12516708856891987,0.31939322722536023,0.20142211319610567,-0.35351686830054835,0.8065168640825148,0.6180222131928984,0.1340771482916801,0.3373960805852909,0.44635584279555307,-0.1807059857126856,0.07588814967836645
Temporal_Inf_R,0.46968467514835865,0.2748157156751494,0.40365602810723644,0.5096119802772566,-0.09646376579347704,0.07815011820298463,-0.1982599422286204,0.6128235617329737,1.0,0.45371550304443936,0.6077658260380757,0.22716904518519287,0.5458820515317415,-0.18181707308053252,0.6228211681104006,0.22863867187260628,0.33557232381587465,0.36204712438259956,0.38424588277315164,-0.05006445988817446,0.06781035217617307,0.4908594480402297,0.4493465885730541,-0.18652827483387266,0.569473691125607,0.5214272618692629,0.5705923047082736,0.3852761247133844,-0.2721431583071691,-0.1312813070626655,0.5925526148760467,0.572951028025081,-0.04151712317855949,0.5797533914894373,0.01122803282864508,0.09207463312742133,0.7208688813931448,0.3755925271033124,0.3381435741299655,0.21568727017294928,0.3341487895911207,0.2545727513249243,0.6169038539581603,0.22817328816328625,0.4512371483970182,-0.14778305994931845,0.1757073915174317,0.3793144709048661,-0.4442439514416266,0.3683282427278312,0.3820128940964458,0.3513350821868973,0.41625919582877813,-0.07151974360343315,0.5989771810659257,0.13511216599016887,0.8043217757905233,0.3594504998663147,-0.13762215480574738,0.6596408809302159,0.6607397882679277,0.3536203972451297,0.07995215567667265,0.3008824026560151,0.17032171050695788,0.4027447123719192,0.7376056395633578,0.3810520453676026,0.40574472998448813,-0.06078780184910573,0.3744526455283466,0.038891310538882284,-0.10203523068144857,0.49362293591923073,0.18667276719329692,0.5423023588153384,0.5721388049078387,-0.3070519547421603,0.614877997046313,0.545707024731716,0.40718690355740267,0.41743931453001365,0.47115715472768044,-0.13114940592023558,0.07591069829710197
Red_N_L,0.38832112814928993,0.35345272911073455,0.5686079080582725,0.5698559708472715,0.16741463205990254,0.40033916041730844,0.1641113898330405,0.22129906996088677,0.45371550304443936,1.0,0.2064328397578289,0.3804184806868895,0.5703336182358351,-0.045327865272777206,0.3063133411913915,0.48104552911748855,0.37889983740287825,0.34121371155415064,0.38096004580686355,-0.0904024027979876,0.3319162623120013,0.34394068540147893,0.4314504845111783,-0.07685273498774249,0.20713550604214695,0.6977143248202459,0.2865890265575901,0.1444146096734386,0.14960943109453836,0.216781064631074,0.28978384457148454,0.45735042663847,0.20230712940857998,0.6378334160378384,0.17469277777245687,0.15238882707825016,0.20239241033257285,0.3860646135901265,0.232203228590949,0.40729993606682946,0.2507730813854033,0.3875305888133527,0.4422500246400395,0.1727876994273161,0.42912619313671785,0.1744205942741431,0.3237374053885016,0.4579674518295749,0.04889319968957669,0.41879791346017364,0.3107423182940453,0.35589096267502207,0.3641998146241177,0.16012383652594253,0.47380583659405745,0.3370735942639003,0.3624607455992932,0.20274908387971718,0.23601609593170098,0.19998310638724512,0.2631384623225092,0.21219596164303478,0.2106545293806804,0.13438442569674428,0.32143042201026917,0.44689352830116585,0.5066714957005948,0.3309168912555098,0.32861858522079435,0.09025524784313259,0.34481992539174083,0.2834886270862974,0.15708478142503016,0.4115675751800091,0.3759954688037297,0.37502233689061354,0.5004395284339327,0.09737063842511239,0.2201322808948285,0.4452336259130037,0.6636884322763891,0.467294244325821,0.22328028990393417,0.1169705736010903,0.23554404441056548
