,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L
SN_pc_R,1.0,0.5800284825567495,0.18989904126067883,0.5926293653458505,-0.20553784879571238,-0.11600164297052472,0.32497116595293507,-0.23550603262602893,0.38397108936228586,0.6733161498737636,-0.022509308285696642,0.23028354830618603,0.245852917361939,0.5460455953139324,-0.4115492337090754,0.022119877462102602,0.3789140496093289,0.2315630267026501,-0.011995664095940377,0.566882582231337,0.3415005118174599,0.2537493579367937,0.28745517072236687,0.5943064523684215,-0.11652146680134987,0.18141743880739206,0.43523927571850984,0.21006753768747569,0.2191557126676643,0.6379997309442264,-0.29648635909776,0.4507934692441946,-0.055483160632301826,0.20808885888206438,0.386101779097494,0.31606199707832955,0.2965028601130861,0.3761004556297809,0.0047533129019771405,0.11454408373780815,0.06856724419804296,0.26163607322630805,0.0333707768388612,0.46030334786495836,0.3641105735485991,-0.03205818860861299,0.17561214647010565,0.3585278733856718,0.39172217235268536,0.41761714470328
Thal_MDl_L,0.5800284825567495,1.0,0.39963516592679454,0.5380966576817197,-0.07979814428796306,0.040790948926619996,0.29055825663937773,-0.16139287345495754,0.36943375101241843,0.6934808399326117,-0.00960916311937043,0.2714923172519055,0.4860342976238358,0.6374941391446773,-0.2819602480103913,0.13314841049357792,0.6016726726710692,0.48016276078750825,-0.08353106103150364,0.6176486884178932,0.3586875254243479,0.38096771896474924,0.5817172807447446,0.6981112050644338,-0.2170579091202216,0.4104553014585513,0.38284636259870264,0.2910183506498195,0.3021823719414171,0.6361477908747916,-0.09039990494727972,0.44952453865134673,-0.04566292306678292,0.37700186400306324,0.5070137969392519,0.3035019412066784,0.0994641387115636,0.3031590763008268,0.11868282099010387,0.2163301427758644,0.2730017066547733,0.6317213722259121,0.21978135814188934,0.5800434656975034,0.5975480271735322,0.0691683507927387,0.2551677009835116,0.5241120206953087,0.4598027506836857,0.5014378452123093
OFCpost_R,0.18989904126067883,0.39963516592679454,1.0,0.3356872239193155,0.040860920606627604,-0.139151412886757,0.2724326215001051,-0.10594070465504642,0.3898489495595388,0.1712079858888857,-0.18099452899670299,-0.11210314087951541,0.015049924738898936,0.21211492752828548,-0.2257640700964776,-0.16958324770562927,0.3052427621443588,0.1305397232138736,-0.039450553308617346,0.18304495420743605,-0.02640191659059475,0.2667591040457659,0.532294623310161,0.2562400140812933,0.08387175915076309,-0.012438446148546684,0.3170645013640634,0.10602552999842821,0.11352263644932448,0.32466194233014567,-0.04531736205150526,0.18000454555099976,0.23200118663080097,-0.06016502659843422,0.13538642601756282,0.06263024618834884,0.13196997263084628,-0.019840831235538,-0.2050281566098691,-0.04226027005589282,0.023190390020912263,0.26963537309594166,-0.14544673512178208,0.03728300915128526,0.37577136779389564,0.29910876803320935,-0.21888588766091852,0.13001717339390959,0.18895549291398708,-0.04785443397035996
Temporal_Sup_R,0.5926293653458505,0.5380966576817197,0.3356872239193155,1.0,-0.5785412502275123,-0.5084828877091018,0.7354114593850655,-0.15783044168064464,0.7583477919368317,0.3997196372673488,-0.46912573556654796,-0.3138575660613472,0.2023138156245097,0.43540668028923213,-0.7607849626375149,-0.4109397934881976,0.4583314506941242,0.014032939849583948,-0.027766249576535958,0.3694142012711485,-0.05772712604643788,-0.11112575846835689,0.4591577689969058,0.4738956952967365,0.1035299205562159,-0.018831078852804745,0.86363236911726,0.46317334204036686,0.4890881824736077,0.8186808806073851,-0.06616835629420181,0.7417718056048723,0.3936188036514619,-0.019729250071417275,0.1530209981633807,-0.10809292827775267,0.5574779259301714,0.2320619675166146,-0.45155133019544325,-0.35927983912504075,-0.3386652735478968,0.23297239326225322,-0.005250282535353408,0.3222688593177548,0.40687503114846507,0.4490131772542393,-0.2549573864206325,0.2599233392963515,0.6580716527803787,0.15196086044622012
OFClat_L,-0.20553784879571238,-0.07979814428796306,0.040860920606627604,-0.5785412502275123,1.0,0.6110877622438304,-0.7108745763582152,-0.056581838314476454,-0.5926712091883898,0.024639945143398106,0.7136366165245299,0.6931816916260997,0.1852783676934023,0.14624728773911863,0.8272290875885062,0.5938502536294981,0.24399969516240577,0.40324011476415145,0.07335081807173544,0.22069155897964676,0.38276839310364724,0.6691497143500613,-0.05203161666018047,0.15803710069601537,-0.3866409703153635,0.5093456139728073,-0.7635084436420955,-0.13058898376109654,-0.10733799182248469,-0.38497168847284285,0.2506838247936215,-0.5858043200119946,-0.46864760975311454,0.51612157843775,0.26311482054180574,0.4235807796220857,-0.7099698920094206,0.25274165292302986,0.7083324446184263,0.748545568639125,0.6952297070861782,0.23342331737884464,0.4494163781429166,0.24437377110127584,0.20449812333675513,-0.4446963548072439,0.5615662634283937,0.26358061396777155,-0.26083848374166424,0.319934158238068
Heschl_R,-0.11600164297052472,0.040790948926619996,-0.139151412886757,-0.5084828877091018,0.6110877622438304,1.0,-0.4775171187249102,0.16178304091654103,-0.5507674952266879,0.26020137632559404,0.554772068934106,0.4909141481286415,0.2809463228365149,0.259171815968103,0.7021437082773194,0.6944895827805808,0.14769978198800388,0.6032136766932498,-0.012061066104256063,0.23434052727928192,0.37337950199865244,0.6319677270105477,0.0641833288872331,0.21058795835492186,-0.20267070984339483,0.6543159750636298,-0.759520256967389,0.1445700741579368,0.09671670646549706,-0.14004879370016357,0.08175315582185858,-0.5465764614770302,-0.2711545073769056,0.5254770091729906,0.49032589112343955,0.45098187549080054,-0.5121736189882162,-0.04218175583430961,0.718131404099252,0.7973655039490585,0.8096408837212784,0.42747051915626916,0.3228484869217798,0.3248600575440939,0.17912504562984438,-0.29452677579784997,0.5506661310476682,0.37093803007112613,0.03988607733204043,0.4019137889054359
Cuneus_L,0.32497116595293507,0.29055825663937773,0.2724326215001051,0.7354114593850655,-0.7108745763582152,-0.4775171187249102,1.0,0.05644537240439607,0.6362837111919941,0.21817115272665763,-0.6139261558127482,-0.6146221897545644,-0.09846675889513375,0.2639642621727261,-0.7116007939398027,-0.525258109803388,0.08989278853574444,-0.11996247919026029,-0.0033684642459236185,0.08340484825732242,-0.3233273880782832,-0.3514899060734641,0.4049918794248195,0.15160189816541184,0.4947493038414488,-0.23481873317815943,0.7430748751395655,0.4749695460306536,0.5128284644629089,0.6815894417307392,0.0019541865489786907,0.6077388722864205,0.7393028334713396,-0.3439935478943326,0.0800055217334054,-0.21891225752365873,0.7105107308659053,-0.24526712184845156,-0.6064187737318384,-0.5385442106903678,-0.45817731671953277,0.09427071096413034,-0.15899776258951195,0.014724317725821619,0.10979850724300334,0.730662871549722,-0.5092855220250017,0.030207465747970685,0.6161414239611661,-0.22527160431694326
Occipital_Inf_R,-0.23550603262602893,-0.16139287345495754,-0.10594070465504642,-0.15783044168064464,-0.056581838314476454,0.16178304091654103,0.05644537240439607,1.0,-0.11549701495558345,-0.11383265241904865,-0.08771619730744486,-0.2699833979236393,0.03588263750755646,-0.07806327183991627,0.14507230756795414,-0.024111820282509577,-0.2898071265922359,0.17269867817262463,-0.06599442815675356,-0.24691371983374155,-0.22244815444439853,-0.05227194210546081,0.06403798880869754,-0.22020611329071033,0.19244974582208899,0.10373932103282507,-0.15396576953485272,0.27787056199104077,0.1978429112997417,-0.0813455440450743,0.19611063265856868,-0.17736587124937103,0.37912389546066083,-0.05831079782809468,-0.009436774485862541,-0.15441320444319226,-0.03294469250193285,-0.2632210886302788,-0.04360327992613591,-0.08004416313688198,0.0819034707908399,0.053699488594454274,0.0046873258892696345,-0.1512982571470995,-0.07420056924268356,0.2734655819104133,-0.08400831157149954,-0.03855102215795176,0.13388521084119473,-0.1171388833146565
Temporal_Inf_R,0.38397108936228586,0.36943375101241843,0.3898489495595388,0.7583477919368317,-0.5926712091883898,-0.5507674952266879,0.6362837111919941,-0.11549701495558345,1.0,0.18574099148934958,-0.5063271064260331,-0.39715540921643094,0.14877835634688755,0.1901990577612098,-0.7458042306001662,-0.47173461175515546,0.20475235699057492,-0.15770966203832448,-0.04134206746461557,0.11003938454294572,-0.172043972868233,-0.2511311355932904,0.2923158240158283,0.20709728507393782,0.19290454573851182,-0.17005970659070185,0.764944112485169,0.24260857799533073,0.25208559396247987,0.5626621365939541,-0.07783851674656563,0.5454167521731933,0.3261812536552176,-0.09790349254708428,-0.11997570054068249,-0.26349938675966433,0.6449764346829506,0.15172959206609118,-0.5586593236805047,-0.4798226562882284,-0.4025289919136994,0.009335915257879034,-0.09811344786111799,0.1327412851183009,0.08346375191971002,0.3572226160651015,-0.38593123307621235,0.025193420332619607,0.38589250956045174,0.04156447069845241
SN_pr_R,0.6733161498737636,0.6934808399326117,0.1712079858888857,0.3997196372673488,0.024639945143398106,0.26020137632559404,0.21817115272665763,-0.11383265241904865,0.18574099148934958,1.0,0.141825347997744,0.3727081021541872,0.4213284286127645,0.6334742513488415,-0.129406374874293,0.35031108335285727,0.5025802186377116,0.48301034943375054,-0.03433036486268555,0.5895396543739457,0.5432579459422386,0.4735400897824146,0.33469017168352466,0.6256827588255321,-0.2843659198570837,0.5115947918930979,0.13648745431366463,0.37066975989200085,0.36580821010712467,0.6118151014172063,-0.11652816010187335,0.17661311391515958,-0.08220717968740127,0.4747908833639944,0.5884773562182644,0.36221991416055893,0.06631910123882272,0.29747627415231875,0.34308584133207076,0.37825119656047884,0.3403011671216493,0.5254476201965155,0.21157812689461877,0.6159370460172728,0.45498850908219113,-0.07525445480176433,0.4180567163395379,0.5838520165632834,0.46615813641572834,0.567857282866808
