,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pc_R,1.0,0.5800284825567495,0.18989904126067883,0.5926293653458505,-0.20553784879571238,-0.11600164297052472,0.32497116595293507,-0.23550603262602893,0.38397108936228586,0.6733161498737636,-0.022509308285696642,0.23028354830618603,0.245852917361939,0.5460455953139324,-0.4115492337090754,0.022119877462102602,0.3789140496093289,0.2315630267026501,-0.011995664095940377,0.566882582231337,0.3415005118174599,0.2537493579367937,0.28745517072236687,0.5943064523684215,-0.11652146680134987
Thal_MDl_L,0.5800284825567495,1.0,0.39963516592679454,0.5380966576817197,-0.07979814428796306,0.040790948926619996,0.29055825663937773,-0.16139287345495754,0.36943375101241843,0.6934808399326117,-0.00960916311937043,0.2714923172519055,0.4860342976238358,0.6374941391446773,-0.2819602480103913,0.13314841049357792,0.6016726726710692,0.48016276078750825,-0.08353106103150364,0.6176486884178932,0.3586875254243479,0.38096771896474924,0.5817172807447446,0.6981112050644338,-0.2170579091202216
OFCpost_R,0.18989904126067883,0.39963516592679454,1.0,0.3356872239193155,0.040860920606627604,-0.139151412886757,0.2724326215001051,-0.10594070465504642,0.3898489495595388,0.1712079858888857,-0.18099452899670299,-0.11210314087951541,0.015049924738898936,0.21211492752828548,-0.2257640700964776,-0.16958324770562927,0.3052427621443588,0.1305397232138736,-0.039450553308617346,0.18304495420743605,-0.02640191659059475,0.2667591040457659,0.532294623310161,0.2562400140812933,0.08387175915076309
Temporal_Sup_R,0.5926293653458505,0.5380966576817197,0.3356872239193155,1.0,-0.5785412502275123,-0.5084828877091018,0.7354114593850655,-0.15783044168064464,0.7583477919368317,0.3997196372673488,-0.46912573556654796,-0.3138575660613472,0.2023138156245097,0.43540668028923213,-0.7607849626375149,-0.4109397934881976,0.4583314506941242,0.014032939849583948,-0.027766249576535958,0.3694142012711485,-0.05772712604643788,-0.11112575846835689,0.4591577689969058,0.4738956952967365,0.1035299205562159
OFClat_L,-0.20553784879571238,-0.07979814428796306,0.040860920606627604,-0.5785412502275123,1.0,0.6110877622438304,-0.7108745763582152,-0.056581838314476454,-0.5926712091883898,0.024639945143398106,0.7136366165245299,0.6931816916260997,0.1852783676934023,0.14624728773911863,0.8272290875885062,0.5938502536294981,0.24399969516240577,0.40324011476415145,0.07335081807173544,0.22069155897964676,0.38276839310364724,0.6691497143500613,-0.05203161666018047,0.15803710069601537,-0.3866409703153635
Heschl_R,-0.11600164297052472,0.040790948926619996,-0.139151412886757,-0.5084828877091018,0.6110877622438304,1.0,-0.4775171187249102,0.16178304091654103,-0.5507674952266879,0.26020137632559404,0.554772068934106,0.4909141481286415,0.2809463228365149,0.259171815968103,0.7021437082773194,0.6944895827805808,0.14769978198800388,0.6032136766932498,-0.012061066104256063,0.23434052727928192,0.37337950199865244,0.6319677270105477,0.0641833288872331,0.21058795835492186,-0.20267070984339483
Cuneus_L,0.32497116595293507,0.29055825663937773,0.2724326215001051,0.7354114593850655,-0.7108745763582152,-0.4775171187249102,1.0,0.05644537240439607,0.6362837111919941,0.21817115272665763,-0.6139261558127482,-0.6146221897545644,-0.09846675889513375,0.2639642621727261,-0.7116007939398027,-0.525258109803388,0.08989278853574444,-0.11996247919026029,-0.0033684642459236185,0.08340484825732242,-0.3233273880782832,-0.3514899060734641,0.4049918794248195,0.15160189816541184,0.4947493038414488
Occipital_Inf_R,-0.23550603262602893,-0.16139287345495754,-0.10594070465504642,-0.15783044168064464,-0.056581838314476454,0.16178304091654103,0.05644537240439607,1.0,-0.11549701495558345,-0.11383265241904865,-0.08771619730744486,-0.2699833979236393,0.03588263750755646,-0.07806327183991627,0.14507230756795414,-0.024111820282509577,-0.2898071265922359,0.17269867817262463,-0.06599442815675356,-0.24691371983374155,-0.22244815444439853,-0.05227194210546081,0.06403798880869754,-0.22020611329071033,0.19244974582208899
Temporal_Inf_R,0.38397108936228586,0.36943375101241843,0.3898489495595388,0.7583477919368317,-0.5926712091883898,-0.5507674952266879,0.6362837111919941,-0.11549701495558345,1.0,0.18574099148934958,-0.5063271064260331,-0.39715540921643094,0.14877835634688755,0.1901990577612098,-0.7458042306001662,-0.47173461175515546,0.20475235699057492,-0.15770966203832448,-0.04134206746461557,0.11003938454294572,-0.172043972868233,-0.2511311355932904,0.2923158240158283,0.20709728507393782,0.19290454573851182
SN_pr_R,0.6733161498737636,0.6934808399326117,0.1712079858888857,0.3997196372673488,0.024639945143398106,0.26020137632559404,0.21817115272665763,-0.11383265241904865,0.18574099148934958,1.0,0.141825347997744,0.3727081021541872,0.4213284286127645,0.6334742513488415,-0.129406374874293,0.35031108335285727,0.5025802186377116,0.48301034943375054,-0.03433036486268555,0.5895396543739457,0.5432579459422386,0.4735400897824146,0.33469017168352466,0.6256827588255321,-0.2843659198570837
