,Thal_PuM_L,OFCpost_R,Temporal_Pole_Mid_R,OFClat_L,Temporal_Mid_R,Cuneus_L,Parietal_Sup_R,Cerebellum_3_R,LC_L,Thal_VA_R,Thal_VPL_L,Thal_PuA_R,Pallidum_R,Thal_VL_L,Amygdala_R,Temporal_Pole_Mid_L,N_Acc_L,Thal_MGN_R,Precentral_L,Raphe_M,Frontal_Inf_Orb_2_R,Insula_L,SupraMarginal_L,Thal_VA_L,Hippocampus_R,Vermis_10,Angular_L,Putamen_L,Paracentral_Lobule_R,Cerebellum_Crus1_L,Thal_LP_R,SN_pr_R,ACC_sub_L,Pallidum_L,OFCmed_R
Thal_MGN_R,0.6867988070780316,0.3948843779304973,0.3961443125253466,0.1578164621227671,0.2122749160250977,0.0,-0.2307372646146863,-0.3317319739533607,-0.10970023236381951,0.4085442687335445,0.547999258482946,-0.011016429651045658,0.6004451847033583,0.5399361029006995,0.5718556517756955,0.15120600667124895,0.41400873101541086,1.0,0.42309967185837155,0.07581646216600617,0.45458827224741566,0.6321540561914111,-0.08558414581995258,0.3700525385943837,0.6194555390740979,0.02988135559737167,-0.07320502214890255,0.4760752669931726,-0.05800170428599695,0.10295120770982946,0.19332355730066642,0.5270861910380145,0.5369079140794253,0.18777581903077556,0.3268150642889841
Precentral_L,0.22752212272255123,0.5120020615296005,0.6138703401644715,0.32811609815921616,-0.009282586965571837,0.0,-0.3958466857274277,-0.5046066152423512,-0.40013182563193767,0.2439957138310768,0.09003888509963603,-0.4499719015843111,0.414987691257283,0.1105246157790964,0.494910679496421,0.045660011982094705,0.3203812346664083,0.42309967185837155,1.0,-0.35661380020076405,0.4018143030019545,0.35978951210157717,-0.20029801243376963,-0.03598413949579099,0.3498078346989254,0.05509765395052726,-0.22630866959432944,0.303872005566441,-0.060439811093150185,0.3342574016354672,0.23756278587636442,0.36156899018308086,0.39114591257888226,-0.1320365703112947,0.41048328556207536
Raphe_M,0.39432366382565004,0.00760653645069436,-0.06488174373788816,-0.15965886389722703,0.3285527555674326,0.0,0.13610311155731086,0.47948952804680534,0.11759880982308002,0.29198824722872596,0.38668752171896675,0.24392779439009915,0.35772080188722777,0.38496259359884444,0.30269820157009975,0.04549586876558832,0.18882814010928892,0.07581646216600617,-0.35661380020076405,1.0,-0.07699939597233599,0.23425680806121524,0.10878298635439942,0.4962159086174362,0.4243502327197971,-0.14428862999772168,0.1274601751863598,0.08622769264151102,0.42396849959426675,-0.18186362435358197,-0.00281915773849254,0.15627501476802186,-0.030068961460644878,0.09641954638685496,-0.07508269549476225
Frontal_Inf_Orb_2_R,0.21100360982159785,0.726540339744914,0.7392487992805727,0.373543350149687,0.061165669206966984,0.0,-0.5678606393025672,-0.5340288221484143,-0.4295062286993357,0.3761994572811556,0.131966612972169,-0.2019758787860438,0.2687540635003369,0.2724881939440075,0.1596988389677699,0.2546721468506324,0.13888213317351547,0.45458827224741566,0.4018143030019545,-0.07699939597233599,1.0,0.3909244421098338,-0.3309189297112729,0.14218076651881295,0.1582919950141957,0.1335831874219462,-0.2093420008515508,0.26920565366766164,-0.34933114340131777,0.5506545405401291,0.2526425538101681,-0.007517806796233319,0.6115433408966569,-0.09790408387801632,0.7052726220941838
Insula_L,0.8109428230275051,0.4703271704637936,0.3671432118319818,0.18043175779444967,0.14386977871395104,0.0,-0.14464636364258315,-0.11533951195444109,-0.15158394673022835,0.7188093712797538,0.8078737864628794,0.17576678156125844,0.7829844987919028,0.8647897764304034,0.6701857514015723,0.49228434771327806,0.635966663426317,0.6321540561914111,0.35978951210157717,0.23425680806121524,0.3909244421098338,1.0,0.011054819414641507,0.6751443076240692,0.8254941854021013,-0.14601314315741926,0.09036542953251761,0.8761356431297331,0.08824641977101137,-0.0002742234449871448,0.5177542205646622,0.46938354855528397,0.6938854846244761,0.4849738413972109,0.24088559101161663
SupraMarginal_L,0.06583170200098665,-0.1887079293181714,-0.322494349142874,-0.07269719663435882,-0.22092332948612453,0.0,0.098357470031385,0.13486648610512356,-0.18194028960727607,0.07788688192513303,0.13466769068740797,0.10255167243061138,-0.0034251122945412496,0.1013996266790157,-0.025986731610607744,0.2731543099195703,0.1082571662399601,-0.08558414581995258,-0.20029801243376963,0.10878298635439942,-0.3309189297112729,0.011054819414641507,1.0,0.15400949829531296,0.03534269517005126,-0.46481940541407607,0.2731572409401855,0.057472277401663975,0.08668258357533776,-0.2245370457037987,-0.025815913827753327,-0.032277607416811495,-0.0941936555153416,0.09068614327314208,-0.06289037292600826
Thal_VA_L,0.7051010050070567,0.14387791875878705,-0.043371181118409305,0.009289648250643497,-0.06504705112143479,0.0,-0.018261568938813876,0.2710319974081218,-0.08794366235147831,0.7763805890291195,0.709921375928856,0.2271153976492862,0.6160761835766475,0.8060009211686869,0.42035641426653014,0.5496323448444776,0.46746205041340055,0.3700525385943837,-0.03598413949579099,0.4962159086174362,0.14218076651881295,0.6751443076240692,0.15400949829531296,1.0,0.6473138950522507,-0.2752943937960364,0.14456392923597228,0.5628257204627416,0.16252551675463042,-0.2225870177568156,0.3251640449613412,0.3251416207193567,0.2801143449765792,0.32611954651031,0.18772695299124864
Hippocampus_R,0.8835422186406157,0.31751243303765475,0.2976317693606751,0.0016580916585379507,0.35856877459766373,0.0,-0.008068567520951737,0.09272095621909447,0.02492838270807919,0.554194935437997,0.8242346664904275,0.1546372890323268,0.8664107465255757,0.7650595854189095,0.8550839763473653,0.2227898668910508,0.6597679066209586,0.6194555390740979,0.3498078346989254,0.4243502327197971,0.1582919950141957,0.8254941854021013,0.03534269517005126,0.6473138950522507,1.0,-0.10160559026566231,0.022258472773113408,0.677715108080637,0.2836717310397271,-0.15675990973712622,0.3284139996647104,0.6150672978809524,0.49448562664709944,0.3591945945645134,0.08170237284179929
Vermis_10,-0.12229869838005547,0.07294933527087061,0.23316407405685657,-0.04662788026823469,0.2873661637907508,0.0,0.028470654683114428,-0.05146584155432339,0.2626009684624411,-0.2045387548966926,-0.14952216304221613,-0.03556120462378314,-0.04151148277081528,-0.19219445584045958,0.004003239353361334,-0.3510428136557889,-0.1620316360716712,0.02988135559737167,0.05509765395052726,-0.14428862999772168,0.1335831874219462,-0.14601314315741926,-0.46481940541407607,-0.2752943937960364,-0.10160559026566231,1.0,-0.264091184748495,-0.13227380852648332,0.011532950389582986,0.11116601701742164,-0.09970432679414441,0.05659759912736772,-0.0172734696185032,-0.03765147412465763,-0.1423759804616566
Angular_L,0.1086925547812945,-0.1928068495717369,-0.2597051047900919,-0.06073611295661941,-0.13837830348218594,0.0,0.22962685998336255,0.08294943102615403,0.04667153250224792,0.05384864177656453,0.16184630280721912,0.22332881520822123,0.035618843218805304,0.10901806304923879,-0.03614553209743844,0.19525020393335615,0.035178835848759055,-0.07320502214890255,-0.22630866959432944,0.1274601751863598,-0.2093420008515508,0.09036542953251761,0.2731572409401855,0.14456392923597228,0.022258472773113408,-0.264091184748495,1.0,0.12894261013684308,0.08067356182803247,-0.2112512744310893,-0.024359257800017475,-0.06258964718459621,-0.023170884725366367,0.20047317051089641,-0.11439604962646868
Putamen_L,0.6635988671759904,0.329191230675494,0.28959172394069393,0.09716565155387735,0.10465426978182989,0.0,-0.044850333277707204,-0.04690780691122482,-0.07375331220425235,0.5737985956295452,0.7627683760730681,0.36893812551530275,0.6712027256275773,0.7598269234228591,0.5051963072616095,0.5291449711049494,0.6498361671503715,0.4760752669931726,0.303872005566441,0.08622769264151102,0.26920565366766164,0.8761356431297331,0.057472277401663975,0.5628257204627416,0.677715108080637,-0.13227380852648332,0.12894261013684308,1.0,-0.05274196487610981,-0.018466591875928806,0.4177589910862282,0.28349037283507905,0.6208732154316323,0.7235170675850615,0.07719123285240301
Paracentral_Lobule_R,0.16127920877511323,-0.11413094908407331,-0.1364982953032045,-0.17086720784372098,0.322584630062378,0.0,0.44005158292296004,0.39132168834191927,0.16721883765915022,0.16387458996578746,0.11704755926644178,0.09078325721856076,0.23523727070993886,0.1688749163451325,0.3009515042605807,-0.18158234997615533,0.03678188741494296,-0.05800170428599695,-0.060439811093150185,0.42396849959426675,-0.34933114340131777,0.08824641977101137,0.08668258357533776,0.16252551675463042,0.2836717310397271,0.011532950389582986,0.08067356182803247,-0.05274196487610981,1.0,-0.21411569113720721,0.007044436092069873,0.5629669861539305,-0.061217021032493296,-0.032021904940675396,-0.297655948289526
Cerebellum_Crus1_L,-0.16818757027363154,0.5302448515029059,0.4992994223735502,0.3065431729263209,-0.12538718347796726,0.0,-0.33062933484441737,-0.5449958866363493,-0.43590779168047805,0.07007264933456964,-0.22383499531979428,-0.3389689639786047,-0.046527991394982315,-0.08710804978758951,-0.06390385125486996,0.07218245862259591,0.004012033721395355,0.10295120770982946,0.3342574016354672,-0.18186362435358197,0.5506545405401291,-0.0002742234449871448,-0.2245370457037987,-0.2225870177568156,-0.15675990973712622,0.11116601701742164,-0.2112512744310893,-0.018466591875928806,-0.21411569113720721,1.0,0.0783885343758048,-0.13963713369223132,0.3146856171291807,-0.2948404942009333,0.459956225949742
Thal_LP_R,0.1529229763980386,0.2817325511712637,0.27094811279345193,0.16004015042195033,-0.035077205316612514,0.0,-0.102374045676096,-0.1324631742806801,-0.15350752418752572,0.5320436496982592,0.14366149854051039,-0.04561365845674073,0.34231900556619876,0.5069451186054994,0.2469011900647826,0.30262119124972336,0.310399102735323,0.19332355730066642,0.23756278587636442,-0.00281915773849254,0.2526425538101681,0.5177542205646622,-0.025815913827753327,0.3251640449613412,0.3284139996647104,-0.09970432679414441,-0.024359257800017475,0.4177589910862282,0.007044436092069873,0.0783885343758048,1.0,0.27780143100642385,0.44771324846226124,0.18601017185024563,0.15135814041075293
SN_pr_R,0.5165507700492056,0.08569175997203327,0.18100069309764602,-0.078243405190398,0.40141857781188345,0.0,0.12435116561018693,0.10230432118153873,0.12902934843783115,0.3683226384572834,0.3603199912773212,0.026370049644572503,0.598177574699117,0.4511093922395009,0.624222798994685,-0.08070336364189876,0.3708708755651344,0.5270861910380145,0.36156899018308086,0.15627501476802186,-0.007517806796233319,0.46938354855528397,-0.032277607416811495,0.3251416207193567,0.6150672978809524,0.05659759912736772,-0.06258964718459621,0.28349037283507905,0.5629669861539305,-0.13963713369223132,0.27780143100642385,1.0,0.36817304458268946,0.13113055366269166,-0.02883521091253277
ACC_sub_L,0.46294376559727346,0.6572140874097561,0.6516762404093565,0.22144766739683183,0.21664705273554058,0.0,-0.24773233822008664,-0.39431450351161834,-0.3412862177235538,0.5228434718552737,0.437458508873954,-0.01836500987787757,0.5238588213630929,0.5848527207045959,0.48664729326218464,0.38956393497516373,0.5346456685610365,0.5369079140794253,0.39114591257888226,-0.030068961460644878,0.6115433408966569,0.6938854846244761,-0.0941936555153416,0.2801143449765792,0.49448562664709944,-0.0172734696185032,-0.023170884725366367,0.6208732154316323,-0.061217021032493296,0.3146856171291807,0.44771324846226124,0.36817304458268946,1.0,0.20009290275303585,0.4066428118931719
Pallidum_L,0.37823348520605554,-0.2588985987610369,-0.07029236135038719,-0.26191371039275396,0.345400318610297,0.0,0.2696687342387882,0.3655450234063847,0.47267957229361857,0.0956834158453721,0.5446117402969632,0.8259905550720782,0.3496357110539297,0.45368940348047243,0.10852833187589761,0.20839922689922766,0.35083297401726476,0.18777581903077556,-0.1320365703112947,0.09641954638685496,-0.09790408387801632,0.4849738413972109,0.09068614327314208,0.32611954651031,0.3591945945645134,-0.03765147412465763,0.20047317051089641,0.7235170675850615,-0.032021904940675396,-0.2948404942009333,0.18601017185024563,0.13113055366269166,0.20009290275303585,1.0,-0.3840607196059665
OFCmed_R,0.14360908753131651,0.6806460183799461,0.48808227448980374,0.4205216929712846,-0.3485714911310108,0.0,-0.5995666310664656,-0.4977800575540978,-0.6915433065796841,0.3994029337855315,0.017877801995126313,-0.5052001666405767,0.11431681093707946,0.14929703195223606,0.17390265677807196,0.44422288806115084,0.10886831975367287,0.3268150642889841,0.41048328556207536,-0.07508269549476225,0.7052726220941838,0.24088559101161663,-0.06289037292600826,0.18772695299124864,0.08170237284179929,-0.1423759804616566,-0.11439604962646868,0.07719123285240301,-0.297655948289526,0.459956225949742,0.15135814041075293,-0.02883521091253277,0.4066428118931719,-0.3840607196059665,1.0
