,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R
SN_pc_R,1.0,0.14471433164305364,0.17941400800733726,0.45932961656639415,-0.03145185407069364,0.48243246961741765,-0.007873369248093488,0.03415882704345486,0.1207202435893454,0.45395293076159926,0.30716699925563956,0.3313921169369043,0.2889766999962132,0.3395997697434573,0.09582205242700667,-0.0008220596816924378,-0.1633878992682135,0.5715807674450215,-0.14381671178988137,0.37659448456222194,0.41672513240790277,0.2125582853854978,0.17596409838401517,0.2896739448972911,0.34391733699788046,0.5625045459204077,-0.07624659473795892,0.2934621680152235,0.2307083723104496,0.4302239722181327,0.012573507133530911,0.4607430866581544,0.18805794399303008,0.22029019860776863,0.4406465376963647,0.30537223105733197,0.1633284600677181,0.26106220348722875,0.04009115927432065,0.5428596265507412
Thal_MDl_L,0.14471433164305364,1.0,0.2819605945865124,0.44190680776127644,-0.02760088085317733,0.16036123093823162,0.42030230165036214,-0.04590965271749692,0.255915651447942,0.5233255769258202,0.019435277273195557,0.503401732028262,0.3436148391948361,0.5251016282861588,-0.16059391840921802,0.2529092967444221,0.5126744329795926,0.19381626118786036,0.26774957247637793,0.5725882209945935,0.5638621454993408,0.27541940862387293,0.4839892285020532,0.5498031901801146,0.054293019207174296,0.38515709306498974,0.08494527468760367,0.2701026481905506,0.5131522366715084,0.4525276489243967,-0.05736132891646446,0.30223818829562954,0.2903871950435653,0.5540161244336986,0.47588398900290546,0.45035102839603236,-0.059021737457717806,0.2440652124790109,-0.1081831617125627,0.44540463451322826
OFCpost_R,0.17941400800733726,0.2819605945865124,1.0,0.21815208379312645,-0.013352454986147991,0.35453710616633255,0.08367891534944068,0.1209400987814336,-0.004637257456218528,0.21990626259497378,-0.03066396898265943,0.3241525800935016,0.09389153001493612,0.18635111744944458,0.1373752627801432,0.2335288134338073,0.21625327139908676,0.35877917254652886,0.09766130519337828,0.23006617642965135,0.4594205224739233,0.24890183883477848,0.4440439943982071,0.14861233211977345,-0.049958370511165855,0.5229979096903954,0.22688697322490006,0.03673453010272876,0.06459886973793555,0.1522040101200021,0.08517350351079753,0.08482948851021667,-0.021381301663682503,0.46458732511408385,0.11550864378277903,0.12960195816001396,-0.249253645157661,0.33656544133995386,-0.044256247791121424,0.43218109218136647
Temporal_Sup_R,0.45932961656639415,0.44190680776127644,0.21815208379312645,1.0,0.17680488042684728,0.6394625730902725,0.3487833364683139,0.07690348038262217,0.5861794308077306,0.381100994027225,0.21087402448188527,0.3411846295646389,0.4395279028609946,0.6457090912162037,-0.07836697544052088,0.15870631847096708,0.10824439161852281,0.42068227197530933,-0.04252995144625951,0.6539652905247555,0.4307713256763369,0.14067813706144644,0.22093326163647575,0.557092448856051,0.1877315741333513,0.5560683954922925,0.2411189217365701,0.5256596792972916,0.6681371578471231,0.6832199319675165,0.05823337827621792,0.5784958111001535,0.3185350777618949,0.4307575727408664,0.6658044743152769,0.5426685600224703,0.20941703915955773,0.12559386177038118,0.06540242618621787,0.5471851117780346
OFClat_L,-0.03145185407069364,-0.02760088085317733,-0.013352454986147991,0.17680488042684728,1.0,0.17130292281702628,0.053842577507668875,0.1611299661852671,-0.014461428941006117,0.020259866214206654,-0.24984461193018928,-0.08176302997207807,0.16919149424542307,0.15476061272488412,-0.14176105482747614,0.06988529044139402,0.06640769469897254,-0.046375137140744205,0.19200246264216544,0.097803822331678,-0.11533573455983175,0.10848722486112217,-0.1460065104071194,0.051800917085815794,-0.30260584544909763,-0.11186436790092276,0.0838496764913057,0.13862823480271375,0.15232750440428833,0.18240906052116065,0.3175785180257423,0.15290522066030665,-0.09262717996470858,-0.16115342379789216,0.23932482003097408,0.0699332031494975,-0.14103575666685805,-0.04345650970570665,-0.13876382508167098,0.11931510879672762
Heschl_R,0.48243246961741765,0.16036123093823162,0.35453710616633255,0.6394625730902725,0.17130292281702628,1.0,0.05222186543801139,0.24185619223950847,0.3314588008138319,0.2875431091410279,0.156207716971477,0.2142777295907002,0.23567199124174956,0.3301128960636535,0.03235774193666857,0.1580165107258609,-0.04890927397135487,0.49459916413404686,-0.07485485033962404,0.29701705043615256,0.41666034781232525,0.22246908687103795,0.20474872521883594,0.19677110736776723,0.07946888207626317,0.5868168146406444,0.2653473685470694,0.21491851136044018,0.31303744684188073,0.3867037921693262,0.14277275303309064,0.48032726694743927,0.01804101945553705,0.30469963973486597,0.35403090156627404,0.4130365758966328,-0.05011704011211551,0.11240748080862767,-0.06884899281155092,0.5009618250514949
Cuneus_L,-0.007873369248093488,0.42030230165036214,0.08367891534944068,0.3487833364683139,0.053842577507668875,0.05222186543801139,1.0,0.02860734396649317,0.17305285983413235,0.171826920094365,-0.19425291212045334,0.19882205749917736,0.35950770941321125,0.6011088007934463,0.020743472723139873,0.06498478687495926,0.45085456012324426,0.04660409585718196,0.2175625105028158,0.579315499521518,0.2863774477711629,-0.01617155069441613,0.44025837300393683,0.5836101942870983,0.28595218621361607,0.07863755180538028,0.195414722047572,0.5854020159249763,0.6982561990725191,0.5210347930716245,0.02069862649821685,0.3960883805580758,0.7014431660742207,0.36179468489712746,0.5714381315829066,0.44098455202955433,0.07957526736600133,0.08939251961536955,0.02646774066654583,0.39900029273381943
Occipital_Inf_R,0.03415882704345486,-0.04590965271749692,0.1209400987814336,0.07690348038262217,0.1611299661852671,0.24185619223950847,0.02860734396649317,1.0,-0.13434809845093862,0.020896215859236254,-0.346406788025374,0.14175798706801407,0.0005396556280235999,0.1868787370209038,0.3023318414869579,-0.12995810600345967,0.27112122031105595,0.24070834505402786,0.14725104760167373,0.21386284154009494,0.22815992998002743,-0.16794440179585682,0.26244332245016544,0.1350182578360094,-0.04405351439590423,0.06472369771005144,0.1712582073802061,0.08468624188140546,0.20771097738700442,0.09948692841961364,0.17631568674312303,0.25804375068093643,-0.02271325221303638,0.3205217182947984,0.1719392465211588,0.15184254942153505,-0.43151503896499843,0.21653668003415935,-0.15914977299209387,0.23665455163779697
Temporal_Inf_R,0.1207202435893454,0.255915651447942,-0.004637257456218528,0.5861794308077306,-0.014461428941006117,0.3314588008138319,0.17305285983413235,-0.13434809845093862,1.0,0.13388497967438692,0.3642932212653549,0.1354156688390575,0.21260758151870712,0.3020091744694821,-0.13745322708144017,0.21673316199859194,-0.0674640513471627,-0.0398025555137844,-0.12220331951222871,0.14344357154975274,0.09081940066878771,-0.03510652083031558,-0.0654627068578276,0.1734450675138318,0.01872579748498939,0.3490378309715799,0.47104218101300227,0.39840862120284587,0.35532180523933743,0.20389513866984377,-0.08600573065361257,0.10535869396887489,0.1915436436550261,0.27315954950817434,0.28891907111206866,0.22971862412491081,0.3420259565640983,-0.22728620239649006,0.05574112483156937,-0.045143025961614666
SN_pr_R,0.45395293076159926,0.5233255769258202,0.21990626259497378,0.381100994027225,0.020259866214206654,0.2875431091410279,0.171826920094365,0.020896215859236254,0.13388497967438692,1.0,0.16014895345472602,0.1858773042955624,0.2422884966416347,0.34359444691107804,-0.11370096400784577,0.02076533767190086,0.08526399658689203,0.40151689401426643,0.1812498949462429,0.3410331004089199,0.49957342782590086,0.5000944251169887,0.17404407267873445,0.32480664918028135,0.33492853291323893,0.3956925784186817,0.030159423178974125,0.12710261732328215,0.20806476217610895,0.35496835262463616,0.036148270690859866,0.21898646352756226,0.15090795517673172,0.24304823123210081,0.3316446325677551,0.37752491836552243,0.03115508035099629,0.09641167117620922,0.06876246456112955,0.46968508380038126
