,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_L,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,SN_pc_L,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_D,N_Acc_L,Red_N_R
SN_pr_L,1.0,0.4832133969394315,0.6047387235364913,0.7597551876480413,0.23790050117568207,0.526961169202775,0.4555383216398529,0.05613002068041454,0.6101532562859133,0.6713998995461975,0.2772537889496527,0.48092103774656475,0.5059139124249645,0.13987290327682808,0.41758423820385787,0.48214196223214745,0.7823336580951743,0.5433034805408448,0.471547712162312,0.40873034172573514,0.48058968081241155,0.5474112790001067,0.6971872145155085,0.5012538856129138,-0.056715272555218826,0.7249254200185333,0.6303504786346957,-0.00014714833521135026,0.5443933353045838,0.5494758118197636,0.33734658184962313,0.38220954382740596,0.16322732257916575,0.7513669057680116,0.3421162217434922,0.5672661247854178,0.347713257179268,-0.0007517741276112037,0.19721163547666923,0.3635834631511771,0.48666375957495456,0.2689886145778966,0.6527054338299583,0.7091004559595406,0.47808370140428036,0.7597654964246424,0.19330289656558658,0.19594691068545328,0.6310255785985165,0.2077910216504528,0.6893099456464693,0.6073167643771484,0.24638872359062003,0.0034248366792033282,-0.06284913846096976,0.7226699497563761,0.05203224064508982,0.26708918863972014,0.6671420099666101,0.5045410158276905,0.17479473722206268,0.6231681255900696,0.07818138353342126,0.48540727365295055,0.5803341724537078
Thal_MDl_R,0.4832133969394315,1.0,0.2569522892125333,0.6007360853892085,-0.137138863852582,0.4869085427419397,0.37752383324105593,0.011508668978923097,0.37912136080721776,0.60877933385227,0.038201872049949494,0.28848500403715993,0.1953245335204558,0.43609617830909075,0.149768506506029,0.09188033582428812,0.5505877785235778,0.4837864096751892,0.834657658382854,0.22792234866189134,0.34959039801994024,0.12976155618360086,0.5456657378849747,0.38716851543268194,-0.10417575792483195,0.6074004443066391,0.3726093401883136,-0.0852039471827043,0.3919038873446902,0.5235616381227983,0.17647864608353342,0.5250650151460472,0.3444644707263558,0.647261829229473,-0.012039882917468728,0.36956853004897905,0.0619982578767659,-0.010410361466642992,0.08700200505547226,0.6991099984637099,0.15196632898430956,0.05494855107569088,0.49096642068816326,0.3119300500263047,0.46610713193415226,0.40442995586220143,0.41519759939025,0.2487769752228529,0.6497311090059215,0.03419428771042215,0.7089023844341906,0.4240860741135018,0.034342797702184645,-0.06935962472116343,-0.3541202034784272,0.1611868931921617,-0.15704514608700684,0.12551423670107054,0.23004711280838702,0.4055494502284506,0.034577434972065765,0.49256916224632324,0.054683560214619446,0.2201140499787548,0.36903089030321684
OFCpost_R,0.6047387235364913,0.2569522892125333,1.0,0.636282352044549,0.02011447900365095,0.42836983839511095,0.2993178589129344,0.03072808913466017,0.4658850289306522,0.48750450770326664,0.3260831031284588,0.30300487913802476,0.30050362971457845,0.10368243958627124,0.36103792412202323,0.3184954547707577,0.5698330906165874,0.5115547194275439,0.27997442837191183,0.23080242116205452,0.3595101928029389,0.5895789367217535,0.6071347838758356,0.3355320617850518,0.04090678599697536,0.4729189526464369,0.42975876727978046,-0.08933609392355284,0.3768431889408539,0.3841040679627488,0.26690088245893073,0.1286383720828515,0.05295314849697297,0.5094538630270697,0.11093161393252779,0.463976615637702,0.3123030805972374,0.03974253879499762,0.011835329767341649,0.20653903196925763,0.2988616458078209,0.13032561295931938,0.4897842628791011,0.5397556492504448,0.2930366270819022,0.6151154661627521,0.10484892692359314,0.04843424618873752,0.4856846628015396,0.18484098570269966,0.3768956876831076,0.5825125081394722,0.17308058452838962,-0.005358699428490684,0.09176713891315472,0.5270866584638504,0.30073600869687545,0.27163039779400194,0.38555320002534355,0.30393768380124037,0.18407539388148816,0.4234187834385336,-0.027281035587009103,0.3880661088623341,0.2835593063277315
Temporal_Sup_R,0.7597551876480413,0.6007360853892085,0.636282352044549,1.0,0.07363230839750438,0.6222797395577154,0.5224151709484709,0.21347581311642216,0.7640168749274352,0.781100615811735,0.33982488397145727,0.6147343491221865,0.3782336176023781,0.19822219095445945,0.4484549578981533,0.4892976149623147,0.8724062119915265,0.6793548117714389,0.7379473504371542,0.425620609065695,0.4737541440931062,0.5807215248777537,0.8721146366418288,0.5189196424190385,0.11391777644925569,0.8157169321915833,0.6298348303278024,-0.068483875676085,0.5403021729336142,0.597359779442067,0.5152831291849098,0.34411315444316487,0.18013964005750221,0.8241249771284059,0.27413128365984646,0.6036190867242637,0.2755157122464213,0.23427494900707702,0.18140045903765972,0.5189943708303387,0.497470199900961,0.26163552397377565,0.7594038893548398,0.7833444340849306,0.46675376272142355,0.8270738377947037,0.2777437227313666,0.1291568348498327,0.8393304346601304,0.10610079193880928,0.7026517604278251,0.6757177824993273,0.3146370314938357,0.12160678577602752,-0.08285791414889503,0.6725733473280416,0.13878148561209622,0.4166753523449396,0.5108484445246138,0.5578622551255586,0.35956357043855003,0.7235519723765307,0.057393029688357536,0.5463564649759003,0.6277277310485863
OFClat_L,0.23790050117568207,-0.137138863852582,0.02011447900365095,0.07363230839750438,1.0,0.20984806861817806,-0.1618785848365059,0.08934898609531201,0.13532674552013702,0.0022448518209237742,0.04538997324164208,0.2985889796596484,0.43379267742461436,-0.35064037252060437,0.16493304579845372,0.4739035415078201,0.2996486994970349,-0.27219247937895974,-0.14421826329130835,0.6021082546443391,0.08757968522737618,0.23769486992816527,0.2870859231964136,0.3897793178182775,-0.08548052660925248,0.27225952823056715,0.14974767684347146,0.016457671880890697,-0.10384046144252226,-0.07041762226618001,0.048826710533133866,-0.037912195966330005,-0.3266158070334891,0.1812872838253484,0.6699326274777698,0.06460541576240234,0.560837919197409,-0.03996081299756752,0.48583632575099833,-0.17867576081904626,0.5964550078273005,0.659543610552362,0.037327468949531185,0.36907580703933957,0.10023131046945141,0.3166875204497166,-0.34333170173435495,0.20324418104884742,-0.021572018490005083,-0.01132337353826966,0.21513294520964057,0.004535478348530294,0.5135950961319518,-0.1315943105762696,-0.2753291210033408,0.2056385396439074,-0.199418139924014,0.029884279901020452,0.43160240761718677,0.3081545689841144,0.17657878811098893,0.1018321695456396,0.23544910058564247,0.20858870627299883,0.19317033648193394
Heschl_R,0.526961169202775,0.4869085427419397,0.42836983839511095,0.6222797395577154,0.20984806861817806,1.0,0.3920787439929532,0.2111805844690863,0.43675325061581227,0.5809865420181903,0.174774421566164,0.2593297922367116,0.21629988463913952,0.2306657089588573,0.2924293474061008,0.589043508893779,0.6084393727318589,0.4127645022855442,0.46206071242822944,0.5068370864751832,0.3973955666771656,0.2014755367964689,0.7238562413161765,0.5444915413807488,0.06330014880779182,0.5843198709316495,0.4179705481361637,-0.020503169609060533,0.4369898424642386,0.5038739265720494,0.38071858330033204,0.2351839620524086,0.273416896332932,0.5296223836487388,0.3927397267123119,0.572089733829158,0.3278085301297462,0.03518261217387739,0.39236006367606563,0.40892462043331695,0.3937044583178093,0.3091028362984483,0.3307468483956225,0.5436224001380181,0.3756097620675614,0.6336682247173803,0.2643353218201044,0.15396326153930193,0.5063847965088605,0.17099796963309394,0.5759459009985476,0.4125010604270759,0.24682059067465226,-0.06791082426480807,-0.436411362204781,0.3085433797332816,0.042803403748776406,0.25466423398665866,0.35679388808758894,0.5763132483820228,0.11103198201530202,0.5270647633710492,0.033439720325210434,0.19897704211291012,0.294299763382862
Cuneus_L,0.4555383216398529,0.37752383324105593,0.2993178589129344,0.5224151709484709,-0.1618785848365059,0.3920787439929532,1.0,-0.1259905950469542,0.39809441386829897,0.44733691894672695,0.308074315750224,0.20920297619146777,0.08702098724015105,0.5149906703236024,0.3951247637839909,0.3218515143350625,0.5006673396229117,0.6578792094608625,0.4608398396615552,0.09609614529255892,0.42490313542630964,0.21603973857245423,0.4068847749991617,0.4106390795703909,0.07100500776056956,0.4569963420164604,0.5096132003970266,0.22875098819958956,0.900769059620125,0.7429846482622832,0.2936803315329206,0.2086527867910784,0.6701337747568756,0.4394602697445517,0.23934466778115338,0.5584464391222542,-0.11840222342599212,0.08329775960176503,0.235945385118169,0.3042731045998178,-0.08929159063116154,-0.2608105268384596,0.26060928150482243,0.2806921173433356,0.5018749389493514,0.38293817710707556,0.6865967967723507,0.03067275094878171,0.422318879828154,0.5906492215583568,0.3483241050362229,0.4414018124292152,-0.25698099141676983,-0.019454696465486,0.2134374178537899,0.30253175443227587,0.12966512820842188,0.34032502521784996,0.22515021027631665,0.6002500294754937,0.12672760492165075,0.47756628708289717,-0.11529876301661302,0.3182158057449404,0.32478866683952773
Occipital_Inf_R,0.05613002068041454,0.011508668978923097,0.03072808913466017,0.21347581311642216,0.08934898609531201,0.2111805844690863,-0.1259905950469542,1.0,0.43094202483313415,0.062399399492583045,0.3749098130868433,0.07286769211883334,-0.27040063534282055,-0.41738763639523596,0.3072309570363272,0.26165272553109065,0.1739273888449156,-0.2792797106202397,0.10284690352193192,0.4187133286557508,-0.03266762785699857,-0.11742052000873383,0.37795917403005663,0.08346780696701767,0.7729143380582381,0.02171400815666912,0.2678429700315542,-0.27087126971627,-0.07302943897659071,-0.19484549790910022,0.7634471248171962,0.08409417680696238,-0.2447432047783481,-0.03771404129998127,0.31724886967560834,-0.05879814429324507,0.154783974872814,0.7712292936634518,0.17019685250508693,0.30794492051363065,0.5074204241913502,0.5670983396958339,-0.0320936122922107,0.349144674396075,-0.4309049693874205,0.18439585233702055,-0.07513050720831728,0.12944147835649614,0.0038807261070355273,-0.3698313834457422,-0.03154691029247591,0.2656461479442315,0.5878790974053667,0.32313061835109214,-0.4628345564572928,-0.01667616013378214,-0.414422132000725,0.6261030995966159,-0.20011955830843398,-0.087034317383087,0.6480253225579342,0.5045370677382577,0.2474045940456617,0.1281589556862455,-0.10155556977396846
Temporal_Inf_R,0.6101532562859133,0.37912136080721776,0.4658850289306522,0.7640168749274352,0.13532674552013702,0.43675325061581227,0.39809441386829897,0.43094202483313415,1.0,0.518500165094264,0.5513145764589185,0.5396553263593092,0.2785993383917909,-0.12067053016317116,0.5602213580756398,0.4087211150640012,0.7587110647123304,0.45480801224331535,0.5425794572935548,0.3913996681667402,0.43113612148272085,0.44587704697276326,0.7258120317943325,0.434915272458154,0.34259484402290624,0.594415541398343,0.6941586938831427,-0.225163587212698,0.4734475004730965,0.39094795681964917,0.6919689129664299,0.3970044372932006,-0.02486882321310753,0.6457272558406478,0.3828743353120906,0.547967966523345,0.2364671621388041,0.5188948780408483,0.06478408138400742,0.5189476232153742,0.5442631956340443,0.38377407795493057,0.5783334679087788,0.8577430482491235,0.34467602455519675,0.7536899066565669,0.10551617990975748,0.15021566531064767,0.6110712627359396,0.024217914890205024,0.49331249078247225,0.7321196837976964,0.49982346469683225,0.16348681404313348,-0.07192074304712343,0.6058897160543518,-0.0656773457317057,0.654306753134968,0.34867708411424186,0.4113556670008767,0.6086224749987841,0.7884412056178225,0.054866990384690284,0.4079047714046873,0.4964407244506245
SN_pr_R,0.6713998995461975,0.60877933385227,0.48750450770326664,0.781100615811735,0.0022448518209237742,0.5809865420181903,0.44733691894672695,0.062399399492583045,0.518500165094264,1.0,0.14074226142044455,0.48307625193414216,0.42210011091223687,0.402868390567945,0.27123582303173016,0.5320937367102122,0.6922671018000063,0.6287397771749565,0.6910980160235104,0.3607562763092494,0.5237103834280337,0.5318031790005961,0.7168874481019276,0.48142956748007304,-0.014578103418270054,0.8263844085364589,0.5285012131093858,-0.09984136223265347,0.49616263549795747,0.6453233303818767,0.35736931644674075,0.3989768869496839,0.3703479272057624,0.8069074809479482,0.21664980695913144,0.6224602128516655,0.3026205686269657,0.027822506435149073,0.2742795535739268,0.5205510693676904,0.3457739646214112,0.12816887793859844,0.6808952448093976,0.5585163556524954,0.5422975872394097,0.5920941557744387,0.4094765777428468,0.09145173942054685,0.7701295115628427,0.1754932256896082,0.7566822477650275,0.4858572957362351,0.12745451811417463,0.04232323340835923,-0.0819969227709121,0.5654635716202534,0.06376143990811088,0.2220694992510696,0.5138514987247573,0.538840430730484,0.09638714855378361,0.5694318993082006,0.08865886086633783,0.5120121948667287,0.7115414174864085
