,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Raphe_M,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VPL_R,Temporal_Inf_L,Vermis_1_2,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,ACC_sub_R,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_VPL_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus2_L,N_Acc_R,Hippocampus_L,Thal_MDl_L,Vermis_3,Cuneus_R,Thal_MDm_R,OFCmed_R,Thal_AV_R,Temporal_Pole_Sup_L,Thal_MGN_R,Calcarine_L,Occipital_Mid_L,Cerebellum_7b_R,ParaHippocampal_R,Thal_PuL_L,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_4_5_L,Vermis_10,Thal_PuM_R,Olfactory_R,Thal_VL_L,Putamen_R,Precuneus_R,Putamen_L,Cingulate_Mid_R,Temporal_Pole_Mid_L,SN_pc_L,Thal_LP_L,SN_pr_R,ACC_sup_L,Thal_IL_L,Cerebellum_3_L,Fusiform_R,Occipital_Mid_R,Cerebellum_8_R,Occipital_Inf_L,Cerebellum_Crus1_L,Parietal_Inf_L,Thal_PuI_R,Rolandic_Oper_L,ACC_pre_L,Amygdala_L,OFCant_L,OFClat_R,Thal_PuA_R,Frontal_Inf_Tri_L,Thal_IL_R,OFCpost_L,Frontal_Inf_Tri_R,Thal_PuA_L,VTA_R,Angular_R,Caudate_R,SupraMarginal_L,Cerebellum_7b_L,Cerebellum_8_L,Frontal_Inf_Oper_L,Insula_R,Cerebellum_3_R,ACC_sup_R
SN_pr_L,1.0,0.23704771784423428,0.006890897986525831,0.10679646626042957,-0.2935827629282147,0.12166978629412475,-0.18174117021417968,-0.08690828207747889,-0.3089655098609709,0.8105263012304772,-0.3810071502545546,0.01335619029910531,0.2751518728575769,0.20417930697261408,-0.35349245710708854,-0.3437158659871971,0.3194548389578195,-0.0505049609836273,0.5764501952908352,0.4220303784749187,0.07031041561842713,0.3204983668421024,0.04159557586880499,0.3799468798820831,0.28794989478315625,0.749451425988595,0.18534281341566097,0.28426512501405216,0.3151903217988739,0.18310079281593156,-0.4579078994821189,0.254341394463422,-0.2159947140890718,0.2834544277160088,0.33149418577625095,-0.011724988812497972,-0.3110056025613154,0.26885129496644555,0.3680049019041503,0.3980816783577038,-0.3361642906150514,0.32968111530655914,0.435902204647676,-0.020513047358912538,-0.08223790414412675,0.5147790420692532,0.5701659803221529,0.0711859810852052,-0.13076139985587046,0.20967373285733104,0.24771521594782483,0.6963908840845119,0.25141137098686034,0.6325718647450921,0.2355775463532496,-0.1158197721030921,0.07590918109212784,0.15910189368398872,-0.16969675192710973,-0.2703715219221296,0.7909839113322025,0.5439239683374797,0.24381007867088503,0.22238645512977762,0.29168994401812604,-0.006092770734291703,0.6544015015804757,0.04701335015298039,0.07266353530459356,0.3467014972206497,0.2878492689953414,0.21800913939343036,-0.17136955115543281,0.5525615557128825,0.3330317443207672,-0.11459789092395122,0.28060946150652955,-0.4572072832851885,0.08995033622887368,0.6890907359252096,0.592291220961575,0.3366578085074143,-0.16352745851736908,0.620905390987246,0.2396683221169944,0.5855370935022164,0.04369580118115367,0.18284045106534594,-0.09244843414023958,-0.0778924590676576,-0.019895953850437336,0.3641682485549195,0.5415740999587774,0.2851411795186089,0.1411849633079869,0.24465702499784042,0.1815154172875473,0.4206755471160805,0.16687400440594038,0.008757263386928322,0.428851791259259,0.5700184975843912,0.2681926446257883,0.5923688168414565,0.09842633696436917,0.17247623293146247,0.8236432373621794,0.2883136061840355,0.2606502810171237,0.3584051904904273,0.4774000673649638,0.378715651783651,0.10424149126817439,-0.20319198718840242,-0.24445683649740885,-0.39140248637039754,-0.4618928400732958,0.24742540544765482,0.2682842306314597,0.2724571530411476,0.43046333678977095,0.3925461833612112,0.22709355492203828,-0.03359748560608347,0.32501595569252273,0.421368056213744,0.5400559001836676,0.4058409687557508,0.4334432217677865,0.05002314029714753,0.7610385273546154,0.015809224004759283,0.5248376894742938,0.1234599007411876,-0.01213182490447853,0.3194484152503372,-0.03988135500026675,-0.11155141020656147,0.2691863924065184,0.31499958904452724
Thal_MDl_R,0.23704771784423428,1.0,-0.4297395177476783,0.1497751193628974,-0.22969194133023071,0.18969565900285268,-0.10938952816694383,-0.19847447098636095,-0.33330501540504454,0.1554464824031839,-0.1662072180980337,0.0326324858982209,0.70006768058094,0.36703359213707465,-0.06256813286322298,-0.4060979622240742,0.2641608725539017,0.1456540784887614,0.0656413740500142,0.4061345796148856,0.6035747334046164,0.10298872265452741,0.10336515463581393,0.36264529597250755,-0.09080666582233146,0.3732493486977044,0.21179385222497576,0.3212817748917043,0.33832700026187623,0.36125886303610677,-0.2416091290274947,-0.015218856142512581,-0.012940457145565696,0.3241124979920024,0.3986411249583477,0.3749978575636098,-0.13330746009231734,0.362912125623244,0.3028799033640617,0.4503440870539601,-0.11666563905613943,0.20087713258824783,0.3689145177897388,0.1240780369918833,0.0037730237039268048,0.30694306805646204,0.1751369042216645,0.27472381139474755,-0.28217158693530087,-0.01468243037387579,0.25850402440500403,0.42668504705741783,0.022242283217529718,0.5309866921772507,0.04089481523084884,0.0009615804625636792,-0.0635992733646283,0.31427318428445006,-0.04431202175965145,-0.08432148100574904,0.22350225232176843,0.351676029506127,0.07805205950137128,-0.009927922912723413,0.32606283331469027,0.12457707348927778,0.27780410894289254,0.2641848924366892,0.47223067154858883,0.37410271584982796,0.010272018542828222,0.2699768826791119,0.015001645869923776,0.4124859744988263,0.25282410479411205,-0.0846608307745777,0.3877482974707399,-0.23120507482843367,0.08950104316385127,0.47108857969579876,0.5328379968643523,0.3442058014779793,-0.08853984614342077,0.24625495547947593,-0.005098612146599589,0.16921581232144287,-0.13986053381868147,0.6035005319541225,0.004440233540194088,-0.03605316147872225,0.061742202614403996,0.3483417570731223,-0.010402970764034835,0.45277875036100745,0.2886139897540092,-0.00035767162284695733,0.22496882029623141,0.4112888747588488,0.29932205395575395,0.12154993569520432,0.054157935495796894,0.356190844628184,0.3818274259078463,0.32092715622490764,0.0974778948920265,-0.22896322961231366,0.3514324108390433,0.20317825256663208,0.0021428793161468807,0.5721963965103426,0.6501307379425896,0.3994941583907881,0.2087006502151989,-0.08930385954815034,-0.002462065072108843,-0.2503759952751786,-0.3775045329450668,0.3033388168665318,0.5209057570402928,0.269449174062537,0.3786152643123442,0.45278413202949247,-0.01669689829790331,-0.043254196866569145,-0.020881703979910207,0.39672279132730975,0.24607338781434177,-0.06785725140982236,0.2178891437976961,0.3569433757789988,0.31953112363859837,0.09488075352536436,0.3032912343488567,0.2037268922776735,0.035994630565690446,0.2940071145205609,0.16833714818605452,0.10788123142516919,0.12364643501879048,0.014135639693153047
OFCpost_R,0.006890897986525831,-0.4297395177476783,1.0,-0.11353265634491475,0.1580039621289722,-0.037068679267851644,0.03469549670138803,0.4333912076031363,0.437625521555387,0.21022584981254713,0.054592409696551,0.20864753193457658,-0.4106456859448258,-0.13054833599824403,0.056511205807747426,0.16112338577348995,0.098631180476134,0.22773776340136442,0.10127660910331511,-0.04624963848849617,-0.5480435937828747,0.130636652051329,0.09807096215662439,-0.02499591239571354,0.1675816058788685,-0.023083804757803448,-0.1292650538717024,-0.02506947075337814,-0.04508270112309894,-0.2414247325598619,0.15754463841869187,0.24501135486329056,-0.06303273121510583,0.09077292811099114,-0.11370122716868987,-0.3804341872103403,-0.008932513211902377,-0.06641989512836334,0.050223830637936506,-0.07461189622783947,0.16634380099949236,0.08827782754288174,-0.27194024419943585,-0.0736706067283035,0.059447260000857434,-0.023163570254404454,0.01991297072350944,-0.19780884729879059,0.5403914645270148,0.3238114973172945,0.05160997054796871,0.04509333662976313,0.306462136726697,-0.010764533513576816,0.3335857941341969,-0.0003159253954023939,0.35308725846865896,-0.15228216563510888,0.19283828514851256,0.07684064757583754,0.08126039543733021,-0.1500309085935749,0.11406299219356726,0.3677209816386164,-0.17144835540917197,0.09818930913694597,-0.008449592122038852,0.021619368008927,-0.3500515756801665,-0.05957360264529431,0.2994633112760688,-0.03829023424996507,0.09766443401400793,-0.23051342861146173,-0.008607288140043065,0.33406629511603136,-0.07029844159788685,0.20768435209160271,0.24657752280780154,-0.012333230048126564,-0.2079924952547465,-0.0538682353004454,-0.04622161777649563,0.03394262080602201,0.324409939461788,0.2136467752063525,0.30383176410561424,-0.1132060744931028,0.07940029257012159,0.21010910846613637,0.16648843164669408,0.09029529375322727,0.1572824719751891,-0.21613961108021887,-0.07081396035359591,0.41070717699941783,0.01076491190553798,-0.1350835963460856,-0.0841836684589957,0.11821192577697678,0.14451723111916762,0.006532030064328527,-0.1318607545134165,0.02574270610248977,0.08607282594612255,0.5029329567274108,0.051833889029800066,0.15394341476791745,0.35597100779967783,-0.13439272627864227,-0.2504113796489579,-0.18702191171313248,-0.14961512650378841,0.036873016379116705,0.03113147435338246,0.28299677538774654,0.41404213538819473,-0.03037951367056433,-0.2274759955355978,0.10577659372922797,-0.007722068732911986,-0.4246437563767126,0.2353593279982896,0.15924426281115311,-0.019182295659441122,0.007762283605448179,-0.18709075513353257,0.2663522711392862,-0.052658362463717856,-0.01939412954168471,-0.006123016777777815,-0.1336496989696015,0.0641412802408811,0.07211642703107167,0.12931214751139744,0.16485568263288092,0.04532069473059702,-0.014868625934870866,0.18936907931038616,0.022557909963173087
Temporal_Sup_R,0.10679646626042957,0.1497751193628974,-0.11353265634491475,1.0,-0.020068502187550435,0.6625143086213927,0.261585107312127,-0.08999540963843786,-0.0261557893455413,0.022927960598505576,0.21263862108077053,0.004666623415600535,0.21663708427833975,0.43137905965015005,0.14610536186655076,0.09210274469060067,-0.15420173117227604,-0.17589848127783098,0.1282871793573079,0.3624547582598856,0.29410161898988046,0.5061980999711531,-0.14259752813172052,0.38452683429386353,0.15195831269705198,0.35977815067951674,0.37855282522717554,0.36867585380646734,0.39298895466231765,0.7409166293401318,0.32082938384041637,0.008496778187682606,0.3975851548609783,0.030601827786493705,0.3705742038534689,0.23608713465500536,0.60081644535091,0.1661573133800445,0.2020157954890021,0.3860971953418422,-0.34669003496177625,0.1573413153519173,0.4096687402486918,0.8389650935406425,0.23696477449449307,0.28599534329224396,0.4777435357000619,0.35411421068579696,0.2154265242220205,0.05765440683947481,0.3665354037635587,-0.1941521061966307,-0.09693356968355364,0.004599636057068331,-0.08234811427824085,0.14509525148832247,0.06852267020058297,0.6337438469117713,-0.24240600218994882,0.20216684602402768,0.0898509402754486,0.41069667627940515,0.09839223548317873,-0.11474280057898219,0.7778850274140773,-0.10923182793252885,0.024330693287047036,-0.04750745833426429,0.3018743266549395,0.4696732156997659,-0.05309348724224054,0.2834736979666082,-0.2316837050447002,0.2823134234971474,0.4282931823069065,-0.14734943844328263,0.21404877587769475,-0.18359452708512197,-0.06982912156224347,0.14366511947170996,0.3979028100369275,0.3786014697336706,0.4739866167137658,0.09532368800063318,-0.017018678171014805,0.06951810366933946,0.4658793162892258,0.13316528566223654,0.21317372295950243,-0.11814402052800428,-0.31492392107633216,0.5523099422149794,0.15836604276229369,0.3896592642319723,0.37015378492956014,-0.12157761351557718,0.2416218864803731,0.44621285933768434,0.5814958947076889,-0.020950677097088234,0.16260379826684657,0.5149572808819501,0.396742405216054,0.34924578624792724,0.34669374019711047,0.14688496414237978,0.0761782977570295,0.16860028760151596,-0.2574548291681956,0.16057306009792252,0.323753758630187,0.45090359977054534,0.605312418362281,0.5454592298120351,-0.24265269924413185,-0.26267682707702,-0.29430843038881954,0.2748622498721252,0.41284099311518724,0.09604559851720508,0.08852968176207585,0.06876629782343763,0.06043985275343079,0.23449534123031554,0.30318436902820634,0.04955968486703033,0.27646481640636555,0.2770067416105092,0.7310999652433217,0.23240303841239987,-0.058923004517405404,0.7541259413473618,0.01636454125737242,0.021064497024191026,0.04632595434398168,0.10309538973591867,-0.21432361953526588,0.7318302366341575,0.3360701990849136,0.48966186517479937
OFClat_L,-0.2935827629282147,-0.22969194133023071,0.1580039621289722,-0.020068502187550435,1.0,-0.17420425961499356,0.30278916269364303,0.462598353261491,0.5155513243893001,-0.40702492265650975,0.5688496410441137,-0.11112718645512762,-0.20507381369894034,0.15348475399277575,0.509229805822318,0.5005536493615015,0.03155890911566612,0.191249289514978,-0.046683781859432935,-0.11890377690691556,-0.07387740390759358,-0.11186278032780343,0.27701741472083347,-0.04948321795193427,0.024875521749610763,-0.36794803850145097,0.10144152115748427,0.11647889268945083,0.09783267952318761,0.08550120282072883,0.45864085552925027,-0.1609789643755531,0.42472018044324095,0.09734359801193214,0.04635011264985263,0.1628211572337619,0.4838747875616509,0.13580131982320756,-0.011628543134533728,-0.053929361536063515,0.4482200394410602,-0.1148197651312322,-0.058028953533570314,0.20305741665014956,0.3070737541262882,-0.10906612780010794,-0.2426570546817973,0.2851571767406152,0.18949415050174773,-0.008883009766616587,0.13260429318283806,-0.393772820602736,-0.0672198812426618,-0.36867481565590027,-0.06838832757046288,0.43613325074433584,-0.0028163917560772842,0.1222987697814966,0.3595964962422452,0.38670974174027317,-0.4262742844517697,-0.1365707972453196,0.17480691547003435,-0.07568460931605883,0.00918027988520528,0.29490921925692476,-0.16527497333443048,-0.02130725339626129,0.1002567733410509,0.021222332942233458,-0.14867573621079594,0.15527399976206152,0.3642837704917559,-0.152730240749457,0.05787211500979098,0.35992429986874336,0.041773220364309416,0.5999230866829203,0.06623026165609149,-0.2063333764543323,-0.26721255456043996,-0.119230293187869,0.19542604829461405,-0.23454038519214834,-0.12303813968364538,-0.3331041919876618,0.2039903517925756,-0.16381360309585752,0.4134665516102642,0.35711911137722385,0.1352047162212819,-0.2075187140459496,-0.25143639373558613,0.07384292088941147,0.2396123132908092,0.07433028114420039,0.08209516558434694,-0.22817490986602404,0.05410406484407415,0.14786621599063507,-0.0012411593349529089,-0.32023201371790067,0.15600846960023954,-0.2148067406353363,0.2550116423132612,0.03618922757849369,-0.4294808640930679,0.03016358780007824,0.02149033678771417,-0.012850762429864847,-0.1636400006099311,-0.12033267692768411,0.15774300203374217,0.39415906810740725,0.44634019449361667,0.4482835977839548,0.3627223488805917,0.13392608381870363,0.030317119735962184,0.10372020199891471,-0.27468495938418486,-0.2972445192594715,-0.18824466881868557,-0.068105515044114,0.17888709684070833,-0.050765260709989685,-0.13047671305586866,-0.15792839022206687,-0.0837411509145086,-0.008781273830349594,-0.2499904621551549,0.12831832081787473,-0.07210846454481937,0.22250018055568124,0.1428175789662461,0.0002607492680566762,0.31409590357281586,0.2952255099988966,-0.16519835274869846,-0.09935961507621678
Heschl_R,0.12166978629412475,0.18969565900285268,-0.037068679267851644,0.6625143086213927,-0.17420425961499356,1.0,-0.09253206739211349,-0.23344088703224755,-0.24310344249774193,0.14527077732923302,-0.038328659497339906,0.2138748407575627,0.2795629967664852,0.18120157155724043,-0.05602668331759867,-0.06047989732518528,-0.1549861823846673,-0.17726507229585964,0.046523640927766945,0.20294687155072003,0.19126577615294668,0.492664971149125,-0.21220049632266508,0.193646466975816,0.11360913709582274,0.32948584528468144,0.21785182315064305,0.10622889859092483,0.1547664930401213,0.3881776776697419,0.029088618439167192,0.11132439784920864,-0.0848009918141973,-0.031458283033319635,0.14369128273982262,-0.023616942009646497,0.15795367588752798,0.023023809775736932,0.1619418091831616,0.21770612083903704,-0.39400370928476647,0.044647962385892775,0.17768160933045896,0.6194810256102615,-0.07978600060678724,0.15954105302631286,0.4086300664004085,0.0072575063942273005,0.12079879822314737,0.13031810700943264,0.2759187718637659,-0.0017188616918261267,0.01461013183743611,0.1676020370871732,0.042073233726457035,-0.12249581945180252,0.13308388506476365,0.33773945066672306,-0.2595660993139433,-0.10559861034276531,0.217215646026405,0.27630110229697724,-0.13342534074022855,0.02864281311602791,0.501506118135573,-0.22483803635143512,0.04267208902300117,0.11986562176585426,0.055872433489537625,0.37757720482655,0.09209839704484636,0.07319073584825037,-0.35556525278802137,0.1328817698221541,0.2078360942997786,-0.13965105198233854,0.045361564541335546,-0.3674393317158367,0.0642794988008931,0.11841957912445074,0.3230494320642938,0.179982265447118,0.06980528831610096,0.12733345952895556,0.08013743936009522,0.281100071726789,0.25349429275405627,0.23594388053269638,-0.07375378443099678,-0.2738885337625834,-0.2278791968418651,0.5328976383584864,0.18063284474054153,0.13818033308759378,0.0995284766780114,-0.09916748500804798,-0.009122654559882816,0.31404473601743504,0.27068579560679423,0.022027520898356603,0.030314151534360585,0.5145069223812383,0.14462563858848393,0.35970233342090374,0.17110925500251148,0.2288535466325873,0.17392262679004117,0.09518535607118143,-0.1548112972435626,0.12165795988537345,0.27967499196079804,0.21944330989475302,0.2865073506412812,0.0636082500664956,-0.3403300103740362,-0.32693641635865783,-0.30526552380763516,0.03318352790469319,0.22339854225944275,0.14251344845950978,0.2332025370293765,0.09150171434629426,0.12907123111418134,0.36006416308584255,-0.03549810340764269,0.008288426748778492,0.14343642125931502,0.35149459400138644,0.5463929078375698,0.19675409536751098,0.0647058413806824,0.29620811362208666,-0.0027754985956636876,-0.10348555854776031,-0.0931362330743553,0.07536267413399335,-0.2536573232703626,0.4914669102440322,0.21559833352445673,0.500017331707533
Cuneus_L,-0.18174117021417968,-0.10938952816694383,0.03469549670138803,0.261585107312127,0.30278916269364303,-0.09253206739211349,1.0,0.18083998056117034,0.22566628980169523,-0.36065135265921877,0.5004576471659161,-0.24118264844715329,0.02052257564123156,0.31584365534470177,0.5468447495647663,0.5217847858860187,0.28332087196566175,-0.029931565962000865,0.1971651757394101,0.4255687887518317,0.23029607250316278,-0.1402441940710079,0.46215666458016746,0.4500475724499805,-0.06445901190439123,-0.050737404699179395,0.08569672394656228,0.48240022320979514,0.4820249548862354,0.2878283221054735,0.628661534708388,0.07163161916083124,0.7630581009370738,0.049710956193806964,0.3724532927662858,0.38502038856496623,0.5358228904886994,0.18503940316240192,0.31476530230193445,0.3012126367384962,0.26686750599223125,0.12742598151388038,0.3342384767069936,0.2865783811068524,0.9114591039314102,0.31700025968924145,0.030147919723469727,0.3540542712860819,0.37112936918023787,0.11855246487017113,0.3108636921240379,-0.4244369570315001,0.10760148005534602,-0.18731827257008657,0.0824280472098536,0.5017468369417983,-0.06097367892886499,0.28270609907221744,0.17296807495966496,0.8073048920796461,-0.2755568748439037,0.29742617862742315,0.27355623049644817,0.04970366393906087,0.3483143960523957,0.30783369453160186,-0.32865590379589027,-0.22684901252129736,0.2847419707147663,0.2739024129115749,0.07352890466209935,0.5566295295111676,0.5132964591268954,0.24403949082499468,0.35796357317743965,0.03285999800901968,0.3245340293498498,0.285403824492517,-0.1374750649205646,0.02036667577750097,0.08478349471319607,0.3258136977740879,0.814055865612458,0.04701441416277804,0.08411371605779665,-0.4176906321834487,0.20468085558364438,-0.08406649039670912,0.6858358816833249,0.6770234483151418,0.09007258688892712,-0.022654775559267436,0.04536496897044323,0.2569957654191279,0.4159896467926029,0.11012947520487969,0.5296847320318433,0.1913427747103677,0.40547316270856865,-0.0026725676785238264,0.3766375440355398,0.049088262685393305,0.37793543206142455,0.1694111979084192,0.3281032416222012,-0.07749256135502308,-0.3394213054372485,0.4168280019133039,-0.25550715343300423,0.17776539171177833,0.10378339475292603,0.34772807389282184,0.5041232957411278,0.7465792244937896,0.18106419891053893,0.5512248395013029,0.42603404252957194,0.5747325374939015,0.1698906527781869,0.3515293554538912,0.09211634458091816,-0.11023106441507736,0.12795605269377158,0.1242696172732465,0.44336156184986164,0.37643439462798944,0.3026692155710605,-0.11997949375690177,0.17099793001708385,0.05482397543028926,-0.4288278526332052,0.6334621168555805,0.03782799317827605,0.5667051315304451,0.5354566366904678,0.1614762367647589,0.48248869992983867,0.5201428908025747,0.10329433194516868,-0.18903751082792775
Occipital_Inf_R,-0.08690828207747889,-0.19847447098636095,0.4333912076031363,-0.08999540963843786,0.462598353261491,-0.23344088703224755,0.18083998056117034,1.0,0.5610954268396516,-0.06191048038285839,0.29554199796866415,-0.22488805281961963,-0.2784204390603844,0.03723086819076824,0.38507422753973614,0.3955730266268625,0.08408565456548382,0.3546429636024648,0.17172820388581522,-0.14194590765121398,-0.1771727386711494,-0.13823422701811833,0.3252663616531749,-0.1095802978250228,0.10164507164033573,-0.21448820888525205,0.016525344120724234,0.009037373999190353,0.013440327267205893,-0.016062266917667885,0.23131834244207736,-0.09802007490377505,0.2645311043368419,0.048380296527317714,0.017297661579831623,0.17415932409247942,0.35148896805026164,0.17620787164540536,-0.040982533123491496,-0.020588808011107216,0.5075100151039433,-0.2050873025364985,-0.03824247384993249,0.042578095416108644,0.21147533052420064,0.1311875182968321,-0.3610047762449666,0.15301540200831718,0.45065388644673743,0.14712819720003836,-0.04167225921085403,-0.08833487194915737,0.07993198473825758,-0.172377397316789,0.06699136601573645,0.35446390213982637,0.20987090506466033,0.055191802117748164,0.303172628521651,0.2593193050236061,-0.10660098106518588,-0.0055041485140898015,0.2462439875868398,0.07270913617868437,-0.09201702335499094,0.21932020753891857,-0.028258575771600108,0.08350575160123677,-0.013816888166215398,-0.13006569716488905,-0.07886799031024114,0.19805138848107895,0.38512406343702715,-0.09633531351837739,0.02597638648719989,0.45371546179545374,0.006018078104190786,0.5707478602773667,0.3458121347188111,-0.12422452895974698,-0.137642704087641,-0.10082772345640585,-0.06351384292827604,0.043422313739834954,0.012539854774041957,-0.11996530259660404,0.3429622590867363,-0.10822948612996355,0.402104400568146,0.26826513048731004,0.4614670031354984,-0.2563647261117899,-0.015109589111119806,0.016985047715231124,0.16287360366046677,0.3852905483982263,0.052210241225043585,-0.25117677830511587,-0.07302021668727533,0.32087633262399795,0.1869051853141153,-0.2542735499313092,0.09793853842643432,-0.18506617232821224,0.06682791642217434,-0.0005634664794108437,-0.2365069707807488,0.17732810106811409,0.11440350021779026,-0.01256705106842457,-0.20385560917605466,-0.10408048237098706,0.030010849697855113,0.2526978157670909,0.4411201818950551,0.4589818448920808,0.5058521937339336,0.015158809206353811,0.01875762122474748,0.013095881835115208,-0.13351781094387094,-0.1788094832197424,-0.13624917624127367,-0.24361286488441972,0.18762319457667997,0.015715049407941502,0.04393242228289669,-0.023129110950872684,-0.1537979619346701,-0.23143588148831473,-0.1028393980450287,-0.08976626255384049,0.11167514121968083,0.15008210205093891,0.11051022624946436,0.19887468720011514,0.27937068873144233,0.1449576438223581,-0.18524981970902235,-0.3437859306343478
Temporal_Inf_R,-0.3089655098609709,-0.33330501540504454,0.437625521555387,-0.0261557893455413,0.5155513243893001,-0.24310344249774193,0.22566628980169523,0.5610954268396516,1.0,-0.23898926931135286,0.5478818578962144,0.007121326441899775,-0.38493193705530265,0.1381059407949454,0.5193496038047591,0.38374466746934305,0.00869869790506835,0.07635646023782557,-0.08994394185958586,-0.1784654648839286,-0.3684316633334338,-0.16908232441638207,0.26138131154393146,-0.08156902421872737,0.05164345475335984,-0.38264021820657407,0.22166616856591911,0.07224239222089487,0.04947612534709059,0.01641730802061799,0.5837927772109116,-0.33874104651374787,0.34781334632873034,0.2186645512532285,0.029976736632040066,-0.04493595152255958,0.5639692840005005,0.1589181954884375,-0.08465599545550317,-0.0940842374314306,0.5901866565506589,0.06681042138317975,-0.2592252474174565,0.06888422811234073,0.21678431876882046,-0.13627966617023168,-0.320243559929864,0.22304176123442432,0.417580658751863,0.1687315886213213,0.007584166729635179,-0.1967784638720004,-0.18990082487665413,-0.3414298831001345,-0.20830157968537988,0.5192632852558784,-0.021876005646001576,0.160747756774176,0.48179731245705565,0.4185260067484573,-0.36920457313715094,-0.2998863163544815,0.24898925991449866,-0.20774065963595928,-0.09654803225000727,0.41665176501191137,-0.08210405561570605,-0.11840721095728016,-0.00024468687561170004,-0.13275685137568247,-0.2928702599028914,0.1075535452832378,0.43766801790679316,-0.2425038983639956,0.1001761775934662,0.5546578916077829,0.0389420707831541,0.5618011763145855,-0.06871777771788329,-0.13713944967023411,-0.35246606448195095,-0.041103246834902414,0.04863797200145099,-0.23838264810604948,-0.25784518789494437,-0.13834214443414203,0.2402511831401972,-0.027466605731720436,0.494954460910405,0.20884894843392315,0.229593866987965,-0.11413166102907853,-0.12560794592518917,0.04296543093948361,0.2559619908941299,-0.029346896349994194,0.17179350518713338,-0.2345338792494762,0.09952771680421478,0.007100104587234362,0.02916660049887009,-0.3775493256119822,0.12143398288629988,-0.31317573131056625,0.2762546388933163,0.25199092120985894,-0.30151820696168874,0.14367574889592855,0.3250104116428092,-0.10719098710837899,-0.28542461817926473,-0.19409720320086132,0.2080002076143768,0.2696822305981767,0.5063544516106575,0.39079152731736383,0.525044514677315,0.031086512307907866,0.015587263319258644,-0.03596804589213231,-0.4317480426595199,-0.5175566558057955,-0.3202131135046933,-0.2271687971999518,0.10937643434828137,-0.09548182009129644,-0.31232018574015297,-0.18630159596304346,-0.169287873872304,0.09071798617268967,-0.175331328820669,0.0019508400723398833,-0.003659858315695742,0.1850979102251527,0.11982677359591154,0.14229576598345636,0.26581694356708835,0.16542947122948165,0.04317799806328863,-0.2012927766281126
