,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R
SN_pr_L,1.0,0.3955870703070949,-0.051222949786088955,0.5614238544479518,-0.026149922408251584,0.4208879206214765,0.34892966164774003,0.37364221255496916,0.39103476337795995,0.6701923362590883,0.48480854552349056,0.062269396973172735,0.27701142318364197,0.1955873577694109,0.3560428428260428,0.13811397294922062,0.6079796849665143,0.2190009202131645,0.5139822531345303,0.5692748285309351,0.39823894136435545,0.1998254360554901,0.2393182036621491,0.43977194022440463,0.5029675770229901,0.6899942126302196,0.5641086075334931,-0.0008305941604396942,0.21900519541932556,0.4373267668397182,0.5612675441247421,0.5678516170675265,0.4402070677905414,0.47370200322096045,0.6807814023781555,0.5469284633603021,0.455387093816658,0.25622486305055653,0.5990671852224043,0.4758576967784392,0.7011635761359997,0.09794843748755383,0.49146467856401505,0.3124588294124454,0.5867374499772056,0.27854224290298196,0.032429676748035687,0.08258443408764375,0.438132520583419,0.11566478900008695,0.5115521011131079,0.531975985303968,0.6057906573555648,0.08245454226233791,0.4351511078278306,-0.41599574085684415,0.5756166894712373,0.17070793374622512,0.3902597893659599,0.4811869594598238,0.5629725264345358,0.3565216772696143,0.27845614723206596,0.0935241788315092,-0.43735183015995077,0.5249402384499626,0.6305008583041949,0.298371407896974,-0.2196172302821695,0.40038638292704043,0.3760553493436094,-0.43609855860089264,-0.09184414753709352,0.5326793710958941,-0.09838058165691108,0.4844862872312481,-0.2616949034317607,0.5808746326204922,0.4444058360859495,0.4812059965187711
Thal_MDl_R,0.3955870703070949,1.0,0.28682508386169986,0.508821724648855,0.20644007553131077,0.2323674335428895,0.1381545064062227,-0.1850638594614245,0.3954200209368557,0.34368247772189653,0.012173914205348276,-0.2058213170012989,0.32632214503808515,0.44586015111889093,0.16606094290858572,0.5111291978077802,0.32009363416058084,0.34952832091486824,0.4437695179045951,0.397259127000326,0.39633051281591536,0.15704382070310788,0.160871165185407,0.6172908145589204,-0.08093266357719273,0.4604395193265474,0.18308097834598977,0.24709204938643548,0.35907395876011255,0.30428946516170197,0.14869233774888965,0.29162821535495276,0.1492607854884874,0.03806910591703716,0.404917944641033,0.18003508346982908,-0.04680458989972645,0.30087464951144166,0.2676132435388736,0.47812662997372835,0.32467015433849344,0.19775359463366413,0.19981030610042652,-0.013894102740598843,0.5241720008411971,0.08946106512595642,0.3724034696361416,0.21604515313706926,0.3105161814002746,0.33531605737921294,0.22147307126263688,0.528953820841915,0.3752493136824007,0.13120877087090002,0.10728636575198046,-0.19001233409911356,0.0987515194935344,0.44904296503053154,0.48027128588717505,0.18735146676524408,0.1179761287903728,0.22244216049436177,0.268500356987287,0.269722667722583,-0.16633501007825005,0.508749879224543,0.14713780095323276,0.38505751964086016,0.1822813160074389,0.4605422113819424,0.5725219890660606,-0.16894239496540447,0.13818106318309037,0.08374391888840396,0.11056838828629093,0.3991630960463819,0.2689359941801977,0.47348312838858025,-0.14536698251621324,0.3517249025746133
OFCpost_R,-0.051222949786088955,0.28682508386169986,1.0,0.30420188552043126,0.22907988823100886,0.019916732756083043,-0.3720399249560237,-0.46372070239307583,0.24888950493595974,-0.24082864235457646,-0.36307764242595336,-0.1018271103746488,0.1435545359000347,0.14526526440966356,-0.048018598025386,0.5493981192812799,-0.041943371151739024,0.583794950002411,0.08556651051314892,-0.024726111523016223,0.26511175241550144,0.28619427843677914,0.2543695556553404,0.3407603057529894,-0.5123415220441466,0.04646255990487799,-0.22379838761542623,0.15370087578980512,0.034582994599631184,0.07842327392879726,-0.38480959684976873,0.09908135965150891,-0.3757292084638895,-0.09398823618109126,-0.02523135180342038,0.15517916352886782,-0.3935340760177344,0.2440867529974337,-0.0890197853384696,0.19248163647479904,-0.02099167542926323,0.212369650680238,-0.24847774929759134,-0.31782506345787287,0.11660893504370137,-0.3115650659654642,0.5378549589903198,0.11726056720971663,-0.016090601990227275,0.08709156627452679,-0.1568618890811708,0.35251441036419645,-0.17676012096855048,-0.2092045285564661,0.28394439134495425,0.3823400369813335,-0.40626238016611566,0.2637064275733882,0.22874403620452732,-0.27212680735539674,-0.4394141095859733,-0.1652803577374508,0.29871300476495355,0.30179513882729225,0.48462483075271395,0.08953020626183374,-0.3326124744484038,0.543325469783416,0.259587494586189,-0.19493922802902997,0.3778412066704833,0.4366814882106326,0.16819734730432812,-0.4351721489011874,0.431850342535558,0.04736858846077449,0.6897143136750002,0.15001087003667465,-0.586410019171621,-0.04859150304446558
Temporal_Sup_R,0.5614238544479518,0.508821724648855,0.30420188552043126,1.0,0.3169888230334663,0.37237194122827716,0.21597689672901016,0.15049154769424547,0.6869671156416066,0.42344047073218455,0.3093139043154545,0.09838981754128223,0.5139427906795971,0.3606132869406949,0.40155932820066725,0.35331364630685697,0.6611795340366564,0.5114565527475251,0.5077616094542855,0.5604272394201822,0.32677320569270785,0.47771236771361497,0.6300424788273218,0.597989344646182,0.14250776086636383,0.7316762267190716,0.3718159267925727,0.19398084741760555,0.4366590629761756,0.6742939664603097,0.38547138644558415,0.4608927342419127,0.35847411841544,0.3902840630147297,0.5763136697329017,0.4907192645003317,0.2979272382686078,0.2037544270953288,0.4301160614429039,0.674757721291481,0.6188428680801169,0.49882673350073714,0.2870755130660823,0.21027662558552984,0.771309137018627,0.14025629607324624,0.3806105851250356,0.3395141044539413,0.48899438839194515,0.26857448530632033,0.5335783643598039,0.5621476771877222,0.41217106784169943,-0.12005906158184533,0.3072484128306405,0.005179535183024692,0.36530460597441977,0.22498272237117273,0.610534076129098,0.3518919519370103,0.38242880986325756,0.40956384986066396,0.32026901208873204,0.20649622153022332,-0.037359493725875305,0.7689021671714528,0.48687643189460034,0.5606288959811886,0.16625394181509595,0.21960969034902456,0.4979735344745589,0.027705475007802828,0.05777495523227074,0.22262726229466748,0.36202586300302264,0.47066123929819614,0.2598188141159788,0.7213946994390021,0.09897509496295591,0.4832147569617004
OFClat_L,-0.026149922408251584,0.20644007553131077,0.22907988823100886,0.3169888230334663,1.0,0.4205372886256685,-0.011964534053271038,-0.3112359545441667,0.19967026507370825,0.004395687122807159,0.0022460607024509874,0.32136743328246453,0.11383453448910803,0.21925986010794296,0.24563596419742992,0.13451082179944515,0.29075506321490224,0.2744857786563821,0.19469812089801122,0.2552029074348021,0.15270829370243513,0.2720197478035744,0.5171969927078179,0.24766934028278415,-0.15279487013302753,0.3011146362816708,0.0817139492529962,0.08103811523560767,0.1916210655318884,0.28645382982884227,-0.16721311535933528,0.18595473033355078,-0.05382455412847177,0.018255280422328768,0.19306574693632492,0.3884193841187051,-0.0032845979620944495,-0.13443445059234907,-0.16568529112948258,0.4006149913090303,0.18083407129658224,0.26495622519910367,0.3047059201593956,-0.24691699093550754,0.2100808657340656,-0.2079145195015814,0.35973991860408516,0.44467664484392216,0.21590101457478753,-0.17446379838170276,0.07952913177238458,0.176708560178932,-0.05203400187431546,-0.18365371588633225,-0.11572374799891938,0.5018405731019069,-0.043678406240607225,-0.09367143588363301,0.2881868120296839,0.1559026223219237,-0.000722075988927951,-0.11723719538073674,-0.029329392096355728,0.10102883726092081,0.45991314476728157,0.03009844864159205,0.11127798252633771,0.19827328990803866,0.39683887809276985,-0.06960921290914947,0.13688129215985603,0.43367394633488116,-0.07046389817944423,-0.002052613811773342,0.6516960088468201,0.1270567715473455,0.4746069830793591,0.3127728748947635,-0.1717152648911843,0.2232618576971957
Heschl_R,0.4208879206214765,0.2323674335428895,0.019916732756083043,0.37237194122827716,0.4205372886256685,1.0,0.35101824680074795,0.12291316566013726,0.0356145935662459,0.32183157964578496,0.3199455538914354,0.2671537076450438,0.2696958909932361,0.37997557434673856,0.2238361383090482,-0.1068301009701529,0.7097010148166495,0.2653817305100683,0.6538986622242536,0.5750280678413123,0.45563809982850245,0.2046528649169256,0.31958618979934206,0.4569980101159153,0.456658924210971,0.6196279865059419,0.6017796239282027,-0.04361434079050942,0.3455507415984094,0.5482034898098029,0.33740217394738004,0.42008693198422714,0.36436058502085417,0.48320104075864134,0.5366794598450202,0.4509054876507076,0.2058559651549326,0.0027899336039558863,0.45619648675193375,0.6328701443233399,0.5954816668980596,0.3931332002434073,0.7879107799286261,0.13501898515277239,0.42296207539278063,0.20184139740299362,0.2500708563216155,0.19483470046939996,0.581721732466832,0.052072396078116895,0.5081730289018025,0.4573603897400752,0.3406897774401781,0.05982147292741978,0.19057789982299722,0.020715387349886868,0.48335203584355446,0.17988211189214676,0.47835470792068596,0.5728518736440545,0.4791561854475725,-0.08215706424502943,0.19276646844488948,0.07176306492468185,0.03623264011605311,0.18553793376575795,0.6212259065940278,0.29602369940250217,-0.010538663145681627,0.2998427218088515,0.30624237927188147,-0.010906542615155912,0.036061273770086284,0.6152869483402642,0.1879056532998494,0.6128822254282061,-0.021943621349724614,0.5878970659022613,0.3077165344707172,0.4903688182424799
Cuneus_L,0.34892966164774003,0.1381545064062227,-0.3720399249560237,0.21597689672901016,-0.011964534053271038,0.35101824680074795,1.0,0.5719716446632046,0.02419566300654841,0.4792051213424318,0.4822415101791972,0.24334055725458406,0.03904483735046493,0.6062261600688724,-0.0038922096039054823,-0.22122225906463133,0.38152280569975405,-0.41894660874566414,0.3912409902742234,0.6849065942825626,-0.06391569752506762,-0.030751438395236398,-0.04444102389595169,0.39440670238112974,0.6296836062133527,0.5653311871140867,0.5849986692346119,0.4896374974591732,0.7064204576169342,0.4830987710247229,0.7268770094027354,-0.02402457151143481,0.9009870730993464,0.6224039079626563,0.48489540814151194,0.14067361376376591,0.4118454943869037,-0.20368265154455586,0.525135177995244,0.1367696749506703,0.2365234016183581,0.13451128778456786,0.40563552383028895,0.7269240100462849,0.4031794296967962,0.8821366446233555,-0.4718606278455615,-0.1640804746348966,0.6954531827525579,0.08753586785285719,0.6816155825841713,0.08973962974218501,0.583198015795952,0.25714577087853613,-0.11944650346897272,-0.34659095873769136,0.6535697455708095,0.053244145058707955,0.5258001790303297,0.5261580394207462,0.6830221828002812,0.36241983406304756,-0.3180374679320793,-0.09859487429793809,-0.3946258519187431,0.38891316453974434,0.6540766716486899,-0.32773204161054226,-0.3286657357672912,0.4318506483328681,0.2213608160689936,-0.430151600895973,0.006346727393809858,0.6905629049398937,-0.3857922201467773,0.4568117648100966,-0.2971348351535852,0.5022521129284628,0.541303095602631,0.4313323617121691
Occipital_Inf_R,0.37364221255496916,-0.1850638594614245,-0.46372070239307583,0.15049154769424547,-0.3112359545441667,0.12291316566013726,0.5719716446632046,1.0,0.11368213878487658,0.46578344679823686,0.7044620421090262,0.14963622844460117,0.1535801661095045,-0.020709562585828765,0.2709240248243903,-0.3282175452334201,0.32138583322156594,-0.2926579705243748,0.19903190604019155,0.2618352947654815,0.019544914449550987,0.18005103521756416,0.0652223416044262,-0.12136108765188171,0.7834057717408898,0.35312446221382143,0.47961682361659835,-0.08851987561141207,0.11389419609435844,0.2287629720375588,0.7441634762913845,0.1995045984732837,0.6881395028375609,0.6105665186268922,0.23781678366315984,-0.05212488456158173,0.7175345681904892,-0.15366117528194242,0.5843247175025842,0.05204770858064592,0.3585774251631136,0.01761477609426322,0.2721098385278298,0.61975498598566,0.2737975255215278,0.528303260180614,-0.38187587117462335,-0.12086449292259281,0.29497708825139674,0.00969650252769822,0.48876780268595693,-0.020048640157075182,0.4322931503829383,0.014555561774664235,0.12323689721273133,-0.2898629714228298,0.7482865515818986,-0.013175717353753523,0.04251073962025431,0.49850491122265106,0.7187257979826311,0.33160589142606856,-0.05136585584215844,-0.2657353131676327,-0.40166277146614077,0.3534587314025849,0.6780341753449811,-0.23239422009902155,-0.26154642646870524,0.1938035442381461,-0.017664455939800715,-0.31106416186874064,-0.21071530717750794,0.6112961978659198,-0.4017980681471217,0.16172640542174976,-0.5735113006740956,0.1284771804292314,0.7816524245228758,0.3040222201832326
Temporal_Inf_R,0.39103476337795995,0.3954200209368557,0.24888950493595974,0.6869671156416066,0.19967026507370825,0.0356145935662459,0.02419566300654841,0.11368213878487658,1.0,0.28421288376196646,0.37591319707029386,0.000786847332372203,0.2671744842773197,0.17673436881075918,0.5473684336934663,0.5565650060323433,0.3382542136108208,0.31502271974258805,0.29762078898115246,0.346957665956867,0.1631966048008484,0.24378510511515258,0.46881103792876055,0.3879723953544893,-0.009359341193510728,0.5103425631320472,0.13812124196351802,0.135064737727727,0.1806689269495091,0.298794347968306,0.2189148999392587,0.3570711073872493,0.1860680227128707,0.1986840201194245,0.35794640538646294,0.34094635397565,0.3516199431817209,0.04043676275344476,0.31852282758043604,0.39699049792867636,0.46802692898809806,0.32503621324414494,0.032520389452058346,0.013374052048955204,0.5020693191929905,-0.028902516381840028,0.324934314039621,0.3797353541972938,0.2183005380939504,0.14787917550115873,0.32625697431756473,0.3479913202812241,0.18599925234086875,-0.2531098831472721,0.2984053494089225,0.11719832020655582,0.188894863501692,0.15953914786396356,0.37696035153993795,0.2097196565366249,0.1985536573697281,0.36160906373257806,0.2124599994954584,0.07373139758532156,0.056060330904366656,0.602229368280591,0.2563977185352391,0.34437668238286867,0.3025609546280286,-0.04457165843647207,0.28402837842531475,0.1418294430445656,-0.030315470484570943,-0.04076915054552262,0.3881743827875234,0.11590824605396412,0.19956470593994724,0.40181382392393805,-0.02372141325346304,0.17786288689268578
Red_N_L,0.6701923362590883,0.34368247772189653,-0.24082864235457646,0.42344047073218455,0.004395687122807159,0.32183157964578496,0.4792051213424318,0.46578344679823686,0.28421288376196646,1.0,0.5257772891544542,-0.06190055880680266,0.15339690484601923,0.17356949863527096,0.29557288216399485,0.18271125526582832,0.5518619936397795,-0.026823425898892275,0.27149562214405926,0.5225629081392201,0.248732453511074,0.17527855724678978,0.18311656982356156,0.32013846725501577,0.5554762332371646,0.6488888812312994,0.5722489708985904,0.020696287565603426,0.22456541301672225,0.39890644415508664,0.6063884767813338,0.4248976832263607,0.5440519225297181,0.5272832994287862,0.5793748101677071,0.3215876991447446,0.4986493723195824,0.07911332425376565,0.6223274144001906,0.38094151164053125,0.621051170386971,0.07780348468785171,0.5127448404470882,0.40247798632370846,0.470153944307242,0.36696031867897655,-0.05424540156025394,0.00276593332382369,0.47564275659398275,0.14441640375259604,0.4374072201278946,0.4240164336983488,0.6019989766018118,0.07791269835539126,0.2725424534280976,-0.2993260858962517,0.5989561155988865,0.1763941042943995,0.36378498939546505,0.5412579239347963,0.6822405600664083,0.39696401323061076,0.1809668481864041,-0.045420170303010654,-0.3382269820109287,0.5008244020051034,0.6458567837161281,0.046096989586845806,-0.14803887014414707,0.33281218113191435,0.30281588329151105,-0.355816603744163,-0.08774263269399765,0.5886260483195827,-0.18724431414039597,0.376686658914798,-0.37665893996530436,0.43704320302985095,0.5222139106970113,0.32379565549142486
