,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
SN_pr_L,1.0,0.11156211796363392,0.7040518352042469,0.3539519076154718,0.5544346979908857,0.0018223485262918488,0.20564248580628552,0.06672911167832873,0.33866777644508766,0.31581808347458207,-0.006432125679342926,0.18528535008261474,0.42861785600134894,0.04780889390461745,0.03149752856898995,0.5893488212564544,0.26785872841131714,0.1569965755383026,0.3272163187817155,0.30801673717982103,-0.13232895613855625,0.47815217514590974,0.2555493762382514,0.224656499814302,-0.03023387400146811,0.5939634422392638,0.3748201144157833,0.14576835587877499,0.33193639306602785,0.14437344505466707
Thal_MDl_R,0.11156211796363392,1.0,0.2706485704944838,-0.020364321887445296,0.17577005946446675,-0.06760997724788727,0.0545043628155626,0.11964912579300374,0.19728248890849487,0.14203881914760477,-0.20640189076879847,0.1918364766783308,-0.2311031222333215,-0.20517463511700776,-0.18758237127751437,0.194513242549644,0.029306249107701087,-0.003493230268792195,0.42104416628407115,0.1224414322013672,-0.21850888532312643,-0.24234986165616737,0.03093713228266127,0.003914047458623137,-0.3236083782417845,0.19421316342428513,0.20943713108013062,-0.20887732893426733,-0.167797453610769,-0.05039656605916483
OFCpost_R,0.7040518352042469,0.2706485704944838,1.0,0.323002982421582,0.6305140420352962,0.08643422300373628,-0.013654357803604102,-0.0633780772343718,0.34468317462566983,0.22936080440112241,-0.1467428696236474,0.06475393402461618,0.38166076711170105,-0.1453109156140405,-0.0429220471226885,0.7259763643866387,0.23365741534050727,0.20567020875261613,0.3737907310189485,0.3290688682579069,-0.14569031087196468,0.5481047771920435,0.2698032452356818,0.21709897141010778,-0.2031686542003479,0.5953537758140764,0.2990799640390302,0.06762100973772928,0.19157033889940672,0.03733870138037507
Temporal_Sup_R,0.3539519076154718,-0.020364321887445296,0.323002982421582,1.0,0.5566932638936275,0.6007181949584928,0.4292564911025452,0.22551443439843277,0.7585098705111329,0.5225221655255079,0.3924721332845567,0.5027101083926373,0.24420229019594883,0.40329737598660553,0.46801414949078535,0.29175196307621415,0.8919006474489222,0.6777361976829033,0.4489257059948421,0.7675610480815469,0.17467033036064306,0.5375331105815135,0.8083378271364171,0.7440147883029654,0.16895403411138324,0.7887084249705196,0.7248825812241786,0.09388109896162164,0.6399196066854332,0.5269047866234499
OFClat_L,0.5544346979908857,0.17577005946446675,0.6305140420352962,0.5566932638936275,1.0,0.24437963515429856,0.23972138217080463,0.04269395384424473,0.37339410918620464,0.46474508505484996,0.015441071381527222,0.3365151143309862,0.31191778254937774,0.2227418279710335,0.10873894616955403,0.4708581881396579,0.49092210261122116,0.4266628378495783,0.4392525233728281,0.4866738701280377,0.18312701820420907,0.49629479133284854,0.4189037055910615,0.49013164463823783,-0.10593758028052704,0.6580620628229085,0.4820983606408697,0.18476158951551758,0.41112808693861475,0.35791930197026817
Heschl_R,0.0018223485262918488,-0.06760997724788727,0.08643422300373628,0.6007181949584928,0.24437963515429856,1.0,-0.1451260608781145,0.11777233870535624,0.606407934951314,0.2246814063312481,0.36041790508863486,0.07609500607651154,0.12248961577686242,0.04098759537063731,0.5109889313210946,0.14754105633397452,0.7079794298955976,0.7047626000154287,0.3995237490621911,0.5277719549299402,0.20510452022942624,0.38768736105565316,0.6929851402118599,0.49180155704816153,0.05331383398885573,0.5786339337788129,0.5810661259827204,-0.1518052209553402,0.09609671175620899,-0.05368742432933722
Cuneus_L,0.20564248580628552,0.0545043628155626,-0.013654357803604102,0.4292564911025452,0.23972138217080463,-0.1451260608781145,1.0,0.17190135072433635,0.2933219575787572,0.39580607840389626,0.1023075871947747,0.5672853400512825,0.0072954976390625795,0.7847881871172007,0.03521367543640844,-0.05624817295050641,0.26831319109575996,-0.0745674594986081,0.11107508936106468,0.408274742231327,-0.05786700771411578,-0.015754640588329916,0.21007172204941674,0.5253503014556263,0.1908990936118017,0.18617007896991927,0.33727055377652077,0.48085390487615515,0.8373805005259443,0.8372670884865747
Occipital_Inf_R,0.06672911167832873,0.11964912579300374,-0.0633780772343718,0.22551443439843277,0.04269395384424473,0.11777233870535624,0.17190135072433635,1.0,0.4348902347018495,0.2566233537087659,0.1853851088470957,0.5500132710246649,-0.22243726448061932,-0.09006199730079575,0.436236253150361,-0.025420277226898037,0.2957667366250933,0.24691327026664187,0.17480964130444523,0.17086895185962644,0.27315032280893925,-0.015129097767170089,0.15873105417247688,0.19385104076424287,0.29176959970639904,0.1865331965648255,0.1381980553636448,-0.22778080007798318,0.019574174417440623,0.01719210415340239
Temporal_Inf_R,0.33866777644508766,0.19728248890849487,0.34468317462566983,0.7585098705111329,0.37339410918620464,0.606407934951314,0.2933219575787572,0.4348902347018495,1.0,0.36721124721349524,0.24511427974602645,0.5507515673525768,-0.01094859559840896,0.08005427569825263,0.49984355708290534,0.4120279415853919,0.754901214044383,0.6177120063620263,0.5448128048912959,0.7098548811649158,0.10058011193682856,0.3355604700398861,0.673086925690418,0.6217312482962193,0.014011316384217746,0.7559601783575489,0.732807288750881,-0.09979629928251872,0.36734227149226206,0.19437486919960234
Red_N_L,0.31581808347458207,0.14203881914760477,0.22936080440112241,0.5225221655255079,0.46474508505484996,0.2246814063312481,0.39580607840389626,0.2566233537087659,0.36721124721349524,1.0,0.07290991802400294,0.4279422083109608,0.1120388711404149,0.3866815180128087,0.2474928695402786,0.15279666832146582,0.5658024559050145,0.5246888677306382,0.4999215242278529,0.6825120119002442,0.3388910490766111,0.286141994987101,0.5734683380283041,0.707453048862323,0.05567800512585469,0.5779196538186675,0.5208994991216227,0.08432808177225762,0.41922184234993604,0.4257001878507007
Vermis_8,-0.006432125679342926,-0.20640189076879847,-0.1467428696236474,0.3924721332845567,0.015441071381527222,0.36041790508863486,0.1023075871947747,0.1853851088470957,0.24511427974602645,0.07290991802400294,1.0,0.003857504555188942,0.17825128802235254,0.1977621107832685,0.7093723131160474,0.044801694212400725,0.47643140016000385,0.33241046364049837,-0.05584842249820988,0.11082732255240849,0.32040903877460153,0.3063857029744699,0.3902346687034887,0.1611648461008858,0.6592331602409641,0.21261632072641506,0.2789198261830618,-0.1481827956468579,0.18651754449756844,0.07692287300299117
Thal_AV_L,0.18528535008261474,0.1918364766783308,0.06475393402461618,0.5027101083926373,0.3365151143309862,0.07609500607651154,0.5672853400512825,0.5500132710246649,0.5507515673525768,0.4279422083109608,0.003857504555188942,1.0,-0.11367347654048461,0.29934437897921196,0.16164316098712175,-0.03930596158692426,0.3872843109386902,0.32869096362557804,0.34173058869890965,0.45086429116301796,0.10317867551419539,0.03541671643302799,0.27818154444876614,0.4886133166129638,0.08742210169189733,0.36159031522614155,0.294652338603238,0.16867072562686064,0.4836238523935226,0.5540801534370966
Thal_MGN_L,0.42861785600134894,-0.2311031222333215,0.38166076711170105,0.24420229019594883,0.31191778254937774,0.12248961577686242,0.0072954976390625795,-0.22243726448061932,-0.01094859559840896,0.1120388711404149,0.17825128802235254,-0.11367347654048461,1.0,0.1318900338476882,0.06412208745649998,0.3387176162448849,0.15827415404660664,0.1062172146539515,0.020571374143287663,0.0641914922186193,-0.16317080586212548,0.6785397612365001,0.20136619295098268,0.08382704455953441,0.15993241314583576,0.3097589024422221,0.20174586218794685,0.18909390313194116,0.3142469410569844,0.12105662660938016
Paracentral_Lobule_R,0.04780889390461745,-0.20517463511700776,-0.1453109156140405,0.40329737598660553,0.2227418279710335,0.04098759537063731,0.7847881871172007,-0.09006199730079575,0.08005427569825263,0.3866815180128087,0.1977621107832685,0.29934437897921196,0.1318900338476882,1.0,0.010063607970007838,-0.17696575682041074,0.27021845541467554,0.058155128941107456,0.043078887595678565,0.4519918500263353,0.07271771262875555,0.05269132463598364,0.2511007616444491,0.5988619033622807,0.15903643270605755,0.08758424615102077,0.2688984305055645,0.5741425839195801,0.7911799473349782,0.818091819333736
