,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R,Hippocampus_L,Thal_MDm_R,Thal_PuI_L,Cuneus_R,ACC_sub_L,OFCmed_R,Vermis_10,ACC_pre_L,N_Acc_L,Calcarine_L,Occipital_Mid_L,Cerebellum_10_L,ParaHippocampal_R,Thal_PuA_R,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_3_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Caudate_R,Thal_LP_R,Cingulate_Mid_R,Vermis_4_5,VTA_R,Red_N_R,Raphe_D,ACC_pre_R,Thal_VL_R,Cerebellum_Crus2_L,Cerebellum_9_R,Thal_MDl_L,Pallidum_R,Thal_PuM_R,N_Acc_R,Cerebellum_8_R,Rolandic_Oper_L,Precuneus_R,OFCant_L,OFClat_R,Thal_PuA_L,Angular_R,Cerebellum_3_R,OFCpost_L,Frontal_Inf_Tri_R,Cerebellum_4_5_L,Thal_LGN_L
SN_pr_L,1.0,0.11156211796363392,0.7040518352042469,0.3539519076154718,0.5544346979908857,0.0018223485262918488,0.20564248580628552,0.06672911167832873,0.33866777644508766,0.31581808347458207,-0.006432125679342926,0.18528535008261474,0.42861785600134894,0.04780889390461745,0.03149752856898995,0.5893488212564544,0.26785872841131714,0.1569965755383026,0.3272163187817155,0.30801673717982103,-0.13232895613855625,0.47815217514590974,0.2555493762382514,0.224656499814302,-0.03023387400146811,0.5939634422392638,0.3748201144157833,0.14576835587877499,0.33193639306602785,0.14437344505466707,-0.09908481866039269,0.18968258355334253,0.16052663016700736,0.6164085965383447,0.42208941831043245,0.5488929415002785,0.2076976307539961,0.3388220096751168,0.6352359349146901,0.30770618118465576,0.35189755474811507,0.2819106621398148,0.35137663578652073,0.5222314633033375,0.1123207447751412,0.031167567646454966,0.4190895254844831,0.3236903624932116,-0.009263497070076373,0.31604692106686144,0.24792809530593418,0.3483602194104008,0.3219671157303242,0.08632768047605463,0.17640513008987263,0.5241913276566147,0.32589192155444774,0.24990358145730934,0.1640589496514605,0.11312127628915172,0.3564728607822478,0.1815859055801402,0.23605362852415798,0.06986006158030367,0.39482507580889264,0.2197726227616348,0.4297603482101164,0.34098736794597095,0.538667305959584,0.1097190706247373,0.2466797142247352,0.21819115897626648,0.13736677802021427,0.42156391271446647,0.4366441340787234,0.4376052705190971,0.5326060380936857,0.23592353879410355,0.18631096300198724,0.041466436008321166,0.5170592210811265,0.015727037359443627,0.16404628257550033,0.2865757747810969,0.4747525064427853,0.3694204679041541,0.3700505165453331,0.19751615996097252,0.17092145903369552,0.2855194788670272,-0.021864666027587243,0.43457828507928803,0.5329790671842515,0.11072514915537308,0.42667465274782346,0.07662175074159551,0.5418893581675873,0.4122159150560391,0.2250286025421746,0.10746130508482186,0.3575046015817292,0.3190729674890612,0.3311681190885119,0.35155182930670803,0.44852886377183465,0.3038999870195266,0.6112881069234123,0.5685651951907765,0.3343217861850945,-0.3171058239997047,0.38065120770334154,0.3730605229471413,0.27158178837005587,0.282494583854868,-0.006179805215737162,0.2631014111930401,0.382577831092952,0.03961351291221487,0.23173694328013744,0.19285508453752312,0.37608733701645286,0.1355295941228982,0.5180083499097173,0.20615767922563455,0.09352310993612038,0.5682172518152131,0.46499253313966954,0.295477113190531,0.4615894741465111,0.263525908663399
Thal_MDl_R,0.11156211796363392,1.0,0.2706485704944838,-0.020364321887445296,0.17577005946446675,-0.06760997724788727,0.0545043628155626,0.11964912579300374,0.19728248890849487,0.14203881914760477,-0.20640189076879847,0.1918364766783308,-0.2311031222333215,-0.20517463511700776,-0.18758237127751437,0.194513242549644,0.029306249107701087,-0.003493230268792195,0.42104416628407115,0.1224414322013672,-0.21850888532312643,-0.24234986165616737,0.03093713228266127,0.003914047458623137,-0.3236083782417845,0.19421316342428513,0.20943713108013062,-0.20887732893426733,-0.167797453610769,-0.05039656605916483,-0.22093217874298787,0.28920765533815435,-0.07513631925743751,0.29963706891758307,0.07661922524613954,0.06326938536799544,0.1092730006116082,0.45466230327169543,-0.14657350811275657,0.1485560642232364,0.1922774812901151,0.24246351909237787,0.18095521782669707,0.2516685734841507,0.0586730196468258,-0.17434405215413384,0.5705413809219474,0.25939916481935,-0.1475950146276826,0.28693451434089934,0.16783523811469908,0.11498741854010693,0.16854221116409807,0.09417749014840493,0.23219907768966547,0.31173297343427026,0.08977107060710218,0.39241538387837943,-0.002249058117916104,0.20080893688250603,-0.03858902377476115,0.11785157390944416,0.04411044843331849,-0.03749783594578727,0.37753338563196703,0.022084245668909718,0.17750538017516973,0.053413364817450196,-0.1268805023287792,0.06773562030847928,0.19467725268437835,0.19698047480384798,-0.4323182332023335,0.050204623675714724,0.112708988748441,0.2369643521132398,0.21960995389942198,-0.10525114971818347,0.13127343576989436,-0.10141903478743718,0.23314814773578085,0.55608549637803,-0.06966150976987238,-0.010623215642164603,0.09944707912882526,0.21493963457350107,0.33326762651206504,0.23523394537560977,0.3179135613972717,-0.003308236309230626,-0.04265806628684452,0.04833687108981491,0.3144546989475183,-0.0036973673112404314,0.07860592092424207,0.11075237544606699,0.09090288796930918,0.15270555828548926,0.16702146064629875,0.3525090076240292,0.019877002922904705,0.038930300403487994,0.15646837961098897,0.15270208080451528,0.338212906409439,0.26118255995760165,0.08970108764273042,0.17039332747601285,0.30294174630027065,0.17400692625443556,-0.10518075275928453,0.2847516428779864,0.06932672768966532,0.24991010956809678,0.34940721042104383,0.3949536531279743,0.0829162272440198,0.03851852408292412,0.13406821204756345,0.1086150915379268,-0.11011570234881056,0.1272657264127857,-0.017356791749669392,0.15598861190766852,-0.0842948157488412,0.15053177253494057,0.1673876804088019,0.026009599122497076,0.21393307042600276,0.14350933999739152
OFCpost_R,0.7040518352042469,0.2706485704944838,1.0,0.323002982421582,0.6305140420352962,0.08643422300373628,-0.013654357803604102,-0.0633780772343718,0.34468317462566983,0.22936080440112241,-0.1467428696236474,0.06475393402461618,0.38166076711170105,-0.1453109156140405,-0.0429220471226885,0.7259763643866387,0.23365741534050727,0.20567020875261613,0.3737907310189485,0.3290688682579069,-0.14569031087196468,0.5481047771920435,0.2698032452356818,0.21709897141010778,-0.2031686542003479,0.5953537758140764,0.2990799640390302,0.06762100973772928,0.19157033889940672,0.03733870138037507,-0.31508921776504106,0.21460725963392058,0.13890242660241647,0.6624448858210039,0.40329143494147923,0.5008859417136361,0.12502918844011246,0.4137784787761662,0.6537642334671308,0.44558425474273783,0.4818726341702842,0.2903700732663395,0.31221335256796146,0.4426062825582131,0.18843088021761095,-0.11350030224702606,0.5445198970862581,0.3906762125496729,-0.16651586522331913,0.30056393894569816,0.3044262725318817,0.4366628817136804,0.30312643881030993,0.3098840438666758,0.33168900830421266,0.743421817581267,0.24850279536683414,0.19981176006530002,0.09670646241715498,-0.0801710201887876,0.2284084827191315,0.24303110249297152,0.27827910736716005,0.1195872355743951,0.688005727863746,0.22661465312809256,0.34922483906632534,0.43014858783836357,0.4622840619132794,0.07531992920618923,0.4371797238153114,0.45716304561213833,0.06431833767356335,0.33297475413345273,0.28048957298971144,0.49892277682922553,0.7536568416409453,0.0997860163639832,-0.024400241408443046,0.06607657255550536,0.48727492602049133,0.0986243814915295,0.0654882156935291,0.02200571124248823,0.601424962767472,0.5786998153667959,0.2937740719883067,0.47727422084904997,0.2698683131329595,0.1171279772054907,0.03183114099062012,0.21476799706019498,0.6200056942781234,0.27737128783026244,0.4005834995159117,0.06858137199489239,0.7331514984511437,0.42987776777544034,0.29711820853224125,0.4319107086227426,0.33781426563940903,0.36671690114922445,0.4446088194464783,0.4262203482997568,0.47919309828178447,0.36658813068299534,0.45815755559241883,0.7154339222329149,0.37419351042152804,-0.29693269823716,0.5339668780305525,0.3116448117671793,0.1524673223914832,0.173852977301707,0.08248636083996173,0.47152067947215426,0.3919812883318092,0.20483283334085284,0.05864550067745253,0.21579463187129894,0.20508422382502983,0.3787955321150567,0.5269710184579983,0.3067872465437202,-0.025476306225377453,0.5139790356208099,0.532587135547875,0.3283703242032975,0.4327416469643134,0.32970564804280844
Temporal_Sup_R,0.3539519076154718,-0.020364321887445296,0.323002982421582,1.0,0.5566932638936275,0.6007181949584928,0.4292564911025452,0.22551443439843277,0.7585098705111329,0.5225221655255079,0.3924721332845567,0.5027101083926373,0.24420229019594883,0.40329737598660553,0.46801414949078535,0.29175196307621415,0.8919006474489222,0.6777361976829033,0.4489257059948421,0.7675610480815469,0.17467033036064306,0.5375331105815135,0.8083378271364171,0.7440147883029654,0.16895403411138324,0.7887084249705196,0.7248825812241786,0.09388109896162164,0.6399196066854332,0.5269047866234499,0.3907954918485134,0.3260555514778032,0.19421975334598068,0.5994463054498969,0.833515705211957,0.6376832908390222,0.5608259969659717,0.4677571686033826,0.338660880020222,0.7788381769109233,0.7337698337651845,0.7125266873140484,0.6446117058172373,0.5716938074880359,0.7134024846852349,0.17341456582477233,0.3945186011053507,0.566023854663638,0.01833915608397552,0.5212383041972384,0.4358482770420957,0.6820347413928475,0.44131753044008926,-0.05053552742453906,0.17437929036921287,0.015439211399952003,0.723966719179426,0.5297116485107445,0.5335799957124806,0.4416010660110096,0.7860147534920887,0.49668788324456736,0.2620780838683257,0.01731453219936551,0.3705392949383241,0.8030144088057372,0.8191909864528009,0.7717501051772201,0.6328023510627874,0.20775375309517344,0.7531791298893353,-0.3078328063635831,0.2356002126497522,0.7964745811678376,0.6037497658679121,0.4969617238242307,0.6655773193111321,0.4486884977276195,0.31058892221712026,0.2258308362738842,0.7432922649819893,0.0018853714966125983,0.12875532543216608,0.4461574588831439,0.20196809310502822,-0.24809199971066614,0.4919346921730035,0.296478871844992,0.32833543351171673,0.7862115930649443,-0.005696482291396091,0.7339925736515452,0.6752273049852832,0.23833237017363332,0.8461706815534552,0.1984360873350579,0.13108307809820874,0.5508733764260181,0.2737160944921777,0.16239297328984642,0.8225764217474618,0.8651943991461605,0.7338689409315569,0.7938671355462306,0.5108254900845035,0.7465701139104567,0.7554242246906455,0.43099863103144026,0.6202876325716373,0.2130000543873661,0.44122751483420647,0.6804614006709031,0.22439711358952885,0.4539854061070408,0.057127370829535756,0.4673609365841249,0.6860807768814653,0.3067716912135332,0.5189288634301708,0.7425375391536168,0.6856286485913732,-0.09996655577576916,0.5427079710366151,0.25705488213840805,0.31906747540304603,0.6675463271338845,0.5562590125403101,0.8494547409580884,0.790262612880107,0.5628569092274751
OFClat_L,0.5544346979908857,0.17577005946446675,0.6305140420352962,0.5566932638936275,1.0,0.24437963515429856,0.23972138217080463,0.04269395384424473,0.37339410918620464,0.46474508505484996,0.015441071381527222,0.3365151143309862,0.31191778254937774,0.2227418279710335,0.10873894616955403,0.4708581881396579,0.49092210261122116,0.4266628378495783,0.4392525233728281,0.4866738701280377,0.18312701820420907,0.49629479133284854,0.4189037055910615,0.49013164463823783,-0.10593758028052704,0.6580620628229085,0.4820983606408697,0.18476158951551758,0.41112808693861475,0.35791930197026817,0.06562303100010987,0.09908207126016191,0.24200653883209472,0.6485213617029522,0.5904942727355548,0.5238060042304654,0.23281652890795634,0.4437974489578217,0.5557811248111422,0.570437219618792,0.5605903853977041,0.5272695374290065,0.49404549671924186,0.40749481338397714,0.36610045498689014,0.12956732532135293,0.4537715219037251,0.4134211451797022,0.024175482477426707,0.4271129481234212,0.30872281889818204,0.6018528134037079,0.3447586877972111,-0.006477465206835227,0.23368923595638935,0.5246784844235954,0.43581358724816144,0.24168660585504992,0.3693866057362261,0.18125699027324998,0.44145919855219523,0.3280344655381879,0.2780073813033924,0.2208617178885999,0.6287526143115879,0.41895709621702454,0.5859128625823301,0.5437724748169687,0.47196219401994965,0.06255506861903369,0.6141386529927046,0.043577178639067245,0.0546947471015163,0.5461553677571311,0.4963267455714885,0.47740003895793703,0.6722441329834344,0.2869789406522263,0.21913821940037678,0.07162096652818077,0.5702928809921578,0.03734422531077542,0.1004947338223713,0.2527470160002098,0.4827935594052028,0.12610906134594452,0.3331387590717944,0.34073455570963534,0.22324619377431443,0.4256951733503328,0.06336249878283617,0.39148228203174135,0.6271963669402411,0.26533861954858584,0.5881951769510767,0.016254660363455516,0.42741470384774194,0.42528104832320535,0.48259648706371,0.2571070547269767,0.5199795415587236,0.5597212547037367,0.6262034377707563,0.6214889547239618,0.40967057935448914,0.5454483982928546,0.5238330293787478,0.6239513237706825,0.45328243074198676,0.035655786985296443,0.4929435202719153,0.565641995988028,0.04978608235411052,0.2242183031100628,0.01640741554990316,0.4596327957357216,0.33971438602209325,0.3978028419611413,0.19800244575903184,0.33424725186915194,0.5082954190380864,0.045085774062348885,0.5306297710782931,0.38829676728498147,0.2520392920674358,0.5132265332480388,0.45724810263046345,0.5240079784202812,0.5198110773309227,0.3811891347930017
Heschl_R,0.0018223485262918488,-0.06760997724788727,0.08643422300373628,0.6007181949584928,0.24437963515429856,1.0,-0.1451260608781145,0.11777233870535624,0.606407934951314,0.2246814063312481,0.36041790508863486,0.07609500607651154,0.12248961577686242,0.04098759537063731,0.5109889313210946,0.14754105633397452,0.7079794298955976,0.7047626000154287,0.3995237490621911,0.5277719549299402,0.20510452022942624,0.38768736105565316,0.6929851402118599,0.49180155704816153,0.05331383398885573,0.5786339337788129,0.5810661259827204,-0.1518052209553402,0.09609671175620899,-0.05368742432933722,0.18537765799489142,0.36883457523969054,-0.12885906881991596,0.38911876528985845,0.5829643530779092,0.246208729864225,0.2797848746043243,0.41227516542329634,0.04218298984162358,0.643748895362577,0.6601909820340663,0.3196108184552222,0.5550107471046647,0.38108615943137564,0.8182826644381622,-0.050662024305673584,0.27559679812831234,0.6141446369903413,-0.4106082486236582,0.3001708607442857,0.4584998393092636,0.5719517581591549,0.3143935296573746,0.17702932886205733,0.4524981368611539,-0.03478151687676834,0.4033449577978104,0.48007659276565945,0.09234448208143227,0.409902469278845,0.4893541131587791,0.5018440283770172,0.4729147797055262,0.04052311945971232,0.2481792101038923,0.6915878629092244,0.5637996851605573,0.5281090640269935,0.15786043486370183,0.04103249108580622,0.6167215717133263,-0.20179659324882554,0.12863933222710078,0.4776918210988049,0.17897196506729757,0.31350506098572956,0.44290563673485406,-0.03256849296644638,0.21188826348975603,0.29132017400825094,0.5108224880586169,0.056426719271501,0.03538783502248267,-0.09719219846819643,-0.0744586771005139,-0.2929329568916073,0.4669506561619777,0.5266623240541288,0.3584796268047109,0.46054423713560083,-0.11723011612036867,0.3366739771687545,0.5144400736172922,0.3840778317921666,0.5250837790107363,0.07467425669961351,0.11984873546683542,0.546957169304834,0.27774398034062076,0.3152038216067719,0.6096902674416539,0.6905299796714824,0.5214977092307541,0.6815013610360393,0.2746610956786339,0.5835538923731807,0.27195961658311946,0.22630896613995657,0.3864649497877579,0.14379111575613135,0.5787649029242766,0.485560562150848,0.1537719527147276,0.419138805786293,0.3246760234936333,0.5011961299940773,0.39121096006461825,0.46863609551824803,0.36979872898562,0.7736169178201279,0.22840843039401554,0.17423600172829365,0.381320928325922,0.3876023792139206,-0.20715373951820698,0.44313524375108126,0.32343229936802703,0.7300613009230842,0.588360637304651,0.47897840614224796
Cuneus_L,0.20564248580628552,0.0545043628155626,-0.013654357803604102,0.4292564911025452,0.23972138217080463,-0.1451260608781145,1.0,0.17190135072433635,0.2933219575787572,0.39580607840389626,0.1023075871947747,0.5672853400512825,0.0072954976390625795,0.7847881871172007,0.03521367543640844,-0.05624817295050641,0.26831319109575996,-0.0745674594986081,0.11107508936106468,0.408274742231327,-0.05786700771411578,-0.015754640588329916,0.21007172204941674,0.5253503014556263,0.1908990936118017,0.18617007896991927,0.33727055377652077,0.48085390487615515,0.8373805005259443,0.8372670884865747,0.46215465721312804,-0.13682437835573208,0.3597137575447184,0.14697917190528262,0.4165821568073531,0.29704459339989175,0.370666918842453,0.06568097410051141,-0.0071937075118045524,0.10962565366276246,0.12256256700477824,0.5352039210800533,0.2283722964463026,0.1735257475642208,0.042067411676785973,0.4000338957314788,0.04745378505313861,-0.04346511684924446,0.6934115212217002,0.38556791614472014,-0.07127124131999478,0.22716565846320136,0.2300896165579178,-0.2839401625902332,-0.35798066669669654,-0.17950195054123996,0.40495142894284397,0.25496426054775145,0.7136480043460821,0.27796569909971686,0.36909808935336663,0.009604763720556912,-0.288804616740843,0.015387800758216594,0.019169056662251407,0.2510468959384293,0.371587497912072,0.12032928689980832,0.37471997972477655,0.27725306973348396,0.14795057080210988,-0.22004396205475713,-0.0063554476688083795,0.3854842805513065,0.581033558377434,0.22398633773968735,0.15632872581774898,0.8310690005610533,0.21240150372466526,-0.13862210292555388,0.2666291220949366,0.06263198722360264,0.18698256135827365,0.8731475635564346,-0.012167163551063861,-0.1092973179674469,0.1090801747055479,-0.3054686111326509,-0.01368237476062503,0.655155533131926,0.17666362802744698,0.5860865754374364,0.15185075681803067,-0.2782162177548098,0.498792488149215,0.18530847282740096,-0.197854220561885,-0.10581966481908346,0.11819700910600474,-0.18439338067742672,0.43769682151234135,0.24167357551877372,0.35907418548271686,0.10127403894083137,0.24443361102590455,0.34570472749769987,0.5606475801094105,0.023597905320994764,0.3129157301468153,0.313100816571312,-0.3294509764985012,0.3582461449559563,-0.08915958426152208,0.1323749221889271,-0.18683252468230713,-0.041461439685292464,0.26050220344370467,-0.24859413373976327,0.2986576993077476,0.12943684150581106,0.8004141442863596,-0.3881037884470003,0.030269971254696427,-0.1911538058357118,0.7972591529626901,0.1570496430034851,0.16474480617312154,0.2403587962652127,0.2826368034206091,0.06119169144912643
Occipital_Inf_R,0.06672911167832873,0.11964912579300374,-0.0633780772343718,0.22551443439843277,0.04269395384424473,0.11777233870535624,0.17190135072433635,1.0,0.4348902347018495,0.2566233537087659,0.1853851088470957,0.5500132710246649,-0.22243726448061932,-0.09006199730079575,0.436236253150361,-0.025420277226898037,0.2957667366250933,0.24691327026664187,0.17480964130444523,0.17086895185962644,0.27315032280893925,-0.015129097767170089,0.15873105417247688,0.19385104076424287,0.29176959970639904,0.1865331965648255,0.1381980553636448,-0.22778080007798318,0.019574174417440623,0.01719210415340239,0.46813696468007493,0.20929865369320497,0.030079384202870135,0.18037824020195026,0.0992743575923168,0.2829089432929001,0.6477585452614442,0.30214453545369596,0.03066300456331747,-0.022051246096070842,0.0029046653905238466,0.3741072716771024,0.1690688045925616,0.07358804506424176,-0.024011361459122797,0.15022094795906807,0.07097765442850615,0.021702262426530502,-0.21608454576667485,0.15535046060390378,-0.08110575249807146,-0.09837207475009774,0.16489963750859535,-0.46158311759683074,-0.3250323893532634,-0.24405152014091094,0.581832843555564,0.11840513302765115,-0.14910466859189045,0.4580401339314272,0.5169187159763146,0.07084973631373133,-0.12191612847184027,0.03319584806468205,-0.006835936051900367,0.05680285244369964,0.3294253298050327,0.23110560748973807,0.24455050625959146,-0.22937032732644255,0.07848661465323425,-0.46313450773730075,-0.20343259055820898,0.34441125030880554,0.481595157387193,-0.018326646366116185,0.16058261466594928,-0.13249790401586234,0.4298456203048444,-0.3011935076736186,0.18421920209548356,-0.20911136874085967,-0.2689963579078767,0.10022130784024604,0.13112244322552769,-0.36647497956893904,0.17801187376330646,-0.2959022804938008,-0.07555971340693746,0.33812626588692585,-0.3225373122046767,0.16726973219875796,0.14612602020059032,-0.2599703413623295,0.12482177793735312,0.3334290428226566,-0.3472765899799204,0.13663700711399257,-0.20032713693733212,-0.16183432548344628,0.06744142776269514,0.15471263255496878,-0.11623201170906779,0.20302997305438214,0.043205332948865444,0.13125803426804483,0.32892505106339615,0.12751956985464605,0.16475897909099144,0.23061791619314773,-0.08732080008002557,0.4264256732865137,0.30584932014864785,0.4988925647430861,-0.025038561892869377,-0.1288406104367632,-0.04391314938220221,0.17576143900697447,0.6538418591653096,0.0554421715332244,0.1365146271923449,-0.3656794651582498,0.17267153911104796,-0.06432107076338593,0.17288089655739344,0.07300719907307618,0.1924898895951458,0.14017595839761166,0.1570650021077562,0.020226643451771872
Temporal_Inf_R,0.33866777644508766,0.19728248890849487,0.34468317462566983,0.7585098705111329,0.37339410918620464,0.606407934951314,0.2933219575787572,0.4348902347018495,1.0,0.36721124721349524,0.24511427974602645,0.5507515673525768,-0.01094859559840896,0.08005427569825263,0.49984355708290534,0.4120279415853919,0.754901214044383,0.6177120063620263,0.5448128048912959,0.7098548811649158,0.10058011193682856,0.3355604700398861,0.673086925690418,0.6217312482962193,0.014011316384217746,0.7559601783575489,0.732807288750881,-0.09979629928251872,0.36734227149226206,0.19437486919960234,0.2962967451506147,0.5433855112510653,0.12873271098389677,0.6636547503498113,0.7370971818656566,0.5597502524051199,0.7257710360452813,0.7119960486017928,0.18185398807788558,0.6404887012306496,0.6952931954799326,0.6627238579502988,0.658553245194059,0.5721600275874891,0.5882623684538875,0.061711533319277416,0.5220125978689503,0.6177631600862098,-0.3055565781940412,0.5263937898314871,0.374587078114584,0.5215288724281213,0.525148274993434,-0.02170470811969741,0.19516988657554507,0.07248327593842518,0.7366186482082716,0.5931544713786021,0.21706704074848415,0.6712153812165155,0.7228821646415639,0.4473838557453601,0.24093085334734893,0.05095181212869334,0.39994658178833836,0.5819033806089448,0.7996275086489444,0.6305564361500867,0.4729500556500807,0.022034316636189252,0.6620241736206313,-0.19976871773374738,-0.05137610105568071,0.6439073023365177,0.6170373302624337,0.5576100224728874,0.6905321124685757,0.19607296912023117,0.3896815812759296,0.08445861521539613,0.7326392904269786,0.12248353171296184,0.006986301223530608,0.28517033159473754,0.25291558246319934,-0.13304416368910288,0.6597553225165238,0.34085140180623213,0.431461963005937,0.7144972093191793,-0.19653594747409275,0.6195682296692357,0.7410021121796359,0.15631249977373823,0.7242995566706791,0.3025792913015073,0.1397690155785874,0.6132728106222322,0.12659902566223372,0.34045704870658744,0.7337012915804587,0.7248560036399231,0.5557872296869734,0.747609736028729,0.4845866016996449,0.750494600861747,0.6607503933366002,0.4986180255994573,0.6819828590547854,0.16474582600688234,0.38810899922078007,0.70355585841274,0.2510640395992788,0.7891453313136992,0.21053016680802164,0.501892287586302,0.5140589828367685,0.40595046868056356,0.7497986928884529,0.6743339944984778,0.47329824213058236,0.0580589678414614,0.4407568012010996,0.1975718200820762,0.1115573973178477,0.5830949786275499,0.5962482037833776,0.6982368509784255,0.7647903071193853,0.5154000749359005
Red_N_L,0.31581808347458207,0.14203881914760477,0.22936080440112241,0.5225221655255079,0.46474508505484996,0.2246814063312481,0.39580607840389626,0.2566233537087659,0.36721124721349524,1.0,0.07290991802400294,0.4279422083109608,0.1120388711404149,0.3866815180128087,0.2474928695402786,0.15279666832146582,0.5658024559050145,0.5246888677306382,0.4999215242278529,0.6825120119002442,0.3388910490766111,0.286141994987101,0.5734683380283041,0.707453048862323,0.05567800512585469,0.5779196538186675,0.5208994991216227,0.08432808177225762,0.41922184234993604,0.4257001878507007,0.26726154375219485,0.0809320101598202,0.08320954137266409,0.5906050539073447,0.6173698745918833,0.6223877470083453,0.4874576962338587,0.2810311351400199,0.2248161609828522,0.5250971489777839,0.5397727758447611,0.5854544982877347,0.5029865925357874,0.43282410548700895,0.4223198454594373,0.017575335433245753,0.3834300093216135,0.42648557315357777,0.07171573245396988,0.3782195398175065,0.3281499878029591,0.5560946592303597,0.5404113327197784,-0.2388326677087632,0.12706136369610121,0.04517030639955977,0.6041723354647305,0.35139814869906294,0.43556356923721556,0.3651468217711531,0.5510245522941444,0.48994126195037496,0.31930848909661,0.2514850686973325,0.36507301196817277,0.5558584538076495,0.6413730253878598,0.672948733942929,0.5506406881880574,0.31880335749553507,0.5458281403096383,-0.36894403453925445,0.11344480808143317,0.6472138484807314,0.5919934139169944,0.31508859858690724,0.3979431924495677,0.3281611453210373,0.3963490459822047,0.12904543148619618,0.6086777244999173,0.14665716110984112,0.07028433448571542,0.34157920355606763,0.34854136961036597,-0.26046927014590116,0.37777857340219284,0.1276759369525572,0.3305609031340856,0.573144629761064,-0.1098452296097941,0.643504751007502,0.5211295271478966,0.08885037014157088,0.6380350421678859,0.20968846091416501,-0.0706565971159644,0.29855099694895143,0.25676285544063143,-0.1362736318237663,0.5252456211472546,0.5922266073991053,0.5425387466583063,0.5788570053351684,0.31297557055613967,0.6067560675119221,0.5851838392424019,0.3721336486099096,0.5819662537595988,0.3542514136478474,0.23995450358828718,0.6226789338104979,0.2835554543850846,0.3173880488644823,0.0969505222639381,0.2235195782195562,0.3910622719650459,0.2475676580056089,0.4277237087490073,0.4331734531500254,0.5921259712291257,-0.27171195683158816,0.3433746762426182,0.2880752979465259,0.29758842252596757,0.4960290263562133,0.4702670426962724,0.5849658059843541,0.5719898912924799,0.42720665223280124
