,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pc_L,1.0,0.34849220974413614,-0.2312821991736143,-0.10686495589224271,0.022269875985119012,0.09621696285408206,-0.02075095305328983,-0.28083729141385605,-0.25573455217203805,0.20474524622120238,0.06516721249256353,0.41117581103144973,0.2631753192077389,0.029400632148134966,0.3897657120435254
Thal_MDm_R,0.34849220974413614,1.0,-0.1508746939229187,0.11412451671312555,-0.21975484670414921,0.43786099642168047,-0.385458399626663,-0.24889234043440844,0.07793498774459644,0.25092919390485413,0.3060478456380107,0.6504814721331837,0.2521420998965808,-0.3965485999587918,0.40934612883631816
OFCpost_R,-0.2312821991736143,-0.1508746939229187,1.0,0.6656220572909655,0.5750172718500534,0.047222332138183234,0.6437168187169111,0.5664948623574132,0.26206011887370656,-0.5903596694591748,0.45913428088046515,-0.1552806188827063,0.3845458941827216,0.44163899801007744,-0.08846036812820886
Temporal_Sup_R,-0.10686495589224271,0.11412451671312555,0.6656220572909655,1.0,0.4205754548960098,0.42657869838128987,0.4929032629960089,0.5860130381844854,0.5353257256563662,-0.6000855799552919,0.35969145912637074,0.12344253711014712,0.545178078368846,0.20770948250058213,0.13633250671470679
OFClat_L,0.022269875985119012,-0.21975484670414921,0.5750172718500534,0.4205754548960098,1.0,-0.12244143207613883,0.7283880458369207,0.32129631854795476,-0.02272761403062793,-0.4680811634134852,0.3699483992424069,-0.03299148831088419,0.35284071510951565,0.6307873965376316,-0.00683488651006789
Heschl_R,0.09621696285408206,0.43786099642168047,0.047222332138183234,0.42657869838128987,-0.12244143207613883,1.0,-0.2311943627418891,-0.06666700005162832,-0.06122721491389289,0.08412016837389882,0.24932794823009322,0.4249766397055457,0.47730791052823046,-0.19386076745862604,0.33609572073830046
Cuneus_L,-0.02075095305328983,-0.385458399626663,0.6437168187169111,0.4929032629960089,0.7283880458369207,-0.2311943627418891,1.0,0.5405887816293159,0.15700635736221014,-0.5896997141156888,0.27118698100131916,-0.18578477819944147,0.4214457623462645,0.7743563273246591,-0.03363007718585701
Occipital_Inf_R,-0.28083729141385605,-0.24889234043440844,0.5664948623574132,0.5860130381844854,0.32129631854795476,-0.06666700005162832,0.5405887816293159,1.0,0.4541645709935644,-0.7142417777078214,0.12168664169236357,-0.3462787026178256,0.12252963921163491,0.23354972636530977,-0.1864033198096483
Temporal_Inf_R,-0.25573455217203805,0.07793498774459644,0.26206011887370656,0.5353257256563662,-0.02272761403062793,-0.06122721491389289,0.15700635736221014,0.4541645709935644,1.0,-0.36533389460583154,-0.012494829917119145,-0.06180417117001791,-0.023668293849379605,-0.18866632038237677,0.06506377912812987
Vermis_8,0.20474524622120238,0.25092919390485413,-0.5903596694591748,-0.6000855799552919,-0.4680811634134852,0.08412016837389882,-0.5896997141156888,-0.7142417777078214,-0.36533389460583154,1.0,-0.27354570092549546,0.3592348369600589,-0.1724821846779217,-0.26643807949804,0.25562368190522317
Thal_AV_L,0.06516721249256353,0.3060478456380107,0.45913428088046515,0.35969145912637074,0.3699483992424069,0.24932794823009322,0.27118698100131916,0.12168664169236357,-0.012494829917119145,-0.27354570092549546,1.0,0.36655536303067615,0.5727988120137507,0.16588218686457032,0.29725552019279605
Thal_LGN_L,0.41117581103144973,0.6504814721331837,-0.1552806188827063,0.12344253711014712,-0.03299148831088419,0.4249766397055457,-0.18578477819944147,-0.3462787026178256,-0.06180417117001791,0.3592348369600589,0.36655536303067615,1.0,0.5142588047735086,-0.0775258346377108,0.6899352573802261
Paracentral_Lobule_R,0.2631753192077389,0.2521420998965808,0.3845458941827216,0.545178078368846,0.35284071510951565,0.47730791052823046,0.4214457623462645,0.12252963921163491,-0.023668293849379605,-0.1724821846779217,0.5727988120137507,0.5142588047735086,1.0,0.32808641728945453,0.47388744603915833
Vermis_9,0.029400632148134966,-0.3965485999587918,0.44163899801007744,0.20770948250058213,0.6307873965376316,-0.19386076745862604,0.7743563273246591,0.23354972636530977,-0.18866632038237677,-0.26643807949804,0.16588218686457032,-0.0775258346377108,0.32808641728945453,1.0,0.058657990252918124
Amygdala_R,0.3897657120435254,0.40934612883631816,-0.08846036812820886,0.13633250671470679,-0.00683488651006789,0.33609572073830046,-0.03363007718585701,-0.1864033198096483,0.06506377912812987,0.25562368190522317,0.29725552019279605,0.6899352573802261,0.47388744603915833,0.058657990252918124,1.0
