,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
SN_pr_L,1.0,-0.5162639296414225,-0.23034554444963448,0.4586917357857425,-0.19840067337535539,0.3148715961213539,0.5524229277860548,-0.09106699262655336,-0.010962189346119335,0.6516350379200184,0.17771400059030704,0.3175597044655177,0.18739237128064112,0.5065626066011266,0.477561155634754,-0.21779525732060026,0.40753838698530737,0.014282087828477537,0.22003220435409046,0.612352485742074,0.5042310610254057,-0.052678442271880774,0.25910916114095395,0.6838990079641921,0.2060103490819759,-0.0708858486364733,-0.16368485932517515,0.1774543784160058,0.45780195711527977,0.49948705405307464
Thal_MDl_R,-0.5162639296414225,1.0,0.23787804716045036,-0.35005919404101543,0.3202404807482833,-0.031151034775778724,-0.5627388434988918,-0.07852373156901037,-0.03953375072006881,-0.23944666246655885,-0.23306870642279645,-0.33264990269150857,0.014298947898254147,-0.24715183983532035,-0.549567711614525,0.6873205414656116,-0.3849520412755227,0.2346262589679703,0.13058651676879018,-0.42138842395769677,-0.6351578682399843,0.47228124995721665,0.016370564959268866,-0.4936378526927357,-0.36223517148751233,0.3123372189493796,0.3736532150445258,-0.15549387329303194,-0.29295929039145585,-0.30921921493484295
OFCpost_R,-0.23034554444963448,0.23787804716045036,1.0,0.30340079389644414,0.2314676508778091,-0.4101585298969278,0.12090988832473347,0.1379724087522329,0.7322825307475039,-0.32948599847420773,0.57245360801228,0.07351826727945479,0.1365114517352542,-0.6750615440612773,0.17346319270063393,0.18848967266898825,0.15770586262554792,0.022458379266947423,0.3267945681606863,-0.1711896658858844,-0.047463885813262115,0.3411415041521948,0.45249201210024603,-0.3249688352238246,0.5196900549012972,0.5576025262632225,0.6975248716016964,-0.25986865065202014,-0.5860200399630503,-0.657518449478039
Temporal_Sup_R,0.4586917357857425,-0.35005919404101543,0.30340079389644414,1.0,0.015130263059645734,-0.04003496414561913,0.744864817245079,0.31452461408594373,0.607517312571902,0.1777757625815686,0.5332303897432675,0.16955514045569967,-0.012582485433633097,0.03631200630258873,0.4792551420833122,-0.23803982083535863,0.22151249603142037,0.19302261614485358,0.28463930470722304,0.5322144086003896,0.5205327632513249,0.3130999257299535,0.5565735552808398,0.4323912958635292,0.4967614093697631,0.2029030141632197,0.11819671297327947,0.27868408248938237,0.10569543547400524,0.18688615735458058
OFClat_L,-0.19840067337535539,0.3202404807482833,0.2314676508778091,0.015130263059645734,1.0,0.27971288879666706,-0.22507793873444049,-0.20506786623166673,-0.13077429624749717,0.07520881372812352,-0.15366681141466082,-0.18477750881408456,-0.010271228263638209,0.11041098733892661,-0.28204812122505746,0.5524316225737591,-0.06283111855923909,0.4640262777514655,0.18589985942510676,-0.033998206720389466,-0.27147469342261743,0.5222690910734341,0.2981506331874092,-0.09579914248996342,-0.29851796960851945,0.3406434946190976,0.16458695586707298,-0.09483513866445313,0.023031261528038686,0.1230578188202914
Heschl_R,0.3148715961213539,-0.031151034775778724,-0.4101585298969278,-0.04003496414561913,0.27971288879666706,1.0,-0.1120762201634886,-0.28838411909593403,-0.6302977382241491,0.5434913349791932,-0.4361079180942073,-0.08665997706395796,0.03596909684486228,0.7445507645082088,-0.19667064073615687,0.2956780386098299,0.3332120704782575,0.26752717438168144,0.2021820155733097,0.29903462871012865,-0.12221550732487016,0.2346942957268637,0.17095851029273357,0.4170161341993502,-0.4896586515195114,0.21694315270332745,-0.19358450691499834,0.09626010008199501,0.5707208959336723,0.6374878282104126
Cuneus_L,0.5524229277860548,-0.5627388434988918,0.12090988832473347,0.744864817245079,-0.22507793873444049,-0.1120762201634886,1.0,0.42321315288471467,0.4856032840273206,0.23495224290790115,0.5039270447061369,0.2288252813720191,-0.04791134768062599,0.08099717023826149,0.5827303060827329,-0.4085216771196237,0.219527416228326,-0.10387866643015939,0.18886727944288365,0.6659962423474881,0.5176853045191894,-0.08962621119771147,0.2054117036418283,0.6055931486223831,0.4854747266794503,-0.08507188856421499,-0.101912734455662,0.4814670367838657,0.21693751332652236,0.21803516772505319
Occipital_Inf_R,-0.09106699262655336,-0.07852373156901037,0.1379724087522329,0.31452461408594373,-0.20506786623166673,-0.28838411909593403,0.42321315288471467,1.0,0.3494194256522469,-0.1389491322961715,0.14273830183780342,-0.020137585820163027,0.051332281769302546,-0.1635631904772722,-0.04479066369257223,-0.13646933090022373,-0.3095036546139972,-0.0704681152893178,-0.15361994389825692,0.16874803075159395,0.008425914000456898,-0.047757367925118796,-0.22920414414357787,0.0496279375765605,0.011349588921460211,0.07501168558854898,0.08303770511248523,0.6639152427514599,0.034465360734778294,-0.07565833203616808
Temporal_Inf_R,-0.010962189346119335,-0.03953375072006881,0.7322825307475039,0.607517312571902,-0.13077429624749717,-0.6302977382241491,0.4856032840273206,0.3494194256522469,1.0,-0.30323377203614443,0.8329088421416901,0.17082655549512685,0.02352215696231774,-0.6300693424601075,0.4646986389210261,-0.14768431724673578,0.04556273167280561,-0.1191973773012879,0.15790277848057332,0.11986341087073205,0.2943667122823766,0.23127986136378947,0.4083717153933223,-0.055815987251481014,0.769132693074651,0.20548237050368803,0.4922106055268303,-0.0509910194399463,-0.5431146303146156,-0.6023533921802444
Red_N_L,0.6516350379200184,-0.23944666246655885,-0.32948599847420773,0.1777757625815686,0.07520881372812352,0.5434913349791932,0.23495224290790115,-0.1389491322961715,-0.30323377203614443,1.0,-0.13743235182573488,0.21016743033860383,0.35544743478763496,0.7658190003591591,0.11005259164706743,0.2863625423496248,0.33098176269791757,0.15616533754663398,0.3178412869684584,0.5600483391836073,0.13845343740469068,-0.049380643507411164,0.008274999439461857,0.6502923910067374,-0.2455979939525138,0.051459507139230434,-0.11551697529889474,0.3039458483026506,0.6633761859854788,0.6378204896331776
