,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,SN_pc_L,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_M,N_Acc_L,Red_N_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_PuI_R,Olfactory_L
SN_pr_L,1.0,0.10298456834185812,0.13495552898576488,0.12575723987333684,-0.11645277246021178,0.009069777183697843,0.07475678366889454,0.1533136916181228,0.03935739872405639,0.4059066699986418,0.32007957768891804,0.12202855035577236,0.4130077475814988,0.3856292482378259,0.44144345547137764,0.10715515312942557,0.06751717034594046,0.40397815808376075,0.208696295911856,0.35673742162623445,-0.03631018793826308,0.14786583815866097,0.13293054983575364,0.37096367598676033,0.0844689572453951,0.44101817831539647,0.04908316600417644,0.3633327069026799,0.3677455490050963,0.2968401470301104,0.1599996488897902,0.2734237663451065,0.2181201449665609,0.34829095476404304,0.4440574018017827,0.22367900209562683,0.267718287090347,0.26467009241359657,0.011267838035005822,0.011489442947699612,0.4599973054837912,0.2598508862860907,-0.06683370521661147,0.17780494128736865,0.3246729091004612,0.09558796084789636,0.17032681725458124,0.2072278865182166,-0.025829596430973187,0.24092663467554679,0.3021017048376535,0.4696382547313827,0.37307395637854296,0.12323633770443533,-0.13990884796036301,0.21415438690610428,0.47685600165917347,-0.24492652058843944,0.3818439167056473,0.3858504548173597,0.5067325767373034,-0.028280350008998617,0.17656106255835008,0.1342465093696244,0.2640604760765269,0.3504747191635419,0.10091388545172927,0.3523824271374684,0.20812036542405524,-0.1940802862664639
Thal_MDl_R,0.10298456834185812,1.0,0.07139840446507517,0.26433038518137675,0.23662099331158157,0.4168236595671701,0.06759356109966207,0.19908864434953658,0.12439685283890951,0.3962631999132657,-0.043406287586302814,0.49044479881128394,0.36190476458088194,0.37470709651197404,0.03491311182529413,-0.06706799993708246,0.11696488945704844,0.3105183282820045,0.7281954311003181,0.33311329002400486,0.17980111541439694,0.28785773482463184,0.17132407531457589,0.3544383277388433,-0.09597141982478927,0.44115402824165073,0.05288594968507496,0.1897025588706023,0.36963225982087927,0.3218544569635303,-0.20865839598611324,0.18378045149899325,0.11656938261364638,0.2784003513686789,0.356244677230345,0.35050895014825584,-0.008417965026405447,0.10305145660512867,0.5816584863691227,-0.06638309002408382,0.39355076656929866,0.38343197166361465,0.524106065818185,0.03442064979281186,0.34507822335165655,0.27404425916976755,0.004766254149211187,0.16369988840667762,0.3592562216632928,0.15046178300324178,0.5797342286184347,0.1346755246062862,0.4008369140508943,0.1477819909990381,0.14704171647295264,0.13615848863238386,0.1475622373996605,0.2381215545849919,0.34626378703411925,0.38449060643411886,0.20846418381579324,0.1953104696792605,0.28929040065879247,0.11761008541048867,0.6404501280386335,0.11041316065162589,0.30296118724408383,0.14721695977772464,0.42427083545458044,0.08532919302643713
OFCpost_R,0.13495552898576488,0.07139840446507517,1.0,0.1147112788966611,0.0015892338567490784,0.08633417516490027,0.05509291702098163,0.15646550146466773,-0.0925548811223032,0.03221293420188865,0.2809708542443981,0.03355180769034733,0.08187132877445388,0.27490760043741996,0.18285558442220784,0.011881190049184158,0.10225482378361153,0.41518991091357255,0.0156572201154038,0.23874896344288224,0.28999443329816404,-0.049639966122164814,0.24434597601768673,0.2780075101119555,0.1616586145665921,0.1448870786638955,-0.04073483856728568,0.3057078582165464,0.17832372956700407,0.26769086734838304,0.16610620763664785,0.36721135169831554,0.19390659769795418,0.275747600554263,0.2553412741412233,0.2455653243927614,0.262546990490475,0.13815698050883707,-0.04227114305061053,0.0005701935527640745,0.2818057030681321,0.1406243961884713,0.005341153939825399,0.18346442741571237,0.09272588310065066,0.2039874081449722,0.16504336640122233,0.008557622386450957,0.03665217175710337,0.26108576140158757,0.20405837007001268,0.2958286628794981,0.3512934358173166,-0.05498292278973356,-0.1854734643540592,0.2430606589321956,0.3085375510239297,-0.05253998343491415,-0.041927042560046014,0.2987676578476326,0.17994301286914466,0.04398330603750021,0.25139591436818626,0.15431518407995987,-0.03774281722598156,0.21059967451397377,0.18108512834836615,0.356724244049648,0.18127165788768126,-0.06072522416165839
Temporal_Sup_R,0.12575723987333684,0.26433038518137675,0.1147112788966611,1.0,-0.04858917739207216,0.7251712379828547,0.4025694972110705,0.39903288967286993,0.40240582367641436,0.576092687810005,-0.3381403890896927,0.30283106420817824,0.3652022463602957,0.5021149466998825,-0.2854353809105906,0.09844216119419813,-0.3543897795415661,0.20132186820723133,0.3751947290716234,0.3134232728587876,0.43092056377816784,0.24101635926280207,-0.39400927937305674,0.21647944070777006,-0.42912328019774515,0.672663210998449,-0.4113365012273176,0.43664558846847246,0.5850938865354931,0.7623475063009326,-0.5121015885580648,0.2863605448348935,0.39476566095992144,0.022853972420639357,0.489037950590389,0.3558908338624235,-0.04178744096435918,0.5979706712797176,0.20040966619727504,0.12348061823239453,0.36559064279847125,0.4391479553364644,0.5209987288063324,0.08826959107752311,0.2327819274250788,0.6687423973799138,0.11658015829460734,0.3661801505511982,0.2831999849778646,0.5270102730888263,0.38214633166166895,0.07589981767749243,0.2686664473126605,0.46732098181951776,0.49917680214936266,-0.25525664230131373,0.24891049008711422,0.6622032834669652,0.39631930509644864,0.6734758970598462,0.1937652025647328,0.23784875797349428,0.32530198542666555,0.01594302021564655,0.5107905088124771,0.236982259627418,0.7991595965035807,-0.017098093080123337,0.4311386130035119,-0.05891501831749319
OFClat_L,-0.11645277246021178,0.23662099331158157,0.0015892338567490784,-0.04858917739207216,1.0,-0.05689658354865576,0.09077472722774861,0.006080607098762973,0.11203641750964678,0.19575998820505913,-0.12095780363223356,0.30013274068687906,-0.027284760753906716,-0.07360425520822268,-0.23093154938833202,-0.3528211340082595,-0.06607462270850406,0.01172026869964884,0.32424667059226064,-0.046548483830835666,0.06654763067864153,0.37555496752148687,-0.02402786718287673,-0.094435456962012,-0.25896853539079673,0.09119644795736291,0.025022892187836546,-0.15314614446058708,-0.05766749747396923,-0.052445121882486456,-0.1389495656718673,-0.1862294654785305,-0.06695002568404207,-0.1526294799904951,-0.09880889153173146,-0.11885037567935436,-0.31787564722911765,-0.09100687166388648,0.19716500217301003,-0.0655473950031978,-0.07475515602129984,0.08252672348001071,0.22297306939837883,-0.18812294776216273,0.1499407429030185,0.05073801199079862,-0.07030300429388986,-0.05292644468157791,0.12269360774540485,-0.10164098787870358,-0.03769855584009939,-0.15775878516809444,0.02237165009235549,-0.17622073082430084,-0.09631756139765643,0.01446185312504093,-0.23149699832289672,0.1544283208691148,0.024937331398850546,-0.0720621334333655,-0.03226088853033673,-0.08796968290110915,0.07203308898744797,0.1310245943896178,0.12997529922755868,-0.26181013824620036,0.003473958972318676,-0.187728009821089,-0.014978371551632473,-0.04705115210018086
Heschl_R,0.009069777183697843,0.4168236595671701,0.08633417516490027,0.7251712379828547,-0.05689658354865576,1.0,0.06008212680471892,0.13381691607116317,0.009637517738574873,0.35339634216504817,-0.23255228712146858,0.3795208317410504,0.3811897683896185,0.319782002925748,-0.24061974100405475,0.0011747378969009154,-0.17312420584852634,0.25669006967586006,0.45282723099958194,0.1803522506381565,0.15544797943541752,0.05670952378198266,-0.11150648391528578,0.1841792447231933,-0.07963755624002507,0.42944762933538766,-0.2678794777051426,0.21421599510421338,0.3483137726278205,0.4818402468338926,-0.4630441889601723,0.12657500589728266,0.07818253874010245,0.10700251051249399,0.27646907959132766,0.3022005379975308,0.12320514595969405,0.313983334787983,0.2770907209489881,0.04396385356753188,0.30227600716375996,0.27155768943043657,0.48867508450800395,-0.06441178792176426,-0.002774780170704254,0.7868522591216828,-0.1007611293498186,0.16437782028420525,0.17492580839596136,0.30993128415221066,0.4000158997557253,0.13718976457245505,0.24610652023000062,0.28334657051925244,0.4055057815238142,-0.07296059987898561,0.1392143991438309,0.5866935238925338,0.177084277378281,0.49733818027125704,-0.0408565014258913,0.2162972202676203,0.20963357790302972,-0.03836580194905955,0.3368168638904545,0.19813112262097077,0.7011374758163357,0.02893220887428551,0.4966600782577218,0.02497501963974314
Cuneus_L,0.07475678366889454,0.06759356109966207,0.05509291702098163,0.4025694972110705,0.09077472722774861,0.06008212680471892,1.0,0.4671712316429457,0.4832021857111025,0.34536127669539973,-0.22773779384206805,0.19133683543188756,-0.03857376149269588,0.3326066807781987,-0.25617088849469266,0.1391071192969642,-0.1955782005036715,0.057419259804036796,0.16052984784790242,0.31598998185324606,0.5927750532299213,0.44019045293160913,-0.23224345031788615,0.18220516700881675,-0.5478919900913192,0.3715858670516438,-0.2064636190028658,0.4317206867936379,0.5178160592601213,0.4126040037395474,-0.10216713968664884,0.3401094264456392,0.7432228529649644,-0.03513542485016174,0.40228592492204857,0.30547010869949254,-0.2836839591678811,0.36166829727071687,0.19815876732775767,0.09986148806939844,0.2814221573549131,0.40538319382873783,0.2679968693190383,0.17844862554696636,0.5090964548741124,-0.11690708600355225,0.7630015653654368,0.1483645037147139,0.16133363493894137,0.15460644942777108,0.11353863537883221,-0.057312824658615265,0.1713690028635686,0.2333039987434536,0.12757254477253588,-0.08514084017906769,0.055740443756275744,0.253736740812695,0.28319075720802867,0.374164110423176,0.39270050441168597,0.1519339889237992,0.2876945892077469,0.21970442666615786,0.25959590090541235,-0.1255806606942737,0.313361290841085,0.013875683674615101,0.13701500816105894,0.10471199498042509
Occipital_Inf_R,0.1533136916181228,0.19908864434953658,0.15646550146466773,0.39903288967286993,0.006080607098762973,0.13381691607116317,0.4671712316429457,1.0,0.4283450547351208,0.2692570894825845,0.021452882994714626,0.11880385354487417,-0.01493516700470516,0.4664641124481754,0.03831184517747689,0.08727115545352698,-0.026494682807086906,0.16688144549996947,0.1266546977172338,0.4062451193402897,0.3754970458251959,0.3325762183164275,-0.04984780117995273,0.3026728549723673,-0.2941656581292539,0.3982841283170048,-0.09974268382658852,0.39509049976812805,0.4635232422527393,0.5038076184760116,-0.1176284284519966,0.40216390946404673,0.5168859650942383,0.16788443532384306,0.46257393470218283,0.3648704916015068,-0.012900825282697558,0.43729468266803995,0.26599074615216967,-0.11603549295228294,0.4007135438715856,0.3520105578589334,0.09236423266471214,0.2847556248685896,0.41633267923765716,0.02338359152580354,0.3612879669434661,0.2183472038384172,0.21964424004761077,0.3580213012894835,0.28885336939779754,0.15285186027715308,0.35904724933767074,0.1986847529521239,-0.02606443240011078,-0.023602898247352882,0.17127589041624489,0.16918009522287508,0.31160318455872454,0.43880256232181586,0.40701298512522627,0.18866790694748703,0.3050733374303318,0.1026311569243854,0.2908001096559412,0.03430523157222766,0.28101606891258124,0.20123940025345102,0.21581128884321907,-0.03618224960227806
Temporal_Inf_R,0.03935739872405639,0.12439685283890951,-0.0925548811223032,0.40240582367641436,0.11203641750964678,0.009637517738574873,0.4832021857111025,0.4283450547351208,1.0,0.31901114483151327,-0.20223562711689425,-0.024408787149081092,-0.017129291155349936,0.23987692173533245,-0.0747520923430093,-0.027251069271434857,-0.1881676187205145,-0.2196746868440879,0.20638746022330887,0.22662833346457084,0.32686084604744126,0.47984360393449327,-0.37455539241948865,0.12147583581557217,-0.517828615432174,0.4407230290606126,-0.1441910664953325,0.2481592412297915,0.362305108291936,0.35881796011411526,-0.16041773803069048,0.11186268028103108,0.46482154078960225,-0.09110046324673632,0.31764766764121166,0.11751896379129524,-0.31450464213955803,0.42855769131287974,0.10611788330566177,0.01685695177467507,0.1481886720650739,0.33112622059972796,0.3528539010566107,0.3757997982647331,0.4976521925089659,-0.018484946735618974,0.2989564387246608,0.19571819177737773,0.2521471678266853,0.15871792938999352,0.12927751806150312,-0.04408089768782411,0.15838256062468759,0.23197142580767996,0.0968558328290675,-0.26714298266105097,0.05055777024909453,0.1315647096787575,0.3603754585188426,0.34159505407594387,0.3911559043457466,0.09748209870891782,0.1588159574046927,0.07091756041147453,0.5143667637632977,-0.029691439268950136,0.19618835941166687,-0.06730071734232744,0.07137155587339931,0.03250815120191009
SN_pr_R,0.4059066699986418,0.3962631999132657,0.03221293420188865,0.576092687810005,0.19575998820505913,0.35339634216504817,0.34536127669539973,0.2692570894825845,0.31901114483151327,1.0,-0.215453553527689,0.6417986626610959,0.5995624012624989,0.47979199782715004,-0.025895733908229024,-0.11415858793861307,-0.18650400139588597,0.43430220387042767,0.686135299767975,0.4066476312757686,0.33654949253309524,0.4170856016365844,-0.19820262657319113,0.32395274776850413,-0.4777408657638713,0.755406993659186,-0.3227090677678367,0.27721263323120204,0.5110000675576668,0.5370578564697716,-0.3841829714467417,0.2372452333897273,0.2994134592233672,0.06609223727321467,0.49332727423698625,0.27949201779202093,-0.20999659187107889,0.36687543512457266,0.22255268179479135,0.025725917444806873,0.4839228141318745,0.5121843299580301,0.49760304353520185,-0.14841410999617802,0.46895277747429837,0.40042575992544627,0.07842131564479529,0.2361128553284134,0.21689791533974345,0.26190237406610234,0.49425189193688623,0.1530845524773548,0.29532795511172105,0.3588742748087721,0.29728851786789734,0.12631302320874918,0.1829594517558316,0.29123669113569545,0.43169897875547847,0.5888746823831403,0.4109332044001737,0.17020601458119097,0.3263439730342324,0.09874475551155042,0.6079689444672929,0.05923505543872799,0.516609383493495,-0.03522914398677479,0.4275134247356422,0.03677667838629024
