,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_M,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_VPL_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus2_L,Thal_MGN_L,Hippocampus_L,Thal_PuL_R,Vermis_3,Cuneus_R,Thal_MDm_R,OFCmed_R,Thal_AV_R,Temporal_Pole_Sup_L,Thal_MGN_R,Calcarine_L
SN_pc_R,1.0,-0.059867636419630305,0.2765770399553254,0.12262399299851451,0.26626619770709664,0.07841614875612743,-0.30805918952675687,-0.22705583731465767,-0.16393585056047258,0.14126285090437296,-0.13489800620890172,-0.10356477496768929,0.22960247598378197,-0.16035388456441207,-0.14125440938200584,0.503230412958718,-0.2660653782073456,0.03142983723346674,-0.10135562730691243,-0.08067495550841274,0.44008967210722455,0.37307149493855063,-0.21003123764429701,-0.23360912560304803,-0.048744773932140384,0.47199563857064675,0.3727144201885601,0.043289154147727466,-0.09119354881533634,-0.09306882303704245,-0.2088226458062815,-0.0709772628787586,-0.3113856862720506,0.2795713632167116,0.011631147952171208,-0.2820940539303256,-0.2695963071316149,-0.05608137636209406,-0.21013817559797895,-0.0516595821848763,-0.11494731119169133,0.11309234820027489,0.44046561567357584,-0.282880503774881,0.023883245819940585,-0.2062076367433252,-0.10447266384024273,0.2658335430757896,-0.2459101775094424,-0.03507116511658783,0.19839181293594185,-0.1417973017939077,0.07820764737541573,-0.03555848514765276,-0.10447326317331766,-0.2671044746045318,-0.07731962298009797,0.14626231318593763,-0.1292185889374708,0.07276531314835002,-0.29336376192189106,-0.16156754454675978,0.26762727966679056,-0.16269362671202164,0.02258913521310666,-0.009240068365944968,-0.046025828702647584,-0.17768844770603323,-0.11660522858535294,-0.031085765215943396,-0.3395621926706516,0.35167465959775823,-0.18760291422778264,-0.2873776991063919,0.03460398846836919,-0.17481158873751246,-0.030349730157882355,-0.07545772489393247,0.09642119905157927,0.24327060535327547,0.3056429189959965,0.10672612906922482,0.2987566861907325,-0.23161211851988464,0.2817595293060125,0.311334228333981,0.12742836068099622,0.13455311317331242,0.11521769529755954,-0.35839826776819
Thal_MDl_L,-0.059867636419630305,1.0,-0.015334866031776029,0.34011706917946516,0.05783399900962107,0.3403106194688397,0.0010943325534600841,0.1087207201460743,0.2955079244821435,0.03324751229762521,0.17053635589962562,0.5496816694412741,0.38776736950503277,0.40359297020424717,-0.01011851513391228,0.3198771491119961,0.06763505706202226,0.07712731775206914,-0.22570644263469375,0.36021293090696516,-0.3057661130747818,0.139675519003157,-0.0012081654667187396,0.23902475046891375,-0.149960039930679,0.34857440755117025,0.2894510544799039,0.15693668590217738,0.22114678572045152,0.46466364533041044,0.1840285145704881,-0.0026977198505909322,0.15552698348406319,0.47379428659051137,0.3772158925101214,0.13493292232307602,0.19903621960646867,0.11837465991913584,0.18363887551317776,-0.12752927826253685,0.10545297070972877,0.2864045242353893,0.4097041835712518,0.5714646283789577,0.3296379798028754,-0.16039084203875628,0.44141877648950156,0.3786325149326004,0.3115895494563403,0.11312518841292879,0.427438107362848,0.19994211647070875,-0.04989719395629526,0.070523517707898,0.4184387293436695,-0.018414261789652105,0.06396231413527374,0.6277892727855217,0.4431329651662825,0.10423248340237401,0.30613118819637486,0.47544978182950004,0.2882017957889589,0.11361771316522223,0.2016861944078722,0.5079472777014538,0.21364215377415344,0.4406659157167061,-0.047310470862868534,0.29755064500483475,0.2425966323816329,0.17639360866210074,0.3154310505527356,0.10039032752627478,0.4241210476820283,0.4205224477316589,-0.05105073946124306,0.26499586440640616,-0.1076979702950509,0.31470749550320154,0.4068475513392769,0.08528303943943132,0.4179227905338778,-0.024329320142108108,0.29441862546917047,0.07157681134580428,0.4834871659563488,0.05895839727518296,0.43299267619445453,0.044088798400992835
OFCpost_R,0.2765770399553254,-0.015334866031776029,1.0,0.2415383357474489,0.48321094627906874,0.10616479057401693,-0.19027182530951522,-0.11925058553097946,-0.09233995722873675,0.41089670189301597,-0.18597207898187632,0.12432123645158043,0.4294993348949941,-0.1226336290784679,-0.028469625585557903,0.3035006639707514,0.10038846264008328,-0.10841776789787094,-0.2158291955182026,-0.016070687248764256,0.1486819337097573,0.8300774839904564,0.2510327446633645,-0.051382925048294656,0.13885554203487843,0.4749091842244725,0.486354207927183,-0.23563673837906154,-0.1476861277906507,0.061890679567828386,-0.07078694241944657,-0.08523864161170853,-0.4301733216563329,0.31666438826885224,-0.30543333325886357,-0.4739748272505734,-0.19626298883682536,0.525746228829015,0.20321634466983912,0.5008025427511644,0.2275424029478754,-0.2408534607156505,0.18939161235980334,0.03422150442132816,0.16759676549515634,-0.1422380317961761,-0.007314679432882687,0.5686211230669176,-0.07924158510051535,0.05386115909302486,0.05426904974775154,0.38865393447586055,-0.3768401990884503,0.030417712714370028,0.07939097083672411,-0.5801861925925323,0.12533186506084712,0.37945171654485665,-0.05308168207710534,0.2728864524313635,-0.10866497391782975,-0.029565561850821105,0.2334701279473443,-0.031867371326843814,-0.2322679673621213,-0.00022672318699311944,0.26700190828077036,0.2206543397003132,-0.5478933838109583,0.06461174781987988,0.020607526207993568,-0.16231757657884907,-0.15460259861860948,0.0030193793040930957,-0.2508973048161529,-0.14620824797849993,0.34004192035860104,0.08517729310351707,0.36922975214785203,0.13287520885585233,0.48315033538768504,-0.12130718439201564,0.3284519596295544,-0.26976038994200674,0.5885372851278105,0.5981599157382795,0.1328842286719276,0.4016363402423174,0.09886014278898873,-0.12435563891525671
Temporal_Sup_R,0.12262399299851451,0.34011706917946516,0.2415383357474489,1.0,0.010843955800174335,0.6664092856361847,-0.12104389214596006,0.41303318276871076,0.5692099196436261,0.12221974720205128,0.5337029821264513,0.2888072196379776,0.42690630670400326,0.2958880434711667,0.2921587639045341,0.2448149218604103,-0.033446970284249485,0.1809452412001316,-0.015502049855615678,0.3375404178336955,-0.14377240744919192,0.4587532980282603,0.13339947372017608,0.18787061737147653,0.034490932589423665,0.6498649623954579,0.6292777576475591,0.06002446793921584,0.2424220009807817,0.540710054937568,0.2719177675428304,0.22817208964158173,0.0740572155849641,0.34210947762305494,0.20577643816117774,0.07251245648240409,0.6787493510592646,0.052481185841397875,0.3858854534202994,-0.04879822135539116,-0.24885975601443203,0.08697983502912017,0.2304188196492109,0.41634664527324305,0.8124646811126993,-0.15004262428816384,0.3137359423549123,0.36930109281989465,0.5035713412326039,0.4172912989283322,0.28424043071557054,0.2940072831903967,0.07064700606313946,0.20894894739681735,0.18593180256958658,0.058177928837830475,0.17375769994660048,0.5770851416675948,0.562932446643451,0.21352430744655498,0.30967723619436777,-0.03753365437529116,0.32388070651077033,0.3307273891689316,0.05312394019235019,0.5775861532523701,0.012179283603678622,0.22270183324217777,-0.035243261485505537,0.31418426417298934,0.21876475832939635,0.10862447035559368,0.21453496935261754,-0.17961445659560182,0.44936649048343036,0.3319390371239195,0.4821029997412209,0.19660766726239265,-0.2830382148351576,0.26572302376277623,0.27272366834728495,0.337420467753747,0.4688941505858206,-0.022473772452663607,0.3708907974120394,-0.10915915841890089,0.2224392314521025,-0.21430222441773114,0.5209609317258362,0.19193565298625873
OFClat_L,0.26626619770709664,0.05783399900962107,0.48321094627906874,0.010843955800174335,1.0,0.02935780463251853,0.015043621370949063,0.05939824157086487,-0.05875319517865826,0.11434319308621912,-0.16421031620143206,0.07087900661633031,0.15664972117627168,-0.04617514559504648,0.14261546274189146,0.3330263984964535,-0.06386607443011962,-0.3424831402081465,-0.28873465823284616,0.05616592394957452,0.16028903312598713,0.3942058471313899,-0.22452319876025417,-0.07478265007659349,0.46152595651334044,0.15461301648047607,0.1458550276405554,-0.17060230971065407,-0.1392182079911658,0.03282866712258935,0.042301611571066974,0.007461042391045905,-0.07423220368525314,-0.007721950950908561,0.004087964458165335,-0.20516445264909866,-0.16811477655436055,0.1630467520712736,-0.23316013478911918,0.03186000129448491,0.20646848585517028,-0.19678238992080938,0.14428462877167955,-0.010091996667657149,0.00322158760268785,0.03742482472765806,-0.035485988302369736,0.06319387840483882,-0.1850244520868346,0.19235843450637974,0.21553634065283464,-0.10163826226990026,-0.27280542634889143,-0.10279514808633645,-0.25695886539066565,-0.7029289551686061,0.39881710677828325,0.06753792630821405,-0.03282855551277727,0.08445735337494406,-0.026716469197071765,-0.08998497667013873,0.17378541411296444,-0.2551652684138445,-0.1308474518398366,-0.021817778810391958,0.3052242966988936,0.017827826945229445,-0.3306149362831141,-0.10705717037145081,-0.32049312861161705,0.1561910558155652,-0.0792515155380158,0.005995580563758254,-0.16161931735752164,-0.11105653325137861,0.2620090325242927,0.029153238418862207,0.7124950748309143,-0.04538980341309972,0.18776651958875976,-0.11508451412331536,-0.053866618098019035,0.042367328054203894,0.24901552671424565,0.28993705523021257,0.19343740666984371,0.609237801017505,-0.0931599110967176,0.06888278064439142
Heschl_R,0.07841614875612743,0.3403106194688397,0.10616479057401693,0.6664092856361847,0.02935780463251853,1.0,0.017678456476487425,0.47720677224105085,0.5513255057935791,-0.01563849661987806,0.4974819669353384,0.3966356654011126,0.38623505317933715,0.06598645913988574,0.3606942238937541,0.1785476478421982,-0.12029552860149018,-0.12134956679589788,-0.012802839448128375,0.04162528839036075,-0.08926770554846239,0.31640628292180223,0.048545333535923794,-0.04075151943888778,0.1445687880286594,0.3697375095282904,0.39484297236514465,0.06497094542089343,0.015743937911908673,0.2659614972588111,0.44143698589935576,0.2173015162619577,0.21777621806275604,0.32180012161621957,0.08968983131694673,0.183123383395575,0.5187498776793315,-0.030417027474049618,0.18537918135473344,0.021809679564547133,-0.10003974539873754,0.21858569287725527,0.2139562597427101,0.23526180642953648,0.6704897081810146,-0.05194953660776348,0.250043512015617,0.28733602891054577,0.17340832794760028,0.5490249546753108,0.16757497011314604,0.14593892699328276,0.08289005148948175,0.2274549364571433,-0.05671645281592542,-0.11734712651723214,0.40917691891312685,0.4132908748604391,0.2993387827727862,-0.04882548872266988,0.3102328739630833,-0.015523348291398653,0.4138783147452309,0.223844996215877,-0.048495484180274565,0.2937241553833932,0.18442802831798305,0.20808756500732709,0.14332929595302424,0.11617333587814434,0.06182104207521686,0.010717888037887102,0.03714642473834243,-0.09839378749540074,0.424004746280851,0.037569548892642586,0.4615602746474481,-0.017478183105494514,-0.04302994505266989,0.2213389290112634,0.10729541806387806,0.20710174751391722,0.29056049539017154,0.16554374036228528,0.2092203759789732,-0.10543975213854655,0.23617606468682717,0.011697202370802823,0.5918138314942003,0.136877839607285
Cuneus_L,-0.30805918952675687,0.0010943325534600841,-0.19027182530951522,-0.12104389214596006,0.015043621370949063,0.017678456476487425,1.0,0.35318060842577,0.2964018516951413,-0.022810508150701247,0.05389533927787834,0.21140360917871362,-0.01769255497339039,0.5090023631282536,0.2545703763220353,-0.37752699558653524,0.3282854594371671,-0.05698604837083192,0.33215495757660174,0.29945414713026874,-0.18474369027154505,-0.32373887919274563,0.20237212272408422,0.43907420672751885,0.29648093268725945,-0.10950266024224668,-0.4932732039157743,0.5523217693309793,0.643919565010126,0.3039342169945157,0.46599437565230395,0.09301986009557238,0.8393264755488096,0.0524003308696451,0.4614858288235913,0.3189106742984981,0.3557023917145475,0.04601161343331771,0.1578376191605159,0.2507111354374503,0.3530579403983435,0.3422730743599792,-0.0329576280905015,-0.05285166303685874,0.18859305375492258,0.7717921525959653,0.49386805418857177,-0.192823107098832,0.3556006438702821,0.20891078220940718,0.02309128182795906,0.05683003609171444,0.061197529490852394,-0.05457106949545441,0.0613294400357476,0.05965554291624268,0.46099186945270443,-0.2583241215857038,0.40159060648232503,-0.2658444752035173,0.602310482711809,0.18373948438560792,0.15857401530858148,0.14289927269034108,-0.0058471242571085215,0.27443872825239374,0.45097458285342656,-0.05059263266575342,0.028131007392390644,0.3654707140152353,0.26818028889466056,-0.114524213878323,0.5984478475482131,0.5266758273135228,0.23940700806576143,0.39479839057809685,0.0027582267228000957,0.3485167555353984,0.31005152773535605,-0.0994390695231878,-0.10766689850357113,0.3109124579108162,-0.0739171005131203,0.8412958511188657,-0.2793971204523328,-0.225476829513264,0.03566842350036591,0.17508329102071482,0.1002123500679795,0.7709732188965623
Occipital_Inf_R,-0.22705583731465767,0.1087207201460743,-0.11925058553097946,0.41303318276871076,0.05939824157086487,0.47720677224105085,0.35318060842577,1.0,0.8545433509285004,-0.17307610701609044,0.698810494559809,0.24291156481487153,-0.001926271936168965,0.22134401235308646,0.8439296375795651,-0.356839012024947,0.13295340286759644,-0.06268893304063951,0.11546314929883984,0.09091136585628831,-0.3142536093279566,-0.19252975616453272,0.011030304988671587,0.17597316093763885,0.674958955383813,0.017207013554693652,-0.03742014253404069,0.09760942472305305,0.18784747574099306,0.2718557405231324,0.8605871671055253,0.2178291502129951,0.5561039855672052,-0.0023833409793847103,0.2436504074658308,0.3948166967274773,0.8177194091520333,-0.2241754579777853,0.027075472436919233,0.05834180626987917,0.03814485288930729,-0.03461077104736502,-0.06587225098249187,0.11983512641400694,0.5075778040773344,0.49010532454204137,0.30344030054188253,-0.12079837546936308,0.2272411171383991,0.7986770061971001,-0.00372249685686863,-0.09773700439558732,0.19983099290838963,0.09374412528469483,-0.15167510228446363,-0.15391760940790425,0.8100695574921595,-0.02185806456721541,0.38685034388111983,0.06780817630716653,0.6825438070213711,-0.1613117588584582,0.17884442947855134,0.28553575221089716,-0.21036771407530674,0.275639281191591,0.35947332883645333,-0.1711885166467632,0.19440407343092403,0.1686867174570497,-0.06977561239597384,-0.1676602906995718,0.2461314487420977,0.1961675026057884,0.46912938145756555,0.11441219323484322,0.47749916431278183,0.06861325933974165,0.2514348190373205,-0.23744848671847626,-0.29105296041762263,0.3105148581130351,-0.03041416734755396,0.6092581605699611,-0.18306966076485257,-0.35018593888956145,0.023412655879050184,0.004252030954825609,0.45028594061725125,0.6766504818745152
Temporal_Inf_R,-0.16393585056047258,0.2955079244821435,-0.09233995722873675,0.5692099196436261,-0.05875319517865826,0.5513255057935791,0.2964018516951413,0.8545433509285004,1.0,-0.005014389530084769,0.8041986429722323,0.4066022059189594,0.0630178759408008,0.3844794814525031,0.778132710466922,-0.1820704809626513,0.04367573574831936,0.11947933964318729,0.09504030229926375,0.13477640940059726,-0.4310654521021474,-0.03730478796787952,0.045561093563889245,0.1743739132005304,0.49473722026859773,0.3047623475447148,0.06876055042698398,0.2810421512623281,0.29995346608286966,0.41174670122173185,0.8581684374539009,0.30499586223569386,0.47627084064382014,0.23963263079657537,0.34834588043114384,0.4820295049012142,0.88387186921681,-0.18988725882648702,0.1774310910131894,0.007841406605669407,-0.13268290551698067,0.17698014924896074,0.06284310655067901,0.24867506401757175,0.6462905219823327,0.30555590715379843,0.37732939795085263,0.07057104325448667,0.3011266807299817,0.8059179907242865,0.12239896039237448,0.03143891899190599,0.23500495896567572,0.1686933062929304,0.0164978575794014,-0.03712190276162375,0.681990029370349,0.24055149045429483,0.49004991310371754,0.04551435145488166,0.6608945251616797,-0.03308237491107267,0.24955494677085852,0.426887999485386,-0.08455844096732236,0.4259249852904839,0.30369027156543343,-0.026934239236097682,0.21661859824478258,0.2418146867160352,0.09124049355282884,-0.08411253545825594,0.2593438536206118,0.06601768767339808,0.6048159405842346,0.21852263954329387,0.42115505041321,0.08753044503895568,-0.04100194085040157,-0.11876709311841374,-0.14515996686467403,0.3870167864670205,0.17847605338946612,0.4930152519221826,-0.018566008630752057,-0.30164563813048173,0.19784534651730443,-0.18661757473314947,0.5439303391535781,0.5097313428902321
Red_N_R,0.14126285090437296,0.03324751229762521,0.41089670189301597,0.12221974720205128,0.11434319308621912,-0.01563849661987806,-0.022810508150701247,-0.17307610701609044,-0.005014389530084769,1.0,-0.2329873431911381,0.10478421315713199,0.2705557273636427,0.15048638706217204,-0.194689033816558,0.016454577365049215,-0.015974952917905145,0.16871987956769754,0.017837968381174338,0.12764658696523792,-0.04361488031942324,0.2433298318720251,0.09130016475341944,0.04427730370106765,-0.12459804079393856,0.49001032151001067,0.1522072514557054,0.18589239331904656,0.21286621136301836,0.2203833846628128,-0.12456340912504589,-0.003048615645264382,-0.13760353594539365,0.39043345269211227,0.19203533646406096,0.02211831756134818,-0.12997126153095867,0.06965855415031964,0.08511850884420093,0.3567523093897278,0.054257264473971445,0.20877851650291093,0.20096295172739242,-0.10376067771800929,0.13090036496274993,0.007214596713435924,0.2494963249884322,0.33553434133996185,0.018006523035814806,-0.05697352904429632,0.2834144020526115,0.14931722825321592,-0.36231618046948266,0.151559069721308,0.129741242479252,-0.15427179108976868,-0.09881212978833115,0.3287881809125675,0.11496881186013536,0.023432183261939243,0.0009053842462743206,0.15226637291135198,0.40550012714755,0.24351416721139088,-0.055732948573428316,0.2203587876647335,0.15038971882733876,0.09763891981204678,-0.3809763756178465,0.30366846011905346,0.08003326219992006,0.034025186593237874,0.12607875256154055,-0.00608417559666059,0.06046323017708115,0.1346599074124386,-0.012605975209416299,0.1566789086072733,-0.003495916940115738,0.06616940030263965,0.404898666935213,0.2712438567964203,0.49897250498754336,-0.09029169512002663,0.5516141211578264,0.44477204699442596,0.2846310692498442,0.027628930137111936,0.14907535130137792,-0.0757575026265767
