,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_MDm_L,Red_N_R,Precentral_L,Frontal_Inf_Orb_2_R
SN_pr_L,1.0,0.31657553835742147,0.15354598479643375,0.18112126414307056,-0.014956492008270577,0.045796836174279126,0.3231414452567696,0.011653455713850994,-0.04107409541332834,-0.020763252294089603,0.15666772953793917,0.3037720705778864,0.17068694545536034,0.2926725369690547,0.10144944255018505,0.4531469167596638,0.4749755518606706,0.28113066440849616,0.26102940248373946,0.04721494817136755
Thal_MDl_R,0.31657553835742147,1.0,-0.21130858299344144,0.2034296024665703,0.2646688171077121,0.6308403704993111,-0.1299600238646553,0.19407285905781535,0.00877843060560584,0.24009749563275418,0.28239285875859027,0.6275452203078032,0.6150479012395527,-0.16930006143064708,0.538618630343685,0.6872978921713129,0.5387503298392733,0.5038920721542232,0.6797332572070778,-0.25678134370618744
OFCpost_R,0.15354598479643375,-0.21130858299344144,1.0,0.31610107463006154,-0.373870178770682,-0.32059552699482385,0.6580692186475968,-0.28516431904556827,0.46002070131064193,-0.4066209689736066,-0.2778843595202972,-0.20155478777211316,-0.46562116420377403,0.5437597970295128,-0.48056867000116704,-0.4001283111177044,0.08094161413852949,-0.18608340871068657,-0.16495852924850055,0.5185543997559613
Temporal_Sup_R,0.18112126414307056,0.2034296024665703,0.31610107463006154,1.0,-0.26007236219883584,0.14995020524196379,0.6206181613906291,-0.19149012228456977,0.58023654624629,-0.4075849670215821,0.27580940791740705,0.042814565977820504,0.13659552833783303,0.5194175533289141,0.24031156736327255,0.20942150274462037,0.6940444716837341,0.5725204253588858,0.3885962713103132,0.31723768981688266
OFClat_L,-0.014956492008270577,0.2646688171077121,-0.373870178770682,-0.26007236219883584,1.0,0.33277368495478005,-0.5115765992283675,0.29491813869994027,-0.33465797372824574,0.3045018503996993,0.18610820888236254,0.19846082963405295,0.3887055071461859,-0.34039133515933284,0.45279492396097165,0.42667724035319915,-0.054152462379867504,0.11859095629161949,0.12203550282731701,0.04364237789047288
Heschl_R,0.045796836174279126,0.6308403704993111,-0.32059552699482385,0.14995020524196379,0.33277368495478005,1.0,-0.3282753917740242,0.1919232770024844,0.1712457261223316,0.32353117902983913,0.39503072446012266,0.6677517210695412,0.655108877204214,-0.3117125655544369,0.6262263259068125,0.4867378068122432,0.40541948442539766,0.5272797263682383,0.662270689634304,-0.24324225133482083
Cuneus_L,0.3231414452567696,-0.1299600238646553,0.6580692186475968,0.6206181613906291,-0.5115765992283675,-0.3282753917740242,1.0,-0.289780159282068,0.5409357233896831,-0.6734097272896993,-0.011639097912438355,-0.1949512793467678,-0.3043596709911618,0.8045777533382458,-0.4567763531073002,-0.14405661782477308,0.456858096566776,0.04991142507304586,0.05900335411121514,0.4887953666453244
Occipital_Inf_R,0.011653455713850994,0.19407285905781535,-0.28516431904556827,-0.19149012228456977,0.29491813869994027,0.1919232770024844,-0.289780159282068,1.0,-0.09006912399983179,0.12704104423400062,0.158746535747113,0.19357628828741077,0.26645548633245597,-0.20112467041795806,0.1224718213270586,0.18666182481253407,-0.08281980240352564,0.019497874913332148,0.08063679587943161,-0.09816170587470778
Temporal_Inf_R,-0.04107409541332834,0.00877843060560584,0.46002070131064193,0.58023654624629,-0.33465797372824574,0.1712457261223316,0.5409357233896831,-0.09006912399983179,1.0,-0.4671472341028799,0.09565280715773532,0.15598116012292632,0.017153772733598287,0.48321830816889316,-0.1350031789760531,-0.24713420647152776,0.36634672644430655,0.2465757885167446,0.24691241427013447,0.3523819553035983
Vermis_8,-0.020763252294089603,0.24009749563275418,-0.4066209689736066,-0.4075849670215821,0.3045018503996993,0.32353117902983913,-0.6734097272896993,0.12704104423400062,-0.4671472341028799,1.0,0.09082522948292714,0.31146092239307566,0.2879085106082625,-0.7445618266153821,0.4255625036601132,0.26266444117833315,-0.16864692571720444,0.14523520214881255,-0.044426426265610316,-0.44601050794726865
