,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,VTA_R,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_D,ACC_sup_R,Red_N_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_PuI_L,Olfactory_L,ACC_sup_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_MGN_R,Temporal_Mid_L,Thal_LP_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,ACC_pre_L,Thal_MDl_R,Hippocampus_L,Thal_PuL_L,Cerebellum_9_R,Cuneus_R,Thal_IL_R,OFCmed_R,N_Acc_L,Heschl_L,Thal_LGN_L,Calcarine_L,Occipital_Mid_L,Cerebellum_4_5_R,ParaHippocampal_R,Thal_PuM_R,Supp_Motor_Area_R,Parietal_Sup_R,Thal_VPL_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_L,Occipital_Mid_R,Cerebellum_Crus1_L,Vermis_3,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Thal_PuL_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,Parietal_Inf_L
SN_pc_R,1.0,0.15486675814673076,0.35582763897391645,0.3945838545842557,0.37133952890232164,0.2129542403733101,0.46535637663379686,0.14056816087971422,0.12654416085383982,0.2778637984992954,0.09498495526994626,0.07603358756717456,0.38996652799620973,-0.11658280293392621,0.1435936082693337,0.07641649589462934,0.42852371542095935,0.40021508429147307,0.2579671815179693,0.20277713154274363,0.39711841578363755,0.2953860178621368,0.30127732958803205,0.13713019285215322,0.4270572780691612,0.23889272070007556,0.30867068730672537,0.010787781830539923,0.33403854065906374,0.31251677918447146,0.28894658823401825,0.06246320679851118,0.012525013359716933,0.3006776916772538,0.36069924738008646,0.278945616671056,0.327536298119819,0.4132615099628469,0.2297666823191964,0.0011900077024961818,0.41358850469942454,0.26160344475992137,0.14284272966265874,0.5135068962009288,0.0078913795467814,0.2390001286822185,-0.014620390129969473,0.3033608914517107,0.4242051218452526,0.0028902767099283516,0.30781756534924093,0.2446837476289846,0.3449079767278217,0.1131173517620123,0.2449782118236052,0.37433721433786415,0.39402640107850756,0.3765016303364376,0.2806611731646272,0.28393321771839863,0.3510266216345406,0.40492421107683974,-0.12710758639502534,0.25443711374143296,0.32818834786078765,0.16793854691506657,0.348949080671457,0.5251778872251591,0.004601924836753279,0.43732023539019466,0.38551257880410034,0.32371228615095493,0.2706653612305864,0.06384997017895723,0.49717241219669034,0.16324611320589466,0.3608891323693352,0.3305628803031704,-0.029563517438234634,0.3844031959043262,0.07194089156558306,0.441389848563553,0.08527044121791448,0.3525048603221609,0.2580668913909404,0.0655884541023583,0.4146625605128362,0.3106631200797465,0.35475477687221807,0.327128296895937,0.3382535577423576,0.4232585222438769,0.3572927555788306,0.431131987013907,0.02344749765436961,0.4218667312050518,0.0270734843047605,0.06932219816459716,0.561074755601815,0.4344931693675519,0.3461787314903701,0.543145397940095,0.28060691062478216,0.3632565599679899,0.2077047754071967,0.4226086194407023,0.18702322675538866,0.497705058358981,0.357865573079519,-0.17040619349304323
Thal_MDl_L,0.15486675814673076,1.0,0.32187927687296347,0.344595944988492,0.088220817928729,0.1911380047736867,0.20984301837466207,0.36687587453083276,0.2832860707177097,-0.02700409068370457,0.10382194677235311,0.5020286733647772,0.2623171916970725,-0.046918780522675396,0.18678975207530407,0.2720073312731045,0.17072651103747916,0.21526044976133127,0.6682822157810744,0.056971258697546885,0.08598017285289633,0.3011795344271777,0.3176765701276549,0.03336445256816108,0.3476472510111277,0.33388166381467765,0.2988810211922774,0.09490622797009801,0.047490553801716885,0.3121257609961822,0.18783675721589366,0.2187397534326594,0.09057364070060778,0.2621699560214896,0.0863333485926202,0.19615268031209207,0.29412521951443327,0.31375590107416,-0.18959801353040037,0.21679185955361782,0.13724946344227162,-0.06525542592284483,0.5617519185143912,0.06681211703974027,-0.08323727199593915,0.2275012418984449,0.36518668117067715,0.11843911845642559,0.25593691174075667,-0.19013727794397303,0.27116495252115635,0.2577292109744086,0.07896209369613716,-0.12317595828785002,0.19878644534663883,-0.008163472330321586,0.045050858747139245,0.27397218338590784,-0.06698517268876858,0.3254918724430681,0.042526805639795766,0.15718147523990794,0.0005650240865482182,0.2290850597180242,0.5929911379983966,0.2552293527335197,0.32506930722156735,0.3332220810231781,0.04663899630521898,0.25750317129587674,0.09063612023978265,0.00303182850623369,0.14067748010255787,0.18424686097432103,0.11085449229810564,0.3984547727583952,0.03137861219878498,0.23258252032849935,0.06878441108851548,0.21656824646648123,-0.0896344802898157,0.3647085018579232,0.08586985377739019,0.25581021905723944,0.23891065851349133,0.15670745283851922,0.1711334185683711,-0.07694839949663967,0.2851489661238254,0.023063979028879706,0.1169674889587028,0.13541501338847844,0.11003727192894519,0.3835461912307889,0.2172041393205249,0.09811212254897642,-0.0036580509214681318,0.13498473530899868,0.12913915498372555,0.18766109926878835,0.3340938374247051,0.11761836140073571,0.08434293410759083,0.08304360050782744,0.05087379869417897,0.11602084531570583,0.20372858344044295,0.31796737024835564,0.1655664098632095,-0.041316568408092266
OFCpost_R,0.35582763897391645,0.32187927687296347,1.0,0.5270986111643818,0.4581648965666807,0.27905648845378245,0.4111988773590551,0.04430425725169354,0.2978052677195432,0.3999035150092994,0.3784704802714818,0.2642750003283003,0.23832752026451978,-0.10211379493882651,0.4233623531449279,0.37709075301532957,0.5420437280610158,0.690425363512128,0.17402719072714493,0.31866740070100413,0.3797681915870744,0.7660204435146104,0.5937875654901723,0.18620835875355582,0.37156195150982135,0.5458619212437846,0.44105326537531253,0.06948204782482933,0.27851896372518636,0.2501755106159792,0.35035460330628,0.43371743764058024,0.11343667750968231,0.4781356652082998,0.22710211401141725,0.2370122782359068,0.6971111800107335,0.3511697516122311,0.3919173939955319,0.3924491364448913,0.3725163276599807,0.31207184205419525,0.21840521842663616,0.40665419436224093,0.156437473716068,0.4370046394140839,0.10836829490721585,0.40113854343875144,0.4165344448024932,-0.0959402548205797,0.18151671392788693,0.4596326753766191,0.30492867227350684,-0.062492419853813506,0.591431873968944,0.46602983740541115,0.5481705538214271,0.5180429859914883,0.11412640626879568,0.21226568716657337,0.40578221118187346,0.44637046452693036,0.24953207090252455,0.6669181749578595,0.0665215701656147,0.549693322666203,0.5039722171662169,0.44534326593454215,0.1745396310709578,0.6775437225292557,0.5789758195546697,0.2807863264200534,0.3626480686116674,0.41798163904377655,0.5868894131103055,0.5162553373630494,0.35677713767701,0.6914956790424724,0.034053511994093996,0.6559068700155066,0.3100129055320666,0.724073118059798,0.1766372475688102,0.5201629785894615,0.1652690494268558,0.24137970358963798,0.5394202567838062,0.4630030308569912,0.4685659014690598,0.14753849289433815,0.33977001703602644,0.12741765400834454,0.4027871367400007,0.5460409357044578,0.35168201260806825,0.16385193792410147,0.00816338322791922,0.4160963808816477,0.37947445258773327,0.7072580669160616,0.17369741977379852,0.43014864000179676,0.20069532405556154,0.364817755134969,0.2916727106156714,0.398939789892092,0.3915512182610596,0.5300970920321583,0.37436095711832756,-0.04384565671964962
Temporal_Sup_R,0.3945838545842557,0.344595944988492,0.5270986111643818,1.0,0.6285929275654892,0.7406652144634348,0.5301664267160552,0.07858042998172497,0.21313433631877904,0.1047185041022316,0.3157531703645706,0.004503218454292561,0.03144854328118282,-0.06608168727183023,0.5014310284186503,0.024793253355747523,0.8423815357848025,0.5715935968309249,0.14810581934660935,0.5881611606794883,0.18252196757777522,0.7793841529602606,0.8177436969888937,0.46151892630536506,0.36550974394178737,0.27708196310710076,0.5651396733867421,0.11009741765674078,0.6043629199245323,0.6774322123479969,0.5729386762633578,-0.00631838442185209,-0.01116695542403523,0.11533424860976726,0.5911209444400948,0.28971565737710486,0.4383073786570927,0.7321279993840925,0.34268265849521395,0.31022577809254576,0.6632731829535707,0.4495065537518668,0.06994512819957828,0.4578144002046177,0.3687395992881515,0.8060690048858986,-0.09891511536300336,0.6782246669707801,0.19601413719287003,-0.12350838036204077,0.006614144658932701,0.6098364799001222,0.4983138561283895,-0.03788090300337604,0.3400473110652412,0.1283969044146775,0.4179386496835666,0.6885272539601599,0.4028781104598192,0.6943038920652719,0.6007276573612127,0.6451128328629062,0.16381816924151896,0.6917051560770089,0.12911378706139431,0.2415642577238968,0.8354022584334967,0.39709338984754994,0.04169765630208666,0.423494793556222,0.6900200036536025,0.5250795568430467,0.5169912862195113,0.03367400500593685,0.6146467897786662,0.5219702604652369,0.6441882302724451,0.863682071255228,-0.19961493800704966,0.4935961152075995,0.30197399185886703,0.6269239282674897,0.08688604069382264,0.6056255824473958,0.3219338663988798,0.12814438234802925,0.31134724827143134,0.04204588137651674,0.7987166177875556,0.241276415929814,0.6204423957145883,0.15043443884386257,0.5396092163183936,0.2662430785464687,0.34741766093613,0.6004508930557723,-0.033828325732580815,0.2104740633344897,0.5497605883032332,0.785697370224003,0.1029233857180236,0.6475689058546726,0.1747107515033346,0.777841967299901,0.5256964564785659,0.6037981939373624,0.6167659442717368,0.6304133496272725,0.8114759131253596,-0.07569110286614356
OFClat_L,0.37133952890232164,0.088220817928729,0.4581648965666807,0.6285929275654892,1.0,0.6076130771722669,0.49952870536936933,-0.11875612239318721,0.34402750899403073,0.38671526607267337,0.43568377796372576,-0.2472248606322331,-0.16147668759423847,-0.07503155832546647,0.5465749468867868,0.0253726435841262,0.7565906720710098,0.6296800578486207,-0.18345974722373287,0.6447409375671537,0.23213031886595614,0.6012926711464499,0.6571966521802994,0.37274595113963477,0.32437524527715417,0.2455669983589416,0.4817403208464563,0.0887707128476543,0.6451498988436434,0.3815944238134451,0.5505249499064111,0.033830167356527135,-0.02714054527283667,0.2205518585289008,0.6136224110883072,0.29489476322045544,0.5480093265502984,0.5924399392074521,0.5059593021983412,0.2679550881802702,0.5407979327320024,0.7035100583300166,-0.18391864815905978,0.8144434829534407,0.5747195744147232,0.7199711643555156,-0.24506806206200632,0.69348508859056,0.3391010431429749,0.0468991392501345,0.11852591431586418,0.5455869367471462,0.7852781335601587,-0.07839488000363201,0.5974248237525848,0.498003541948194,0.7247207910068593,0.6566392322674985,0.5883355545772535,0.40719447304846845,0.7393974371314216,0.5801352090994227,0.36501412707815095,0.543374769777449,-0.26851039168594687,0.30137462766400064,0.5819469633291349,0.5436777727926001,0.1707618884143294,0.5958971704854722,0.7956191045187909,0.7446187139914452,0.5652211684177841,0.24836543691298912,0.8008690492875761,0.33620378323712835,0.7478599445364928,0.6981844941706775,-0.17918422591826352,0.5599553923113457,0.3680918720294709,0.5936787056206653,0.24993911694185478,0.6560112953286595,0.019415898194533886,0.19822429333089786,0.3583285675803997,0.4240670444916317,0.645414143776351,0.21535077138764783,0.6206730126421841,0.27875290502985733,0.6371290057382405,0.34384394009086644,0.2749569468713536,0.5196322998673237,0.0664309663074465,0.209726701370942,0.6086509402131567,0.8130963625237835,-0.07763522156977384,0.6875141477201184,0.5166005754034401,0.798484402438181,0.7877393407557319,0.7036598334870894,0.49897084496251604,0.6325837278769427,0.7738521995602153,-0.15865978148708168
Heschl_R,0.2129542403733101,0.1911380047736867,0.27905648845378245,0.7406652144634348,0.6076130771722669,1.0,0.4195725557655722,-0.15974623262822832,0.3350850929829967,0.21412364988444313,0.35939721208676173,-0.2002309074107183,-0.2755306204821251,0.009171092302954167,0.547441227748753,-0.08586674107105487,0.8012609789274204,0.4138089693875506,-0.0106959686931693,0.7647080564575426,0.07626377481241702,0.5553270735124294,0.6835192610240712,0.7111934507447012,0.30521978941562955,0.18962711754182923,0.4148956612186861,0.17878554615125666,0.5306813561927387,0.2694001315661891,0.5444983293197714,-0.01711660216294582,-0.06561362774627143,0.17054568947396456,0.48726207888236295,0.2562923927077078,0.3519595921956094,0.6948708877872362,0.3187841088808702,0.2178171134131414,0.27872459554943807,0.5778651789200333,-0.055390854216249986,0.34460360271334045,0.4947360086343773,0.8270676314316803,-0.12259290077397222,0.6694913876198516,0.11970806885949312,0.000858485238645377,9.584608711399059e-06,0.5161440228051917,0.5508676253204137,0.0784840274336164,0.3463078347393972,0.20819185695890235,0.3772158288088817,0.643933168639025,0.4382978537855993,0.3612922513014529,0.5886181391410473,0.5192368792990365,0.17087779062053568,0.5272518918485165,-0.08238935639990311,0.0998163266769695,0.6053081218029035,0.3176716870582693,0.28092939548259643,0.33845721371522414,0.701350607123395,0.530781932094285,0.26127557409738583,0.0031795122096426338,0.5823752381971395,0.5222216039761454,0.6465459700512936,0.6933385919210346,-0.2037956191859435,0.4337150126722553,0.2909033305091535,0.45283750697044906,0.24529281434271816,0.5999503058649253,-0.034053900658630926,0.16549195724798588,0.01565923823130648,0.04462734179451448,0.7648607566301232,0.4181179421448019,0.5408583105909721,0.11361167375421305,0.5930265590245319,0.2301014058506069,0.3340954653526703,0.4870266610474963,0.013538894221452703,0.15201882935912306,0.4167928052136021,0.6303181243444297,-0.10698119718580876,0.5094936020209095,0.2510593648377156,0.7241141130495076,0.7006224513513112,0.4299081853072993,0.6705396956405296,0.5916290212764022,0.7071304092286462,0.06775909508326541
Cuneus_L,0.46535637663379686,0.20984301837466207,0.4111988773590551,0.5301664267160552,0.49952870536936933,0.4195725557655722,1.0,0.10499357107079477,0.40966610918012947,0.3207357114104036,0.4176500514903562,-0.0014011339118508055,0.0009921250449766103,-0.12276957884367368,0.4994353095226195,0.1185341560684933,0.5994338181208837,0.523664097361179,0.11251960952031263,0.599368748358166,0.37731877285409404,0.47362473505763397,0.5394417801888016,0.42253200431684307,0.6044534231196919,0.2728114871939994,0.595237200794893,0.17606988307302388,0.7599475505595991,0.40750841568693796,0.5256785238098435,0.059295149532733266,0.031260547378587154,0.20857155854762777,0.5680392321310299,0.3800144113673825,0.4265819104396424,0.6451667316458569,0.40505598079299104,0.25330536788753055,0.38278018126967084,0.5321496594734209,-0.07547601134786713,0.3496617432179881,0.3447949273354897,0.5312702661261959,0.30295671246434475,0.5880095683984019,0.14432165645488565,-0.1569995685532682,0.21023743478340473,0.512485689355467,0.4928916549062719,-0.12951052272217692,0.39128230794728763,0.25485470416527445,0.34293542825348733,0.6486641310699035,0.5099227619420944,0.3925135901037328,0.5478178646567692,0.6385459701613106,0.25740703265756126,0.3711239805791043,0.12256015738537138,0.14037403787673106,0.4876851268320071,0.46893305852653433,0.11725736041387973,0.33294963429943963,0.5328082948814384,0.5035695957270744,0.16687006168111782,0.1880177724385116,0.5468560106905138,0.3288195859246722,0.7285885423834324,0.4880275273427827,-0.0003430455350116232,0.4464554045425734,0.2769214692571247,0.4772172796078496,0.1340243164190506,0.5995754702104669,0.3697301192968036,0.27213888702259176,0.24860481887762112,0.2432898635487088,0.42843107065393965,0.3192212369651969,0.6938953829740441,0.378155311625907,0.5388903989598748,0.3375732101779272,0.1558578510302275,0.47291567660288875,0.02602423866655369,0.20329235168759588,0.44504694716750226,0.5681080613133938,0.1672005865611256,0.5194696424764029,0.34577778330795983,0.717252559670336,0.47037237639296764,0.46983591269892855,0.3326829886134239,0.5202993071739217,0.6745090785722091,0.08615361889259467
Occipital_Inf_R,0.14056816087971422,0.36687587453083276,0.04430425725169354,0.07858042998172497,-0.11875612239318721,-0.15974623262822832,0.10499357107079477,1.0,0.10507317406241108,-0.2460699277245837,-0.19838818994351232,0.22456022660837796,0.33584432040190515,-0.03104702501330489,-0.18753578874246865,0.14450315620363852,-0.07040151650945635,-0.03298667919827772,0.4908086227116308,-0.09761704200810871,-0.06939176953710831,0.09298267951506003,-0.029969784354607634,-0.14086520673897912,-0.010899549919147263,0.017851940332257135,0.2031018572503839,0.20983767437333878,-0.05852755345934573,0.23623559110709594,-0.1666509351499838,0.10274329735347303,0.2073938345033682,0.014042881977498686,0.05509198578728819,0.061033911697812686,-0.0006178568591229259,0.08953461199620205,-0.3030699180623519,-0.0024187554781653292,0.06923275835935327,-0.25031030189920783,0.4101175691332859,-0.12502214563217426,-0.10307685310528256,-0.04559870537353906,0.37056186964596555,-0.09931623018854782,0.31461115402452683,-0.1335199051339184,0.0592939484182118,-0.017519586147402868,-0.06979850560441354,-0.1953856110421953,-0.0581918911250042,0.02113067286866543,-0.12482067512506873,-0.06880856774560815,-0.02242632691548629,0.2339626030358351,-0.219662177540759,-0.05705549863419648,-0.23179362243545662,0.006455191194435632,0.6044981600751058,0.21069134735897274,0.24394048655370346,0.23320554317448372,-0.028341759823627403,0.1221509085481367,-0.1335938896078337,-0.11832227017700532,0.0198798350261557,0.3071481844816924,-0.03698907963005877,-0.008859570027064312,-0.12535349240444274,-0.004371377579984789,0.20450841087806673,-0.11548363085840578,-0.25721087365645046,0.12821663163145822,0.07350666598318159,-0.09717186175022759,0.3726846068054233,-0.053540592867203175,-0.06273922197514353,0.009819766705946711,-0.07925669108843976,-0.1444747600943253,0.017616888493880913,0.3446590023906475,-0.13915161803640164,0.008368472535783792,-0.09365899918813168,0.06567305906370634,-0.030872298017058222,-0.07859594404555297,-0.030878801217888004,-0.09730492736230888,0.2730460468708602,-0.057343934374473715,0.039783525612202136,-0.0641388181471937,-0.13080183862397762,-0.0025425156942919863,-0.06882294301871394,0.0488882457286078,-0.01569362440301028,0.07297590468006837
Temporal_Inf_R,0.12654416085383982,0.2832860707177097,0.2978052677195432,0.21313433631877904,0.34402750899403073,0.3350850929829967,0.40966610918012947,0.10507317406241108,1.0,0.2451486836053602,0.44325865896499106,0.18500966290731546,0.10423153900081744,-0.05883298198780058,0.44498563709752137,0.42420338461396623,0.2567495396653684,0.5024239717642867,0.15742896071751145,0.40652356633416914,0.2883925394165361,0.35569459171274315,0.3473765709910322,0.36145470437778,0.3314183375116011,0.6626219245704092,0.23595302560318787,0.2142825053757359,0.42386249824187183,-0.19118950058728942,0.30432073719175523,0.49292897351654463,-0.08493125010191337,0.5836740470093352,0.32371333527403895,0.5940408564932994,0.6106162614751167,0.46662101426642527,0.3330931279796274,0.3535228952899142,0.038602553364211124,0.526233967687271,0.30441084067023694,0.3005976276461889,0.4057946851726525,0.23229484059565364,0.36110884182618386,0.1820118432715986,0.18243409784503656,-0.20835393194917606,0.45200731447431,0.45704633751120577,0.5677818624834495,-0.06264999438244843,0.5175189166801939,0.34140544296829617,0.31677357273504275,0.46837033480117785,0.4034288457703223,-0.13052621500101935,0.4465233620559491,0.3461659178209459,0.27982418545751997,0.3514105867690356,0.19550345426443996,0.5122856428156919,0.29009975535188776,0.6519009477031166,0.37064063587637086,0.3285123052851053,0.3067128440748398,0.482548221343051,0.1043730380600448,0.23514953972359462,0.46734388789037495,0.3149145007155505,0.4343075984303089,0.3313852407460525,0.10705245290640891,0.4732441274553141,0.4214985280301905,0.5652096583972219,0.2524119324323767,0.5096166239446425,0.0009988314198517137,0.681998311839993,0.2472127895218981,0.2477496578031828,0.12205501590993834,0.45981236856903507,0.4017783007864176,0.5457304922570728,0.6007338017874386,0.5742443254701262,0.48574870411839016,0.10755790467329462,0.10958474370384405,0.3804296151989627,0.2098635095596841,0.34982118918898764,0.15928994607057134,0.21070088619092686,0.6231138462516679,0.33510993245479437,0.5314566912177915,0.39042400938247485,0.3356016880247742,0.5880636197196704,0.2902875935902282,0.1743993992042054
SN_pr_L,0.2778637984992954,-0.02700409068370457,0.3999035150092994,0.1047185041022316,0.38671526607267337,0.21412364988444313,0.3207357114104036,-0.2460699277245837,0.2451486836053602,1.0,0.39844216785757985,-0.0702823607905649,-0.22842808637593043,-0.027030209343709845,0.3152252042828971,0.2649452708903975,0.32879894777533003,0.4217598605513335,-0.09885367073622665,0.20734196874796781,0.4978045633509952,0.19658350335231428,0.3305246874951274,0.12858106500106453,0.3055909009895481,0.42464069035719526,0.2156507207240833,-0.0011754882066784425,0.23487526355540292,-0.10945750072895083,0.21280544020046677,0.30659814362384197,-0.12058950264022611,0.48923301223738896,0.08304666661965775,0.2683834762342947,0.4023651532854461,0.1607826188347746,0.34833540386958434,0.4587819942367702,0.13952784795288953,0.35704987568328883,-0.12330238057337378,0.399496263733591,0.34000309215270635,0.2328262871326052,-0.06083888456312444,0.23517489880731265,0.3373453410672551,0.0926536796452924,0.29237840225207484,0.2194906061268205,0.35948284662372265,0.3287763162424337,0.5736243587315754,0.5694468718688154,0.613618339470707,0.3334033974701552,0.22838854232481168,-0.08855775202049898,0.3849861101773876,0.2800470298960266,0.4310982318302793,0.28651074544234334,-0.24420063551773258,0.32179493472968856,0.1970460209870332,0.3481254198780655,0.27556900226373277,0.6041704034211965,0.46254539890876684,0.2449329407906204,0.27188998415481824,0.3263976297002056,0.42792170929344187,0.37825829365093033,0.37024827623942436,0.2314774562881081,-0.05309254260821883,0.4561610066785512,0.2850104729699968,0.4802030399065281,0.19224828004823336,0.41195874386078196,-0.20852912767880544,0.30663097974387876,0.259037903708315,0.6369148538793863,0.28415446270541816,0.3048819011991858,0.27799714228133193,0.020266004668479155,0.4545935737888484,0.5993819749972531,0.2840821208467829,0.08251733091024069,-0.02415687546052286,0.2937223165856608,0.2824525023456828,0.43544405303479267,-0.11815792020054648,0.2732847376281275,0.3192193733072033,0.2442234530708245,0.33659355434964233,0.30517880595117036,0.35796771410875117,0.42514754638600594,0.20012079611384176,-0.05776269133531923
